Init Ekstra TV
19:30 Laidų ciklas „Prie baro“. (S2E4) 2024 m. (k)
20:00 „Seku tau pasaką“ (18)
20:30 Aktualijų laida „Nota bene“. 2024 m.
21:00 „Atviros širdies fondas“ (2) 2021 m. (k)
21:30 Laidų ciklas „Išgirsk mano istoriją. Ties riba“. (1) 2023 m. (k)
22:00 Drama „Paslaptis: Išdrįsk svajoti“. The Secret: Dare To Dream. N-7. 1 val. 45'
23:45 Biografinė drama „Skandalas“. Bombshell. N-14. 1 val. 45'
01:30 Programos pabaiga

2025-01-05 - Sekmadienis
08:00 „Seku tau pasaką“ (18)
08:30 Prof. D. Sekmokienės patarimai
09:00 Aktualijų laida „Nota bene“. 2024 m.
10:00 TV Europa laidų ciklas „Pasirinkę Lietuvą“ (1) 2023 m. (k)
10:30 TV regionai. „Kupiškėnų studija“. Savaitės apžvalga
11:40 ID FASHION retransliacija 
14:00 1+1 retransliacija (originalo kalba)
18:00 Laida „Žvejo kelias su Ričardu“ (14) 2023 m. (k)
18:30 Laida „Sodininko pasaulis“ (14) 2024 m.
19:00 Ciklas „Šeimos skonių istorija“ (1) (k)
19:30 „Seku tau pasaką“ (18)
20:00 „Atviros širdies fondas“ (2) 2021 m. (k)
20:30 Laidų ciklas Vilniaus Babilonas (1) 2021 m. (k)
21:00 TV Europa. „Vyrų šešėlyje“ (99) (k)
21:30 Aktualijų laida „Nota bene“. 2024 m.
22:00 Veiksmo filmas „Šaltas kraujas“. Cold Pursuit. N-14. 1 val. 55‘
23:55 Drama „Paslaptis: Išdrįsk svajoti“. The Secret: Dare To Dream. N-7. 1 val. 45'
01:40 Programos pabaiga

2025-01-06 - Pirmadienis
08:00 Tautosakos vartai 
08:30 Prof. D. Sekmokienės patarimai
09:00 Laida „Žvejo kelias su Ričardu“ (14) 2023 m. (k)
09:30 TV ciklas „Tik tai, kas tikra“. 2024 m.(k)
10:00 ID FASHION retransliacija 
12:00 1+1 retransliacija (originalo kalba)
18:00 Ciklas „Šeimos skonių istorija“ (2) 
18:30 Laida „Žvejo kelias su Ričardu“ (15) 2023 m. (k)
19:00 Prof. D. Sekmokienės patarimai
19:30 TV Europa ciklas „Pasirinkę Lietuvą“ (2) 2023 m. (k)
20:00 „Seku tau pasaką“ (19)
20:30 Laida „Sodininko pasaulis“ (15) 2024 m.
21:00 Žinios
21:20 Laidų ciklas Vilniaus Babilonas (2) 2021 m. (k)
22:00 Komedija „Be šansų“. Long Shot. N-14. 2 val. 05‘
00:05 Žinios
00:25 Veiksmo filmas „Šaltas kraujas“. Cold Pursuit. N-14. 1 val. 55‘
02:20 Žinios
02:40 Programos pabaiga

2025-01-07 - Antradienis
08:00 Žinios
08:50 Ciklas „Šeimos skonių istorija“ (2)
09:20 Laida „Žvejo kelias su Ričardu“ (15) 2023 m. (k)
09:50 Laidų ciklas Vilniaus Babilonas (2) 2021 m. (k)
10:20 ID FASHION retransliacija 
13:00 1+1 retransliacija (originalo kalba)
18:00 Žurnalistų namai 2024 m.
19:00 Ciklas „Šeimos skonių istorija“ (2) 
19:30 Prof. D. Sekmokienės patarimai
20:00 „Seku tau pasaką“ (19)
20:30 TV laidų ciklas „Apie Čiurlionį ir Amžinybę“ (Mokyklai: Vilnius ir Varšuva). 2024 m.
21:00 Žinios
21:20 TV Europa laidų ciklas „Pasirinkę Lietuvą“ (2) 2023 m. (k)
22:00 Kriminalinė drama „I.T.“ I.T. N-14. 1 val. 35‘
23:35 Žinios
23:55 Komedija „Be šansų“. Long Shot. N-14. 2 val. 05‘
02:00 Žinios
02:20 Programos pabaiga

2025-01-08 - Trečiadienis
08:00 Žinios
08:20 Ciklas „Šeimos skonių istorija“ (2)
08:50 TV laidų ciklas „Apie Čiurlionį ir Amžinybę“ (Mokyklai: Vilnius ir Varšuva). 2024 m.(k)
09:20 TV Europa laidų ciklas „Pasirinkę Lietuvą“ (2) 2023 m. (k)
09:50 Prof. D. Sekmokienės patarimai
10:20 Žurnalistų namai 2024 m.
11:10 ID FASHION retransliacija 
14:00 1+1 retransliacija (originalo kalba)
18:00 Laida „Žvejo kelias su Ričardu“ (15) 2023 m. (k)
18:30 Laida „Sodininko pasaulis“ (15) 2024 m.
19:00 Prof. D. Sekmokienės patarimai.
20:00 „Seku tau pasaką“ (19)
20:30 Laidų ciklas Vilniaus Babilonas (2) 2021 m. (k)
21:00 Žinios
21:20 Ciklas „Šeimos skonių istorija“ (2)
22:00 Komedija „Laiko apsėstasis“. Time Freak. N-7. 1 val. 45‘
23:45 Žinios
00:05 Kriminalinė drama „I.T.“ I.T. N-14. 1 val. 35‘
01:40 Žinios
02:00 Programos pabaiga

2025-01-09 - Ketvirtadienis
08:00 Žinios
09:30 Laidų ciklas Vilniaus Babilonas (2) 2021 m. (k)
10:00 Prof. D. Sekmokienės patarimai.
10:30 ID FASHION retransliacija 
13:00 1+1 retransliacija (originalo kalba)
18:00 Laida „Žvejo kelias su Ričardu“ (15) 2023 m. (k)
19:00 TV Europa. „Vyrų šešėlyje“ (100) (k)
19:30 Prof. D. Sekmokienės patarimai
20:00 „Seku tau pasaką“ (19)
20:30 TV Europa laidų ciklas „Pasirinkę Lietuvą“ (2) 2023 m. (k)
21:00 Žinios
21:20 Aktualijų laida „Nota bene“. 2024 m.
22:00 Veiksmo drama „Išgyventi virš horizonto“. Horizon Line. N-7. 1 val. 30'
23:30 Žinios
23:50 Komedija „Laiko apsėstasis“. Time Freak. N-7. 1 val. 45‘
01:35 Žinios
01:55 Programos pabaiga

2025-01-10 - Penktadienis
08:00 Žinios
08:20 TV ciklas „Tik tai, kas tikra“. 2024 m.(k)
09:00 TV Europa laidų ciklas „Pasirinkę Lietuvą“ (2) 2023 m. (k)
09:30 Laida „Žvejo kelias su Ričardu“ (15) 2023 m. (k)
10:00 Prof. D. Sekmokienės patarimai.
10:30 TV laidų ciklas „Apie Čiurlionį ir Amžinybę“ (Mokyklai: Vilnius ir Varšuva). 2024 m. (k)
11:00 TV Europa. „Vyrų šešėlyje“ (100) (k)
11:30 ID FASHION retransliacija 
13:00 1+1 retransliacija (originalo kalba)
18:00 TV regionai. „Labas iš Kelmės“
18:30 Aktualijų laida „Nota bene“. 2024 m.
19:00 Laidų ciklas „Prie baro“. (S2E5) 2024 m. (k)
19:30 „Žurnalistų namai“ 2024 m.
20:30 „Seku tau pasaką“ (19)
21:00 Žinios
21:20 Laidų ciklas „Išgirsk mano istoriją. Ties riba“. (2) 2023 m. (k)
22:00 Komedija „Blogos mamos“. Bad Moms. N-14. 1 val. 40‘
23:40 Žinios
00:00 Veiksmo drama „Išgyventi virš horizonto“. Horizon Line. N-7. 1 val. 30'
01:30 Žinios
01:50 Programos pabaiga

2025-01-11 - Šeštadienis
08:00 Žinios
08:20 Laidų ciklas Vilniaus Babilonas (2) 2021 m. (k)
08:50 TV regionai. „Labas iš Kelmės“
09:20 Aktualijų laida „Nota bene“. 2024 m.
09:50 Laida „Žvejo kelias su Ričardu“ (15) 2023 m. (k)
10:20 Ciklas „Šeimos skonių istorija“ (2) (k)
10:50 Laida „Sodininko pasaulis“ (15) 2024 m.
11:20 ID FASHION retransliacija (originalo kalba)
13:00 1+1 retransliacija (originalo kalba)
15:00 Nostra.lt-RKL lygos tiesioginė transliacija.
17:00 Tautosakos vartai
18:00 TV Europa laidų ciklas „Pasirinkę Lietuvą“ (2) 2023 m. (k)
18:30 TV laidų ciklas „Apie Čiurlionį ir Amžinybę“ (Mokyklai: Vilnius ir Varšuva). 2024 m.(k)
19:00 Prof. D. Sekmokienės patarimai 
19:30 Laidų ciklas „Prie baro“. (S2E4) 2024 m. (k)
20:00 „Seku tau pasaką“ (19)
20:30 Aktualijų laida „Nota bene“. 2024 m.
21:00 „Atviros širdies fondas“ (3) 2021 m. (k)
21:30 Laidų ciklas „Išgirsk mano istoriją. Ties riba“. (2) 2023 m. (k)
22:00 Veiksmo drama „12 stipriausių“. 12 Strong. N-14. 2 val. 10‘
00:10 Komedija „Blogos mamos“. Bad Moms. N-14. 1 val. 40‘
01:50 Programos pabaiga

2025-01-12 - Sekmadienis
08:00 „Seku tau pasaką“ (18)
08:30 Prof. D. Sekmokienės patarimai
09:00 Aktualijų laida „Nota bene“. 2024 m.
09:30 TV laidų ciklas „Apie Čiurlionį ir Amžinybę“ (Mokyklai: Vilnius ir Varšuva). 2024 m. (k)
10:00 TV Europa laidų ciklas „Pasirinkę Lietuvą“ (2) 2023 m. (k)
10:30 TV regionai. „Kupiškėnų studija“. Savaitės apžvalga
11:40 ID FASHION retransliacija 
14:00 1+1 retransliacija (originalo kalba)
18:00 Laida „Žvejo kelias su Ričardu“ (15) 2023 m. (k)
18:30 Laida „Sodininko pasaulis“ (15) 2024 m.
19:00 Ciklas „Šeimos skonių istorija“ (2) (k)
19:30 „Seku tau pasaką“ (19)
20:00 „Atviros širdies fondas“ (3) 2021 m. (k)
20:30 Laidų ciklas Vilniaus Babilonas (2) 2021 m. (k)
21:00 TV Europa. „Vyrų šešėlyje“ (100) (k)
21:30 Aktualijų laida „Nota bene“. 2024 m.
22:00 Trileris „Svetimšalis“. The Foreigner. N-14. 1 val. 50'
23:50 Veiksmo drama „12 stipriausių“. 12 Strong. N-14. 2 val. 10‘
02:00 Programos pabaiga

2025-01-13 - Pirmadienis
08:00 Tautosakos vartai 
08:30 Prof. D. Sekmokienės patarimai
09:00 Laida „Žvejo kelias su Ričardu“ (15) 2023 m. (k)
09:30 TV ciklas „Tik tai, kas tikra“. 2024 m.(k)
10:00 ID FASHION retransliacija 
12:00 1+1 retransliacija (originalo kalba)
18:00 Ciklas „Šeimos skonių istorija“ (3) 
18:30 Laida „Žvejo kelias su Ričardu“ (16) 2023 m. (k)
19:00 Prof. D. Sekmokienės patarimai
19:30 TV Europa ciklas „Pasirinkę Lietuvą“ (3) 2023 m. (k)
20:00 „Seku tau pasaką“ (20)
20:30 Laida „Sodininko pasaulis“ (16) 2024 m.
21:00 Žinios
21:20 Laidų ciklas Vilniaus Babilonas (3) 2021 m. (k)
22:00 Veiksmo drama „Išgyventi virš horizonto“. Horizon Line. N-7. 1 val. 30‘
23:30 Žinios
23:50 Trileris „Svetimšalis“. The Foreigner. N-14. 1 val. 50'
01:40 Žinios
02:00 Programos pabaiga

2025-01-14 - Antradienis
08:00 Žinios
08:50 Ciklas „Šeimos skonių istorija“ (3)
09:20 Laida „Žvejo kelias su Ričardu“ (16) 2023 m. (k)
09:50 Laidų ciklas Vilniaus Babilonas (3) 2021 m. (k)
10:20 ID FASHION retransliacija 
13:00 1+1 retransliacija (originalo kalba)
18:00 Žurnalistų namai 2024 m.
19:00 Ciklas „Šeimos skonių istorija“ (3) 
19:30 Prof. D. Sekmokienės patarimai
20:00 „Seku tau pasaką“ (20)
20:30 TV laidų ciklas „Apie Čiurlionį ir Amžinybę“ (Čiurlionis ir Sofija) 2024 m.
21:00 Žinios
21:20 TV Europa laidų ciklas „Pasirinkę Lietuvą“ (3) 2023 m. (k)
22:00 Fantastinis filmas „Chaoso planeta“. Chaos Walking.N-7. 1 val. 45‘
23:45 Žinios
00:05 Veiksmo drama „Išgyventi virš horizonto“. Horizon Line. N-7. 1 val. 30‘
01:35 Žinios
01:55 Programos pabaiga 

2025-01-15 - Trečiadienis
08:00 Žinios
08:20 Ciklas „Šeimos skonių istorija“ (3)
08:50 TV laidų ciklas „Apie Čiurlionį ir Amžinybę“ (Čiurlionis ir Sofija) 2024 m. (k)
09:20 TV Europa laidų ciklas „Pasirinkę Lietuvą“ (3) 2023 m. (k)
09:50 Prof. D. Sekmokienės patarimai
10:20 Žurnalistų namai 2024 m.
11:10 ID FASHION retransliacija 
14:00 1+1 retransliacija (originalo kalba)
18:00 Laida „Žvejo kelias su Ričardu“ (16) 2023 m. (k)
18:30 Laida „Sodininko pasaulis“ (16) 2024 m.
19:00 Prof. D. Sekmokienės patarimai.
20:00 „Seku tau pasaką“ (20)
20:30 Laidų ciklas Vilniaus Babilonas (3) 2021 m. (k)
21:00 Žinios
21:20 Ciklas „Šeimos skonių istorija“ (3)
22:00 Nuotykių drama „Mija ir baltasis liūtas“. Mia et le lion blanc. N-7. 1 val. 40‘
23:40 Žinios
00:00 Fantastinis filmas „Chaoso planeta“. Chaos Walking.N-7. 1 val. 45‘
01:45 Žinios
02:05 Programos pabaiga

2025-01-16 - Ketvirtadienis
08:00 Žinios
09:30 Laidų ciklas Vilniaus Babilonas (3) 2021 m. (k)
10:00 Prof. D. Sekmokienės patarimai.
10:30 ID FASHION retransliacija 
13:00 1+1 retransliacija (originalo kalba)
18:00 Laida „Žvejo kelias su Ričardu“ (16) 2023 m. (k)
19:00 TV Europa. „Vyrų šešėlyje“ (101) (k)
19:30 Prof. D. Sekmokienės patarimai
20:00 „Seku tau pasaką“ (20)
20:30 TV Europa laidų ciklas „Pasirinkę Lietuvą“ (3) 2023 m. (k)
21:00 Žinios
21:20 Aktualijų laida „Nota bene“. 2024 m.
22:00 Trileris „Svetimšalis“. The Foreigner. N-14. 1 val. 50‘
23:50 Žinios
00:10 Nuotykių drama „Mija ir baltasis liūtas“. Mia et le lion blanc. N-7. 1 val. 40‘
01:50 Žinios
02:10 Programos pabaiga

2025-01-17 - Penktadienis
08:00 Žinios
08:20 TV ciklas „Tik tai, kas tikra“. 2024 m.(k)
09:00 TV Europa laidų ciklas „Pasirinkę Lietuvą“ (3) 2023 m. (k)
09:30 Laida „Žvejo kelias su Ričardu“ (16) 2023 m. (k)
10:00 Prof. D. Sekmokienės patarimai.
10:30 TV muzikinė laida „ATM postas“ (26) (k)
11:00 TV Europa. „Vyrų šešėlyje“ (101) (k)
11:30 ID FASHION retransliacija 
13:00 1+1 retransliacija (originalo kalba)
18:00 TV regionai. „Labas iš Kelmės“
18:30 Aktualijų laida „Nota bene“. 2024 m.
19:00 Laidų ciklas „Prie baro“. (S2E6) 2024 m. (k)
19:30 „Žurnalistų namai“ 2024 m.
20:30 „Seku tau pasaką“ (20)
21:00 Žinios
21:20 Laidų ciklas „Išgirsk mano istoriją. Ties riba“. (3) 2023 m. (k)
22:00 Nuotykių filmas „Robinas Hudas“. Robin Hood. N-7. 1 val. 55‘
23:55 Žinios
00:15 Trileris „Svetimšalis“. The Foreigner. N-14. 1 val. 50‘ 
02:05 Žinios
02:25 Programos pabaiga

2025-01-18 - Šeštadienis
08:00 Žinios
08:20 Laidų ciklas Vilniaus Babilonas (3) 2021 m. (k)
08:50 TV regionai. „Labas iš Kelmės“
09:20 Aktualijų laida „Nota bene“. 2024 m.
09:50 Laida „Žvejo kelias su Ričardu“ (16) 2023 m. (k)
10:20 Ciklas „Šeimos skonių istorija“ (6) (k)
10:50 Laida „Sodininko pasaulis“ (16) 2024 m.
11:20 ID FASHION retransliacija (originalo kalba)
13:00 1+1 retransliacija (originalo kalba)
15:00 Nostra.lt-RKL lygos tiesioginė transliacija.
17:00 Tautosakos vartai
18:00 TV Europa laidų ciklas „Pasirinkę Lietuvą“ (3) 2023 m. (k)
18:30 TV laidų ciklas „Apie Čiurlionį ir Amžinybę“ (Čiurlionis ir Sofija) 2024 m. (k)
19:00 Prof. D. Sekmokienės patarimai 
19:30 Laidų ciklas „Prie baro“. (S2E5) 2024 m. (k)
20:00 „Seku tau pasaką“ (20)
20:30 Aktualijų laida „Nota bene“. 2024 m.
21:00 „Atviros širdies fondas“ (4) 2021 m. (k)
21:30 Laidų ciklas „Išgirsk mano istoriją. Ties riba“. (3) 2023 m. (k)
22:00 Kriminalinė drama „Sicario: Narkotikų karas“. Sicario. N-14. 2 val. 00‘
00:00 Nuotykių filmas „Robinas Hudas“. Robin Hood. N-7. 1 val. 55‘
01:55 Programos pabaiga

2025-01-19 - Sekmadienis
08:00 „Seku tau pasaką“ (20)
08:30 Prof. D. Sekmokienės patarimai
09:00 Aktualijų laida „Nota bene“. 2024 m.
09:30 TV laidų ciklas „Apie Čiurlionį ir Amžinybę“ (Čiurlionis ir Sofija) 2024 m. (k)
10:00 TV Europa laidų ciklas „Pasirinkę Lietuvą“ (3) 2023 m. (k)
10:30 TV regionai. „Kupiškėnų studija“. Savaitės apžvalga
11:40 ID FASHION retransliacija 
14:00 1+1 retransliacija (originalo kalba)
18:00 Laida „Žvejo kelias su Ričardu“ (16) 2023 m. (k)
18:30 Laida „Sodininko pasaulis“ (16) 2024 m.
19:00 Ciklas „Šeimos skonių istorija“ (3) (k)
19:30 „Seku tau pasaką“ (20)
20:00 „Atviros širdies fondas“ (4) 2021 m. (k)
20:30 Laidų ciklas Vilniaus Babilonas (2) 2021 m. (k)
21:00 TV Europa. „Vyrų šešėlyje“ (101) (k)
21:30 Aktualijų laida „Nota bene“. 2024 m.
22:00 Veiksmo filmas „Vyriškas įniršis“. Wrath of Man. N-14. 1 val. 55‘
23:55 Kriminalinė drama „Sicario: Narkotikų karas“. Sicario. N-14. 2 val. 00‘
01:55 Programos pabaiga

2025-01-20 - Pirmadienis
08:00 Tautosakos vartai 
08:30 Prof. D. Sekmokienės patarimai
09:00 Laida „Žvejo kelias su Ričardu“ (16) 2023 m. (k)
09:30 TV ciklas „Tik tai, kas tikra“. 2024 m.(k)
10:00 ID FASHION retransliacija 
12:00 1+1 retransliacija (originalo kalba)
18:00 Ciklas „Šeimos skonių istorija“ (4) 
18:30 Laida „Žvejo kelias su Ričardu“ (17) 2023 m. (k)
19:00 Prof. D. Sekmokienės patarimai
19:30 TV Europa ciklas „Pasirinkę Lietuvą“ (4) 2023 m. (k)
20:00 „Seku tau pasaką“ (21)
20:30 Laida „Sodininko pasaulis“ (17) 2024 m.
21:00 Žinios
21:20 Laidų ciklas Vilniaus Babilonas (4) 2021 m. (k)
22:00 Komedija „Meilės punšas“. Love Punch. N-7. 1 val. 35‘
23:35 Žinios
23:55 Veiksmo filmas „Vyriškas įniršis“. Wrath of Man. N-14. 1 val. 55‘
01:50 Žinios
02:10 Programos pabaiga

2025-01-21 - Antradienis
08:00 Žinios
08:50 Ciklas „Šeimos skonių istorija“ (4)
09:20 Laida „Žvejo kelias su Ričardu“ (17) 2023 m. (k)
09:50 Laidų ciklas Vilniaus Babilonas (4) 2021 m. (k)
10:20 ID FASHION retransliacija 
13:00 1+1 retransliacija (originalo kalba)
18:00 Žurnalistų namai 2024 m.
19:00 Ciklas „Šeimos skonių istorija“ (4) 
19:30 Prof. D. Sekmokienės patarimai
20:00 „Seku tau pasaką“ (21)
20:30 TV laidų ciklas „Apie Čiurlionį ir Amžinybę“ (Čiurlionis ir Tuminas).2024 m.
21:00 Žinios
21:20 TV Europa laidų ciklas „Pasirinkę Lietuvą“ (4) 2023 m. (k)
22:00 Fantastinis filmas „Paskutinis raganų medžiotojas“. The Last Witch Hunter. N-7. 1 val. 45‘
23:45 Žinios
00:05 Komedija „Meilės punšas“. Love Punch. N-7. 1 val. 35‘
01:35 Žinios
01:55 Programos pabaiga

2025-01-22 - Trečiadienis
08:00 Žinios
08:20 Ciklas „Šeimos skonių istorija“ (4)
08:50 TV laidų ciklas „Apie Čiurlionį ir Amžinybę“ (Čiurlionis ir Tuminas).2024 m. (k)
09:20 TV Europa laidų ciklas „Pasirinkę Lietuvą“ (4) 2023 m. (k)
09:50 Prof. D. Sekmokienės patarimai
10:20 Žurnalistų namai 2024 m.
11:10 ID FASHION retransliacija 
14:00 1+1 retransliacija (originalo kalba)
18:00 Laida „Žvejo kelias su Ričardu“ (17) 2023 m. (k)
18:30 Laida „Sodininko pasaulis“ (17) 2024 m.
19:00 Prof. D. Sekmokienės patarimai.
20:00 „Seku tau pasaką“ (21)
20:30 Laidų ciklas Vilniaus Babilonas (4) 2021 m. (k)
21:00 Žinios
21:20 Ciklas „Šeimos skonių istorija“ (4)
22:00 Veiksmo filmas „Komandosai“. Renegades. N-7. 1 val. 45‘
23:45 Žinios
00:05 Fantastinis filmas „Paskutinis raganų medžiotojas“. The Last Witch Hunter. N-7. 1 val. 45‘
01:50 Žinios
02:10 Programos pabaiga

2025-01-23 - Ketvirtadienis
08:00 Žinios
09:30 Laidų ciklas Vilniaus Babilonas (4) 2021 m. (k)
10:00 Prof. D. Sekmokienės patarimai.
10:30 ID FASHION retransliacija 
13:00 1+1 retransliacija (originalo kalba)
18:00 Laida „Žvejo kelias su Ričardu“ (17) 2023 m. (k)
19:00 TV Europa. „Vyrų šešėlyje“ (102) (k)
19:30 Prof. D. Sekmokienės patarimai
20:00 „Seku tau pasaką“ (21)
20:30 TV Europa laidų ciklas „Pasirinkę Lietuvą“ (4) 2023 m. (k)
21:00 Žinios
21:20 Aktualijų laida „Nota bene“. 2025 m.
22:00 Komedija „Mano didelės storos graikiškos vestuvės 2“. My Big Fat Greek Wedding N-7. 1 val. 35‘
23:35 Žinios
23:55 Veiksmo filmas „Komandosai“. Renegades. N-7. 1 val. 45‘
01:40 Žinios
02:00 Programos pabaiga

2025-01-24 - Penktadienis
08:00 Žinios
08:20 TV ciklas „Tik tai, kas tikra“. 2024 m.(k)
09:00 TV Europa laidų ciklas „Pasirinkę Lietuvą“ (4) 2023 m. (k)
09:30 Laida „Žvejo kelias su Ričardu“ (17) 2023 m. (k)
10:00 Prof. D. Sekmokienės patarimai.
10:30 TV laidų ciklas „Apie Čiurlionį ir Amžinybę“ (Čiurlionis ir Tuminas).2024 m. (k)
11:00 TV Europa. „Vyrų šešėlyje“ (102) (k)
11:30 ID FASHION retransliacija 
13:00 1+1 retransliacija (originalo kalba)
18:00 TV regionai. „Labas iš Kelmės“
18:30 Aktualijų laida „Nota bene“. 2025 m.
19:00 Laidų ciklas „Prie baro“. (S2E7) 2024 m. (k)
19:30 „Žurnalistų namai“ 2024 m.
20:30 „Seku tau pasaką“ (21)
21:00 Žinios
21:20 Laidų ciklas „Išgirsk mano istoriją. Ties riba“. (3) 2023 m. (k)
22:00 Trileris „24 valandos gyventi“. 24 Hours to Live. N-14. 1 val. 30‘
23:30 Žinios
23:50 Komedija „Mano didelės storos graikiškos vestuvės 2“. My Big Fat Greek Wedding N-7. 1 val. 35‘
01:25 Žinios
01:45 Programos pabaiga

2025-01-25 - Šeštadienis
08:00 Žinios
08:20 Laidų ciklas Vilniaus Babilonas (4) 2021 m. (k)
08:50 TV regionai. „Labas iš Kelmės“
09:20 Aktualijų laida „Nota bene“. 2024 m.
09:50 Laida „Žvejo kelias su Ričardu“ (17) 2023 m. (k)
10:20 Ciklas „Šeimos skonių istorija“ (4) (k)
10:50 Laida „Sodininko pasaulis“ (17) 2024 m.
11:20 ID FASHION retransliacija (originalo kalba)
13:00 1+1 retransliacija (originalo kalba)
15:00 Nostra.lt-RKL lygos tiesioginė transliacija.
17:00 Tautosakos vartai
18:00 TV Europa laidų ciklas „Pasirinkę Lietuvą“ (4) 2023 m. (k)
18:30 TV laidų ciklas „Apie Čiurlionį ir Amžinybę“ (Čiurlionis ir Tuminas).2024 m. (k)
19:00 Prof. D. Sekmokienės patarimai 
19:30 Laidų ciklas „Prie baro“. (S2E) 2024 m. (k)
20:00 „Seku tau pasaką“ (21)
20:30 Aktualijų laida „Nota bene“. 2025 m.
21:00 „Atviros širdies fondas“ (5) 2021 m. (k)
21:30 Laidų ciklas „Išgirsk mano istoriją. Ties riba“. (4) 2023 m. (k)
22:00 Kriminalinė komedija „Ištraukti peiliai“. Knives Out. N-7. 2 val. 05’
00:05 Trileris „24 valandos gyventi“. 24 Hours to Live. N-14. 1 val. 30‘
01:35 Programos pabaiga

2025-01-26 - Sekmadienis
08:00 „Seku tau pasaką“ (20)
08:30 Prof. D. Sekmokienės patarimai
09:00 Aktualijų laida „Nota bene“. 2025 m.
09:30 TV laidų ciklas „Apie Čiurlionį ir Amžinybę“ (Čiurlionis ir Tuminas).2024 m. (k)
10:00 TV Europa laidų ciklas „Pasirinkę Lietuvą“ (4) 2023 m. (k)
10:30 TV regionai. „Kupiškėnų studija“. Savaitės apžvalga
11:40 ID FASHION retransliacija 
14:00 1+1 retransliacija (originalo kalba)
18:00 Laida „Žvejo kelias su Ričardu“ (17) 2023 m. (k)
18:30 Laida „Sodininko pasaulis“ (17) 2024 m.
