-----
Sausis
-----
2022-01-01 - Šeštadienis
7:05 Krepšinis. NCAA. „Arizona“ – „UCLA“.
8:50 Krepšinis. NBA. Apžvalga.
9:20 Krepšinis. NBA. „Clippers“ – „Celtics“.
11:35 Krepšinis. NBA. „Suns“ – „Celtics“.
13:50 Futbolas. Anglijos „Premier“ lyga. Apžvalga.
14:20 Tiesiogiai. Futbolas. Anglijos „Premier“ lyga. „Arsenal“ – „Manchester City“.
16:50 Tiesiogiai. Futbolas. Anglijos „Premier“ lyga. „Watford“ – „Tottenham“.
19:20 Tiesiogiai. Futbolas. Anglijos „Premier“ lyga. „Crystal Palace“ – „West Ham“.
21:30 Krepšinis. Eurolyga. „Panathinaikos“ – „Žalgiris“.
23:30 Krepšinis. Eurolyga. „Baskonia“ – „Barcelona“.
1:30 Tiesiogiai. Krepšinis. NBA. „Pelicans“ – „Bucks“.
4:45 Krepšinis. NBA. „76ers“ – „Nets“.

2022-01-02 - Sekmadienis
7:00 Futbolas. Anglijos „Premier“ lyga. „Arsenal“ – „Manchester City“.
8:55 Krepšinis. Eurolyga. UNICS – „Anadolu Efes“.
10:55 Krepšinis. NCAA. „Arizona“ – UCLA.
12:40 Krepšinis. NBA. „Pelicans“ – „Bucks“.
14:50 Futbolas. Anglijos „Premier“ lyga. Apžvalga.
15:50 Tiesiogiai. Futbolas. Anglijos „Premier“ lyga. „Everton“ – „Brighton“.
18:15 Tiesiogiai. Futbolas. Anglijos „Premier“ lyga. „Chelsea“ – „Liverpool“.
20:35 Futbolas. Anglijos „Premier“ lyga. „Leeds“ – „Burnley“.
22:30 Tiesiogiai. Krepšinis. NBA. „Knicks“ – „Raptors“.
1:00 Futbolas. Anglijos „Premier“ lyga. „Southampton“ – „Newcastle“.
2:55 Krepšinis. Ispanijos ACB lyga. „MoraBanc Andorra“ – „BAXI Manresa“.
5:15 Krepšinis. Ispanijos ACB lyga. „Real Madrid“ – „Barcelona“.

2022-01-03 - Pirmadienis
7:00 Krepšinis. NBA. „Suns“ – „Celtics“.
9:15 Krepšinis. NBA. „Pelicans“ – „Bucks“.
11:25 Krepšinis. NBA. „Knicks“ – „Raptors“.
13:35 Futbolas. Anglijos „Premier“ lyga. „Watford“ – „Tottenham“.
15:30 Futbolas. Anglijos „Premier“ lyga. „Everton“ – „Brighton“.
17:25 Futbolas. Anglijos „Premier“ lyga. „Chelsea“ – „Liverpool“.
19:20 Tiesiogiai. Futbolas. Anglijos „Premier“ lyga. „Manchester United“ – „Wolverhampton“.
21:30 Ledo ritulys. KHL. „Jokerit“ – „Avtomobilist“.
23:30 Ledo ritulys. KHL. „Barys“ – Rygos „Dinamo“.
1:30 Krepšinis. Ispanijos ACB lyga. „Valencia Basket“ – „Gran Canaria“.
4:00 Futbolas. Anglijos „Premier“ lyga. Apžvalga.
5:00 Tiesiogiai. Krepšinis. NBA. „Heat“ – „Warriors“.

2022-01-04 - Antradienis
7:35 Krepšinis. NBA. Apžvalga.
8:05 Krepšinis. Ispanijos ACB lyga. „MoraBanc Andorra“ – „BAXI Manresa“.
9:50 Krepšinis. Ispanijos ACB lyga. „Real Madrid“ – „Barcelona“.
11:35 Krepšinis. Ispanijos ACB lyga. „Valencia Basket“ – „Gran Canaria“.
13:20 Ledo ritulys. KHL. „Jokerit“ – „Avtomobilist“.
15:20 Futbolas. Anglijos „Premier“ lyga. „Manchester United“ – „Wolverhampton“.
17:15 Futbolas. Anglijos „Premier“ lyga. Žurnalas.
17:45 Krepšinis. NBA. „Knicks“ – „Raptors“.
19:55 Krepšinis. Eurolyga. „Panathinaikos“ – „Žalgiris“.
21:55 Tiesiogiai. Futbolas. Ispanijos Karaliaus taurė. „Ponferradina“ – „Espanyol“.
