Etaplius TV
-----
Sausis
-----
2025-01-01 - Trečiadienis
09:00 Rinkis muziką
10:00 Žinios, Etaplius TV k.
10:50 Infostudija, Etaplius TV k.
11:00 Suprasti Rusiją, Alfa.lt k.
11:30 Muzikinis ekspresas Omaha-Šiauliai 2024 m. k.
13:00 Įjunkim šviesą, Žinių radijas k.
13:30 Talentai po priedanga, Žinių radijas
12:00 Specialisto patarimai, Etaplius TV
12:15 Gyvenu Europoje, Žinių radijas k.
12:30 Filmas "Švenčių ciklas: NAUJIEJI METAI", Alfa.lt k.
13:30 Sodininko pasaulis, Etaplius TV k.
14:00 Nediplomatinis pokalbis, Alfa.lt k. S
15:00 Moterims 45+, Etaplius TV k.
16:00 Petro Šiaučiūno valanda. Realybės dokumentikos programa
17:00 Jubiliejinio X tarptautinio medinių pučiamųjų instrumentų festivalio Medynės’ 2024 koncertas „Viduramžių fleitos muzika“
18:00 Moterims 45+, Etaplius TV k.
19:00 „Beprotiškai fantastiškos Maestro Vytauto Kernagio dainos“. Naisių vasaros teatro muzikinis spektaklis.
20:00 Filmas "Švenčių ciklas: NAUJIEJI METAI", Alfa.lt k.
21:00 Alfa taškas, Alfa.lt
21:30 „Hotel Tango“, festivalio „Kultūros dienos 2024“ koncertas
22:30 Programos pabaiga

2025-01-02 - Ketvirtadienis
08:00 Labas iš Kelmės, Etaplius TV k.
08:30 Alfa taškas, Alfa.lt k.
09:00 Radviliškis šiandien ir rytoj, Etaplius TV k.
09:30 Talentai po priedanga, Žinių radijas k.
10:00 Ofiso dramos, Alfa.lt k.
10:30 Ekonomika šiandien, Žinių radijas k.
11:00 Tarpukario inteligentijos žiemos vakarų arbatėlės, Marijampolės TV k.
11:30 Tvarumo ministerija, Žinių radijas
12:00 Specialisto patarimai, Etaplius TV
12.15 Gyvenu Europoje, Žinių radijas k.
12:30 Muzikinis ekspresas Omaha-Šiauliai 2024 m. k
14:00 Alfa taškas, Alfa.lt k.
14:30 Tauro ragas, Šviečiamoji programa k.
15:00 Moterims 45+, Etaplius TV k.
16:00 Pokalbiai su Leonu Šniru, Etaplius TV k.
16:30 Filmas "Švenčių ciklas: NAUJIEJI METAI", Alfa.lt k.
17:30 Skaitmeninė karta, Žinių radijas
18:00 Sveikatos IQ, Alfa.lt
18:15 Specialisto patarimai, Etaplius TV
18:30 Žinios, Etaplius TV
18:50 Infostudija, Etaplius TV
19:00 Alfa taškas, Alfa.lt
19:30 Mama kalba, Etaplius TV k.
20:00 Žinios, Etaplius TV k.
20.20 Infostudija, Etaplius TV k.
20:30 Specialisto patarimai, Etaplius TV
20.45 Sveikatos IQ, Alfa.lt
21:00 Alfa.lt savaitės interviu, Alfa.lt
21:30 Žvilgsnis giliau, Marijampolės TV
22:00 Žinios, Etaplius TV k.
22.20 Infostudija, Etaplius TV k.
22:30 Programos pabaiga

2025-01-03 - Penktadienis
07:30 Žinios, Etaplius TV k.
07:50 Infostudija, Etaplius TV k.
08:00 Skaitmeninė karta, Žinių radijas k.
