-----
Sausis
-----
1995-01-01 - Sekmadienis
7.15 Sportloto.
7.30 Baliuje pas Pelenę.
8.30 Iš ryto. Ankstėliau.
9.00 Breinringas.
9.35 Kol visi namuose.
10.05 Rytinė žvaigždė.
10.55 Naujametinis susitikimas Rostovų namuose.
11.45 Mano paskutinis tango.
12.40 "Špargalka".
12.50 Liūtai ir hienos - amžini varžovai.
13.52 Naujienos.
14.00 „Aš esu klounas“. 1 s.
15.20 Keliautojų klubas.
16.10 Muzika.
16.15 Anonsai.
16.20 TV parduotuvė.
16.35 Kas? Kur? Kada?
18.00 Miss Kaunas-94.
19.00 F. „Beverli Hills, 90210“.
19.50 Anonsai.
19.55 Miss Kaunas-94. 2 s.
20.55 Horoskopas savaitei.
21.00 „Žmogžudysčių skyrius“.
21.55 Tangomanija.
22.15 „Persekiojimas..“

1995-01-02 - Pirmadienis

1995-01-03 - Antradienis
7.00 Ryto ratas.
9.00 TV parduotuvė.
9.15 Anonsai.
13.10 Naujienos.
13.20 Vaidybinis filmas „Aš esu klounas“, 3 serija.
14.40 Animacinis filmas.
15.40 Platesnį ratą.
17.10 Apie orus.
17.20 Tuo laiku prieš 50 metų.
17.45 Vaidybinis filmas.
19.40 TV parduotuvė.
19.55 Reklama.
20.00 Laikas.
20.30 Apie orus.
20.35 Anonsai.
20.40 Ralis „Paryžius-Granada-Dakaras“.
21.05 Vaidybinis filmas „Prarasta siela“.
22.57 Naujienos.
23.10 Zodiako ženklai. Svarstyklės.
23.52 Naujienos.
00.00 Zodiako ženklai. Svarstyklės. Tęsinys.

1995-01-04 - Trečiadienis
7.00 Ryto ratas.
9.00 TV parduotuvė.
9.15 Anonsai.
14.52 Naujienos.
15.00 Pažiūrėk, paklausyk...
15.20 Animaciniai filmai.
15.52 Naujienos.
16.00 Tin-Tonik.
16.20 Prancūzų serialas „Elen ir vaikinai“.
16.50 Programa.
16.52 Pasaulis šiandien.
17.00 Eteryje tarpvalstybinė TVR kompanija „Mir“.
17.40 Apie orus.
17.45 Kas yra kas. XX amžiaus Motina Teresė.
17.52 Naujienos.
18.00 Piko valanda.
18.25 TV serialas „Laukinė Rožė“.
18.55 Kino žvaigždė M.Bojarskis.
19.40 TV parduotuvė.
19.55 Reklama.
20.00 Laikas.
20.30 Apie orus.
20.35 Anonsai.
20.40 Monologas.
20.50 Ralis „Paryžius-Granada-Dakaras“.
21.10 Vaidybinio filmo „Imperatoriaus romanas“ 1 serija.
22.52 Naujienos.
23.00 Vaidybinio filmo „Imperatoriaus romanas“ tęsinys.
23.20 Šokiai, šokiai, šokiai...
23.52 Spaudos ekspresas.

1995-01-05 - Ketvirtadienis
7.00 Ryto ratas.
9.00 TV parduotuvė.
9.15 TV serialo „Laukinė Rožė“ kartojimas.
9.40 Anonsai.
14.52 Naujienos.
15.00 Multirolija.
15.30 Baliuje pas Pelenę.
15.52 Naujienos.
16.00 Kompiuteris.
16.20 Prancūzų serialas „Elen ir vaikinai“.
16.50 Programa.
16.52 Pasaulis šiandien.
17.00 ...iki 16-os ir vyresniems.
17.35 Apie orus.
17.40 Kas yra kas.
17.48 Naujienos.
17.55 Europos klubų krepšinio čempionatas. Maskvos „CSKA“ (Rusija) - Liublianos „Olimpija“ (Slovėnija).
19.40 Labanakt, vaikučiai.
19.55 Reklama.
20.00 Naujienos.
20.30 Apie orus.
20.35 „Flinstounai“: „Mano urvas – mano tvirtovė“.
21.05 TV parduotuvė.
21.20 Muzikinė laida „Viskas!”
21.40 Vaidybinio filmo „Imperatoriaus romanas“ 3 ir 4 serijos.
22.52 Naujienos.
23.00 Vaidybinio filmo „Imperatoriaus romanas“ tęsinys.
23.25 Spaudos ekspresas.
24.00 Autošou.

