-----
Sausis
-----
15.00 Maištingoji Džeinė. D.Britanija, biografinė drama, 2007.
17.10 Nepaklotos lovos. D.Britanija, komedija, 2009.
19.00 Dieninis seansas. JAV, komedija, 1993.
21.00 Tiesiai mano širdin…JAV, drama, 1998.
23.00 Kiekvieną mielą dieną. JAV, komiška drama, 2010.
01.00 Viešbutis Paradizo. D.Britanija, komedija, 1999.

2011-05-19 - Ketvirtadienis
03.00 Ispanas belaisvis. 1997 m. Amerikos drama-trileris.
05.00 Dieninis seansas. JAV, komedija, 1993.
07.00 Emos laimė. Vokietija, romantinė drama, 2006.
09.00 Maištingoji Džeinė. D.Britanija, biografinė drama, 2007.
11.10 Nepaklotos lovos. D.Britanija, komedija, 2009.
13.00 Mūza. JAV, komedija, 1999.
15.00 Malena. Italija, „Oskarams” nominuota drama, 2000.
17.00 Čarlio Bartleto išdaigos. JAV, komedija, 2007.
19.00 Širdžių ėdikės. JAV, kriminalinė komedija, 2001.
21.20 Ispanas belaisvis. 1997 m. Amerikos drama-trileris.
23.20 Viešbutis Paradizo. D.Britanija, komedija, 1999.
01.10 Atpildas. D.Britanija, drama, 2003.

2011-05-20 - Penktadienis
03.00 Naktinė audra. Japonija, animacinis/nuotykių, 2005.
05.00 Širdžių ėdikės. JAV, kriminalinė komedija, 2001.
07.20 Mūza. JAV, komedija, 1999.
09.10 Malena. Italija, „Oskarams” nominuota drama, 2000.
11.00 Čarlio Bartleto išdaigos. JAV, komedija, 2007.
13.00 Kelionė į pietus. JAV, drama, 2005.
15.00 Meilė iš pirmo žvilgsnio. JAV, romantinė komedija, 1999.
17.10 Gera moteris. Ispanija/Italija/D.Britanija, romantinė komedija, 2004 m.
19.00 Ech, tos merginos… JAV, romantinė drama, 2003.
21.00 Naktinė audra. Japonija, animacinis/nuotykių, 2005.
23.00 Atpildas. D.Britanija, drama, 2003.
01.10 Vaikinas X. JAV, komedija, 2005.

2011-05-21 - Šeštadienis
03.00 Stefani Dali. JAV, drama, 2006.
05.00 Ech, tos merginos… JAV, romantinė drama, 2003.
07.10 Kelionė į pietus. JAV, drama, 2005.
09.10 Meilė iš pirmo žvilgsnio. JAV, romantinė komedija, 1999.
11.00 Gera moteris. Ispanija/Italija/D.Britanija, romantinė komedija, 2004 m.
13.00 Aferistas. D.Britanija, kriminalinė drama, 1999.
15.00 Mano mamos meilužis. JAV/Vokietija, komedija, 2008.
16.50 Vyriausiasis pabrolys. JAV, romantinė komedija, 1999.
19.00 Mirtinas ginklas 3. JAV, veiksmo filmas, 1992.
21.20 Stefani Dali. JAV, drama, 2006.
23.10 Vaikinas X. JAV, komedija, 2005.
01.10 Amandos beieškant. JAV, komedija, 2008.

2011-05-22 - Sekmadienis
03.00 Amerikietiškas nusikaltimas. JAV, trileris, 2004.
05.00 Mirtinas ginklas 3. JAV, veiksmo filmas, 1992.
07.20 Aferistas. D.Britanija, kriminalinė drama, 1999.
09.10 Mano mamos meilužis. JAV/Vokietija, komedija, 2008.
11.00 Vyriausiasis pabrolys. JAV, romantinė komedija, 1999.
13.10 Gauja. JAV, kriminalinė komedija, 2000.
15.20 Ambicinga blondinė. JAV, romantinė komedija, 2007.
17.00 Kompanionai. JAV, komiška drama, 2006.
19.00 Hačiko. Šuns istorija. JAV, filmas šeimai, 2009.
21.00 Amerikietiškas nusikaltimas. JAV, trileris, 2004.
23.00 Amandos beieškant. JAV, komedija, 2008.
01.00 Pragare. 2003 m. Amerikos veiksmo trileris.
02.59 Programos pabaiga.

2011-05-23 - Pirmadienis
3.00 Nepaklotos lovos. D. Britanija, komedija, 2009.
5.00 Hačiko. Šuns istorija. JAV, filmas šeimai, 2009.
6.50 Komanda. D. Britanija, kriminalinė drama 2008.
9.10 Ambicinga blondinė. JAV, romantinė komedija, 2007.
11.00 Kompanionai. JAV, komiška drama, 2006.
13.00 Žiedo istorija. D. Britanija, drama, 2007.
15.10 Chuang ši vaikai. D. Britanija, drama, 2008.
17.30 Riedlenčių parkas. Prancūzija/JAV, drama, 2007.
19.00 Seifų plėšikai. JAV, kriminalinė komedija, 1998.
21.00 Nepaklotos lovos. D. Britanija, komedija, 2009.
23.00 Pragare. JAV, veiksmo trileris, 2003.
1.00 Kas jūs, pone Bruksai? JAV, trileris, 2007.

2011-05-24 - Antradienis
3.00 Moliuskų rinkėjai. JAV, drama, 2006.
5.00 Seifų plėšikai. JAV, kriminalinė komedija, 1998.
6.50 Žiedo istorija. D. Britanija, drama, 2007.
9.00 Chuang ši vaikai. D. Britanija, drama, 2008.
11.20 Riedlenčių parkas. Prancūzija/JAV, drama, 2007.
13.00 Malonėkite atsukti. JAV, komedija, 2008.
15.00 Jaunos ir karštos. JAV, komedija, 2000.
17.00 Ką gali pasakyti vien pasižiūrėjęs į ją. JAV, drama, 2000.
19.00 Reikalai Briugėje. D. Britanija/JAV, kriminalinė komedija, 2008.
21.00 Moliuskų rinkėjai. JAV, drama, 2006.
23.00 Kas jūs, pone Bruksai? JAV, trileris, 2007.
1.00 Sodai rudenį. Prancūzija, komedija, 2006.

2011-05-25 - Trečiadienis
3.00 Štai ir visas reikalas. JAV, romantinė komedija, 2001.
5.00 Reikalai Briugėje. D. Britanija/JAV, kriminalinė komedija, 2008.
7.00 Malonėkite atsukti. JAV, komedija, 2008.
9.00 Jaunos ir karštos. JAV, komedija, 2000.
11.00 Ką gali pasakyti vien pasižiūrėjęs į ją. JAV, drama, 2000.
13.00 Žudantis grožis. JAV, komedija, 1999.
15.00 Po žvaigždėtu dangum. D. Britanija, istorinė drama, 2007.
17.00 Saulės nudeginti. JAV, drama, 1999.
19.00 Taikus karys. JAV, drama, 2007.
21.20 Štai ir visas reikalas. JAV, romantinė komedija, 2001.
23.10 Sodai rudenį. Prancūzija, komedija, 2006.
1.20 Milžiniškos staigmenos. JAV, romantinė komedija, 2008.

2011-05-26 - Ketvirtadienis
3.00 Medkirtys. JAV, drama, 2004.
5.00 Taikus karys. JAV, drama, 2007.
7.10 Žudantis grožis. JAV, komedija, 1999.
9.00 Po žvaigždėtu dangum. D. Britanija, istorinė drama, 2007.
11.00 Saulės nudeginti. JAV, drama, 1999.
13.00 Auksiniai berniukai. JAV, romantinė drama, 2008.
15.00 Būti Stenliu Kubriku. Prancūzija/D. Britanija, komedija, 2005.
17.00 Elė Parker. JAV, komedija, 2005.
19.00 Viešbutis, vertas milijono. JAV, komiška drama, 2000.
21.20 Medkirtys. JAV, drama, 2004.
23.00 Milžiniškos staigmenos. JAV, romantinė komedija, 2008.
1.00 Gražuoliukas. Vokietija, romantinė komedija, 2007.

2011-05-27 - Penktadienis
3.00 Žalias drakonas. JAV, drama. 2001.
5.10 Viešbutis, vertas milijono. JAV, komiška drama, 2000.
7.30 Auksiniai berniukai. JAV, romantinė drama, 2008.
9.20 Būti Stenliu Kubriku. Prancūzija/D. Britanija, komedija, 2005.
11.00 Elė Parker. JAV, komedija, 2005.
13.10 Negerk vandens! JAV, komedija, 1994.
15.00 Amerikietiškas nusikaltimas. JAV, trileris, 2004.
17.00 Hercogienė. D. Britanija/Italija, drama, 2008.
19.00 Apgautasis. JAV. 2000. Komedija.
21.00 Žalias drakonas. JAV, drama, 2001.
23.00 Gražuoliukas. Vokietija, romantinė komedija, 2007.
1.00 Žmogžudystė Džindabaine. Australija, drama, 2006.

2011-05-28 - Šeštadienis
3.00 Atpildas. D. Britanija, drama, 2003.
5.00 Apgautasis. JAV. 2000. Komedija.
7.00 Negerk vandens! JAV, komedija, 1994.
9.00 Amerikietiškas nusikaltimas. JAV, trileris, 2004.
11.00 Hercogienė. D. Britanija/Italija, drama, 2008.
13.00 Sutrikęs gangsteris. JAV/Australija, kriminalinė komedija, 1999.
15.00 Imperatoriškas klubas. JAV, drama, 2002.
17.00 Japonų virtuvės paslaptys. Japonija, komedija, 2008.
19.00 Mirtinas ginklas 4. JAV, veiksmo filmas, 1998.
21.20 Atpildas. D. Britanija, drama, 2003.
23.20 Žmogžudystė Džindabaine. Australija, drama, 2006.
1.25 Paaugliai. D. Britanija, drama, 2006.

2011-05-29 - Sekmadienis
3.00 Aš žinau, kad tu žinai. D. Britanija, dama, 2008.
4.50 Mirtinas ginklas 4. JAV, veiksmo filmas, 1998.
7.20 Sutrikęs gangsteris. JAV/Australija, kriminalinė komedija, 1999.
9.10 Imperatoriškas klubas. JAV, drama, 2002.
11.20 Japonų virtuvės paslaptys. Japonija, komedija, 2008.
13.20 Meilė iš pirmo žvilgsnio. JAV, romantinė komedija, 1999.
15.20 Paskutinė uždanga. JAV, drama, 2002.
17.00 Maištingoji Džeinė. D. Britanija, biografinė drama, 2007.
19.00 Guvernantė. D. Britanija, romantinė drama, 1998.
21.10 Aš žinau, kad tu žinai. D. Britanija, dama, 2008.
23.00 Paaugliai. D. Britanija, drama, 2006.
1.00 Stefani Dali. JAV, drama, 2006.

2011-05-30 - Pirmadienis
3.00 Komanda. Britų kriminalinė drama 2008.
5.20 Guvernantė. D.Britanija, romantinė drama, 1998.
7.20 Meilė iš pirmo žvilgsnio. JAV, romantinė komedija, 1999.
9.00 Paskutinė uždanga. JAV, drama, 2002.
10.30 Maištingoji Džeinė. D.Britanija, biografinė drama, 2007.
13.00 Širdžių ėdikės. JAV, kriminalinė komedija, 2001.
15.10 Nepaklotos lovos. D.Britanija, komedija, 2009.
17.00 Kerštas. JAV, veiksmo trileris, 2002.
19.00 Štai ir visas reikalas. JAV, romantinė komedija, 2001.
21.10 Komanda. Britų kriminalinė drama 2008.
23.10 Stefani Dali. JAV, drama, 2006.
1.00 Naktinė audra. Japonija, animacinis/nuotykių, 2005.

2011-05-31 - Antradienis
3.00 Ties riba. Airija, drama, 2001.
5.00 Štai ir visas reikalas. JAV, romantinė komedija, 2001.
6.50 Širdžių ėdikės. JAV, kriminalinė komedija, 2001.
9.10 Nepaklotos lovos. D.Britanija, komedija, 2009.
11.00 Kerštas. JAV, veiksmo trileris, 2002.
13.10 Ačiū, užteks! JAV, komedija, 2007.
15.00 Vyriausiasis pabrolys. JAV, romantinė komedija, 1999.
17.10 Jaunos ir karštos. JAV, komedija, 2000.
19.00 Bėglys. JAV, trileris, 1993 .
21.20 Ties riba. Airija, drama, 2001.
23.00 Naktinė audra. Japonija, animacinis/nuotykių, 2005.
1.00 Parduotuvių slunkiai. JAV. 1995. Komedija.

-----
Birželis
-----
2011-06-01 - Trečiadienis
3.00 Lemingas. Prancūzija, trileris, 2005.
5.20 Bėglys. JAV, trileris, 1993 .
7.30 Ačiū, užteks! JAV, komedija, 2007.
9.10 Vyriausiasis pabrolys. JAV, romantinė komedija, 1999.
11.20 Jaunos ir karštos. JAV, komedija, 2000.
13.10 Kartą Versalyje. Prancūzija, komedija, 2009.
15.10 Kelionė į pietus. JAV, drama, 2005.
17.10 Aferistas. D.Britanija, kriminalinė drama, 1999.
19.00 Žiedų valdovas. Žiedo brolija. N.Zelandija/JAV, fantastinis/nuotykių filmas, 2001.
22.30 Parduotuvių slunkiai. JAV. 1995. Komedija.
0.20 Lemingas. Prancūzija, trileris, 2005.

2011-06-02 - Ketvirtadienis
3.00 Atpildas. D.Britanija, drama, 2003.
5.00 Žiedų valdovas. Žiedo brolija. N.Zelandija/JAV, fantastinis/nuotykių filmas, 2001.
8.10 Kartą Versalyje. Prancūzija, komedija, 2009.
10.10 Kelionė į pietus. JAV, drama, 2005.
12.10 Aferistas. D.Britanija, kriminalinė drama, 1999.
14.00 Auksiniai berniukai. JAV, romantinė drama, 2008.
15.50 Marko miuziklas. JAV, komedija, 2009.
17.20 Tiesiai mano širdin. JAV, drama, 1998.
19.00 Banga. Vokietija, trileris, 2008.
21.10 Atpildas. D.Britanija, drama, 2003.
23.10 Lemingas. Prancūzija, trileris, 2005.
1.00 Gyvulių draugija. JAV, komedija, 1978.

2011-06-03 - Penktadienis
3.00 Čarlio Bartleto išdaigos. JAV, komedija, 2007.
5.00 Banga. Vokietija, trileris, 2008.
7.10 Auksiniai berniukai. JAV, romantinė drama, 2008.
9.10 Marko miuziklas. JAV, komedija, 2009.
11.00 Tiesiai mano širdin. JAV, drama, 1998.
13.00 Saulės nudeginti. JAV, drama, 1999.
15.00 Muzika, suradusi mus. JAV. 2007. Romantinė drama.
17.10 Nekišk nosies, kur nereikia. JAV, drama, 2005.
19.00 Tolyn nuo jos. Kanada/D.Britanija, drama, 2006.
21.00 Čarlio Bartleto išdaigos. JAV, komedija, 2007.
22.50 Gyvulių draugija. JAV, komedija, 1978.
1.00 Kalėdų namelis. JAV/Kanada, drama, 2008.

2011-06-04 - Šeštadienis
3.00 Kelionė Anapilin. JAV, komedija, 2005.
5.00 Tolyn nuo jos. Kanada/D.Britanija, drama, 2006.
7.10 Saulės nudeginti. JAV, drama, 1999.
9.00 Muzika, suradusi mus. JAV. 2007. Romantinė drama.
11.10 Nekišk nosies, kur nereikia. JAV, drama, 2005.
13.00 Manoletė. Ispanija, drama, 2007.
15.00 Malena. Italija, drama, 2000.
17.00 Milžiniškos staigmenos. JAV, romantinė komedija, 2008.
19.00 Betmenas. JAV, fantastinis veiksmo filmas, 1989.
21.30 Kelionė Anapilin. JAV, komedija, 2005.
23.15 Kalėdų namelis. JAV/Kanada, drama, 2008 .
1.00 Kas jūs, pone Bruksai? JAV, trileris, 2007.

2011-06-05 - Sekmadienis
3.00 Moliuskų rinkėjai. JAV, drama, 2006 .
5.00 Betmenas. JAV, fantastinis veiksmo filmas, 1989.
7.30 Manoletė. Ispanija, drama, 2007.
9.20 Malena. Italija, drama, 2000.
11.10 Milžiniškos staigmenos. JAV, romantinė komedija, 2008.
13.00 Po žvaigždėtu dangum. Didžioji Britanija, istorinė drama, 2007 .
15.00 Negerk vandens! JAV, komedija, 1994.
17.00 Šešios mano tėvo žmonos. JAV, komedija, 2009.
19.00 Laužyta anglų kalba. JAV, romantinė komedija, 2007.
21.00 Moliuskų rinkėjai. JAV, drama, 2006.
22.50 Kas jūs, pone Bruksai? JAV, trileris, 2007.
1.00 Anapus vartų. D.Britanija/Vokietija, istorinė drama, 2005.

2011-06-06 - Pirmadienis

2011-06-07 - Antradienis

2011-06-08 - Trečiadienis

2011-06-09 - Ketvirtadienis

2011-06-10 - Penktadienis

2011-06-11 - Šeštadienis

2011-06-12 - Sekmadienis

2011-06-13 - Pirmadienis
3.00 Paskutinė uždanga. JAV, drama, 2002.
4.40 Nedas Kelis. Australija/D. Britanija/Prancūzija, drama, 2003.
6.40 Bėglys. JAV, trileris, 1993.
9.00 Auksiniai berniukai. JAV, romantinė drama, 2008.
10.50 Vyriausiasis pabrolys. JAV, romantinė komedija, 1999.
13.00 Įstatymo tarnai. JAV, veiksmo trileris, 1998.
15.20 Aferistas. D. Britanija, kriminalinė drama, 1999.
17.20 Nepaisant nieko. JAV, komedija, 2005.
19.40 Velniška meilė – Frensio Beikono portretas. D. Britanija, biografinė drama, 1998.
20.50 Paskutinė uždanga. JAV, drama, 2002.
22.25 Įsakymai. JAV. 1997. Komedija.
0.00 Žiedų valdovas. Žiedo brolija. N. Zelandija/JAV, 4 fantastinis/nuotykių filmas, 2001.

2011-06-14 - Antradienis
3.00 Amadėjus. JAV, biografinė drama, 1984.
6.00 Velniška meilė – Frensio Beikono portretas. D. Britanija, biografinė drama, 1998.
7.40 Įstatymo tarnai. JAV, veiksmo trileris, 1998.
9.50 Aferistas. D. Britanija, kriminalinė drama, 1999.
11.40 Nepaisant nieko. JAV, komedija, 2005.
13.20 Japonų virtuvės paslaptys. Japonija, komedija, 2008.
15.10 Sutrikęs gangsteris. JAV/Australija, kriminalinė komedija, 1999.
17.00 Šviesk. Australija, biografinė drama, 1996.
19.00 Kaimynai. JAV, komedija, 1989.
21.10 Amadėjus. JAV, biografinė drama, 1984.
1.00 Ties riba. Airija, drama, 2001.

2011-06-15 - Trečiadienis
3.00 Asistentė. Prancūzija, drama, 2006.
4.40 Kaimynai. JAV, komedija, 1989.
6.40 Japonų virtuvės paslaptys. Japonija, komedija, 2008.
8.40 Sutrikęs gangsteris. JAV/Australija, kriminalinė komedija, 1999.
10.40 Šviesk. Australija, biografinė drama, 1996.
12.40 Viešbutis Paradizo. D. Britanija, komedija, 1999.
14.40 Gelbėkit mus nuo Evos. JAV, komedija, 2003.
16.40 Malonus miestelis. JAV, drama, 1998.
19.00 Sėkmė avansu. JAV, drama 2000.
21.20 Asistentė. Prancūzija, drama, 2006.
23.20 Ties riba. Airija, drama, 2001.
1.00 Moterų paviljonas. Kinija, drama, 2001.

2011-06-16 - Ketvirtadienis
3.00 Anapus vartų. D. Britanija/Vokietija, istorinė drama, 2005.
5.00 Sėkmė avansu. JAV, drama 2000.
7.10 Viešbutis Paradizo. D. Britanija, komedija, 1999.
9.00 Gelbėkit mus nuo Evos. JAV, komedija, 2003.
11.00 Malonus miestelis. JAV, drama, 1998.
13.10 Tiesiai mano širdin… JAV, drama, 1998.
15.00 Netikėta meilė. Kanada/D. Britanija, drama, 2009.
17.00 Parduotuvių slunkiai. JAV. 1995. Komedija.
19.00 Fanatikas. JAV, drama, 2001.
21.00 Anapus vartų. D. Britanija/Vokietija, istorinė drama, 2005.
23.00 Moterų paviljonas. Kinija, drama, 2001.
1.00 Visa griaunantis. JAV, fantastinis filmas, 1992.

2011-06-17 - Penktadienis
3.00 Kerštas. JAV, veiksmo trileris, 2002.
5.00 Fanatikas. JAV, drama, 2001.
7.00 Tiesiai mano širdin… JAV, drama, 1998.
9.00 Netikėta meilė. Kanada/D. Britanija, drama, 2009.
11.00 Parduotuvių slunkiai. JAV. 1995. Komedija.
13.00 Kiekvieną mielą dieną. JAV, komiška drama, 2010.
15.00 Saulės nudeginti. JAV, drama, 1999.
17.00 Guvernantė. D. Britanija, romantinė drama, 1998.
19.00 Astronauto žmona. JAV, fantastinis trileris, 1999.
21.00 Kerštas. JAV, veiksmo trileris, 2002.
23.00 Visa griaunantis. JAV, fantastinis filmas, 1992.
1.00 Odisėjas ir Ūkanų sala. Didžioji Britanija/Rumunija/Kanada, fantastinis filmas, 2008.

2011-06-18 - Šeštadienis
3.00 Po lietaus. P. Afrika, drama, 1999.
5.00 Astronauto žmona. JAV, fantastinis trileris, 1999.
7.10 Kiekvieną mielą dieną. JAV, komiška drama, 2010.
9.10 Saulės nudeginti. JAV, drama, 1999.
10.50 Guvernantė. D. Britanija, romantinė drama, 1998.
13.00 Dėdė Bakas. JAV. 1989. Komedija.
15.00 Kelionė Anapilin. JAV, komedija, 2005.
17.00 Nepaklotos lovos. D. Britanija, komedija, 2009.
19.00 Betmenas amžinai. JAV, fantastinis veiksmo filmas, 1995.
21.20 Po lietaus. P. Afrika, drama, 1999.
23.20 Odisėjas ir Ūkanų sala. Didžioji Britanija/Rumunija/Kanada, fantastinis filmas, 2008.
1.00 Trintukas. JAV, veiksmo filmas, 1996.

2011-06-19 - Sekmadienis
3.00 Viešbutis, vertas milijono. JAV, komiška drama, 2000.
5.20 Betmenas amžinai. JAV, fantastinis veiksmo filmas, 1995.
7.30 Dėdė Bakas. JAV. 1989. Komedija.
9.30 Kelionė Anapilin. JAV, komedija, 2005.
11.20 Nepaklotos lovos. D. Britanija, komedija, 2009.
13.10 Lemingas. Prancūzija, trileris, 2005.
15.30 Protingi žmonės. JAV, komedija, 2008.
17.10 Moliuskų rinkėjai. JAV, drama, 2006.
19.00 Žmogžudystės Radijo šalyje. JAV, mistinė komedija, 1994.
21.00 Viešbutis, vertas milijono. JAV, komiška drama, 2000.
23.10 Trintukas. JAV, veiksmo filmas, 1996.
1.10 Makheilio jūreiviai. JAV, veiksmo komedija, 1997.

2011-06-20 - Pirmadienis

2011-06-21 - Antradienis

2011-06-22 - Trečiadienis

2011-06-23 - Ketvirtadienis

2011-06-24 - Penktadienis

2011-06-25 - Šeštadienis

2011-06-26 - Sekmadienis

2011-06-27 - Pirmadienis

2011-06-28 - Antradienis

2011-06-29 - Trečiadienis

2011-06-30 - Ketvirtadienis

-----
Liepa
-----
2011-07-01 - Penktadienis

2011-07-02 - Šeštadienis

2011-07-03 - Sekmadienis

2011-07-04 - Pirmadienis

2011-07-05 - Antradienis

2011-07-06 - Trečiadienis

2011-07-07 - Ketvirtadienis

2011-07-08 - Penktadienis

2011-07-09 - Šeštadienis

2011-07-10 - Sekmadienis

2011-07-11 - Pirmadienis
3.00 Ech, tos merginos…. JAV, romantinė drama, 2003 .
5.00 Skūbis Dū. JAV, nuotykių filmas šeimai, 2002.
6.50 Šešios mano tėvo žmonos. JAV, komedija, 2009.
8.40 Moterų paviljonas. Kinija, drama, 2001.
10.50 Kaukė. JAV, komedija, 1994.
12.50 Amerikos prezidentas. Komiška drama, JAV, 1995.
15.00 Ačiū, užteks! JAV, komedija, 2007.
16.50 Vyriausiasis pabrolys. JAV, romantinė komedija, 1999.
19.00 Čarlio Bartleto išdaigos. JAV, komedija, 2007.
21.00 Ech, tos merginos…. JAV, romantinė drama, 2003.
23.00 Pašendeilas. Kanada, karo drama, 2008.
1.10 Gyvulių draugija. JAV, komedija, 1978.

2011-07-12 - Antradienis
3.00 Trintukas. JAV, veiksmo filmas, 1996.
5.10 Čarlio Bartleto išdaigos. JAV, komedija, 2007.
7.00 Amerikos prezidentas. Komiška drama, JAV, 1995.
9.10 Ačiū, užteks! JAV, komedija, 2007.
11.00 Vyriausiasis pabrolys. JAV, romantinė komedija, 1999.
13.20 Paskutinė uždanga. JAV, drama, 2002.
15.00 Kelionė Anapilin. JAV, komedija, 2005.
17.00 Aš žinau, kad tu žinai. Didžioji Britanija, drama, 2008.
19.00 Moliuskų rinkėjai. JAV, drama, 2006 .
21.00 Trintukas. JAV, veiksmo filmas, 1996.
23.10 Gyvulių draugija. JAV, komedija, 1978.
1.10 Vaikinas X. JAV, komedija, 2005.

2011-07-13 - Trečiadienis
3.00 Auksiniai berniukai. JAV, romantinė drama, 2008.
5.00 Moliuskų rinkėjai. JAV, drama, 2006 .
7.00 Paskutinė uždanga. JAV, drama, 2002.
9.00 Kelionė Anapilin. JAV, komedija, 2005.
11.00 Aš žinau, kad tu žinai. Didžioji Britanija, drama, 2008.
13.00 Šeštasis elementas. JAV, komedija, 2000.
15.00 Marko miuziklas. JAV, komedija, 2009.
17.00 Įsakymai. JAV. 1997. Komedija.
19.00 Didysis Lebovskis. JAV/D.Britanija, kriminalinė komedija, 1998.
21.10 Auksiniai berniukai. JAV, romantinė drama, 2008.
23.10 Vaikinas X. JAV, komedija, 2005.
1.10 Karo žaidimai. JAV, komedija, 2008.

2011-07-14 - Ketvirtadienis
3.00 Išpirka. JAV, trileris, 1996.
5.20 Didysis Lebovskis. JAV/D.Britanija, kriminalinė komedija, 1998.
7.30 Šeštasis elementas. JAV, komedija, 2000.
9.30 Marko miuziklas. JAV, komedija, 2009.
11.20 Įsakymai. JAV. 1997. Komedija.
13.00 Taikus karys. JAV, drama, 2007.
15.10 Aferistas. D.Britanija, kriminalinė drama, 1999.
17.00 Mirtis jai tinka. JAV. 1992. Komedija.
19.00 Atpildas. D.Britanija, drama, 2003.
21.00 Išpirka. JAV, trileris, 1996.
23.20 Karo žaidimai. JAV, komedija, 2008.
1.20 Darfūras. JAV, drama, 2009.

2011-07-15 - Penktadienis
3.00 Visa griaunantis. JAV, fantastinis filmas, 1992.
5.10 Atpildas. D.Britanija, drama, 2003.
7.10 Taikus karys. JAV, drama, 2007.
9.20 Aferistas. D.Britanija, kriminalinė drama, 1999.
11.20 Mirtis jai tinka. JAV. 1992. Komedija.
13.10 Mano mamos meilužis. JAV/Vokietija, komedija, 2008.
15.00 Seifų plėšikai. JAV, kriminalinė komedija, 1998.
16.40 Bėglys. JAV, trileris, 1993.
19.00 Žinutė butelyje. JAV, romantinė drama, 1999.
21.20 Visa griaunantis. JAV, fantastinis filmas, 1992.
23.30 Darfūras. JAV, drama, 2009.
1.20 Kitas vyras. JAV/D.Britanija, drama, 2008.

2011-07-16 - Šeštadienis
3.00 Lemingas. Prancūzija, trileris, 2005.
5.15 Žinutė butelyje. JAV, romantinė drama, 1999.
7.30 Mano mamos meilužis. JAV/Vokietija, komedija, 2008.
9.20 Seifų plėšikai. JAV, kriminalinė komedija, 1998.
11.00 Bėglys. JAV, trileris, 1993 .
13.20 Aš žinau, kad tu žinai. Didžioji Britanija, drama, 2008.
14.50 Guvernantė. D.Britanija, romantinė drama, 1998.
16.50 Maištingoji Džeinė. D.Britanija, biografinė drama, 2007.
19.00 Išdavikas. JAV, kriminalinė drama, 2008.
21.10 Lemingas. Prancūzija, trileris, 2005.
23.40 Kitas vyras. JAV/D.Britanija, drama, 2008.
1.20 Paaugliai. D.Britanija, drama, 2006.

2011-07-17 - Sekmadienis
3.00 Ties riba. Airija, drama, 2001.
4.40 Išdavikas. JAV, kriminalinė drama, 2008.
6.50 Aš žinau, kad tu žinai. Didžioji Britanija, drama, 2008.
8.30 Guvernantė. D.Britanija, romantinė drama, 1998.
10.40 Maištingoji Džeinė. D.Britanija, biografinė drama, 2007.
13.00 Bernvakaris Las Vegase. JAV, komedija, 2006.
14.50 Šviesk. Australija, biografinė drama, 1996 .
17.00 Kiekvieną mielą dieną. JAV, komiška drama, 2010.
19.00 Keista vieta susitikimui. Prancūzija, drama, 1988.
21.00 Ties riba. Airija, drama, 2001.
23.00 Paaugliai. D.Britanija, drama, 2006.
1.00 Senis, kuris skaitė meilės istorijas. Prancūzija/Ispanija/Australija, nuotykių drama, 2001.

2011-07-18 - Pirmadienis

2011-07-19 - Antradienis

2011-07-20 - Trečiadienis

2011-07-21 - Ketvirtadienis

2011-07-22 - Penktadienis

2011-07-23 - Šeštadienis

2011-07-24 - Sekmadienis

2011-07-25 - Pirmadienis

2011-07-26 - Antradienis

2011-07-27 - Trečiadienis

2011-07-28 - Ketvirtadienis

2011-07-29 - Penktadienis

2011-07-30 - Šeštadienis

2011-07-31 - Sekmadienis

-----
Rugpjūtis
-----
2011-08-01 - Pirmadienis

2011-08-02 - Antradienis

2011-08-03 - Trečiadienis

2011-08-04 - Ketvirtadienis

2011-08-05 - Penktadienis

2011-08-06 - Šeštadienis

2011-08-07 - Sekmadienis

2011-08-08 - Pirmadienis
3.00 Viešbutis Paradizo. D. Britanija, komedija, 1999.
4.40 Tetro. 07.30 Blondinė armijoje. JAV, komedija, 2008.
9.15 Ambicinga blondinė. JAV, romantinė komedija, 2007.
11.00 Trockis. Kanada, komedija, 2009.
13.00 Sėkmė avansu. JAV, drama 2000.
15.10 Trylika pokalbių apie tą patį. JAV, drama, 2001.
17.00 Undinė. Airija/JAV, romantinis filmas, 2009.
19.00 Kas jūs, pone Bruksai? JAV, trileris, 2007.
21.05 Viešbutis Paradizo. D. Britanija, komedija, 1999.
22.45 Pabėgimas iš Gulago. Vokietija, drama, 2001.
1.30 Odisėjas ir Ūkanų sala. D. Britanija/Rumunija/Kanada, fantastinis filmas, 2008.

2011-08-09 - Antradienis
3.00 Gelbėkit mus nuo Evos. JAV, komedija, 2003.
4.50 Kas jūs, pone Bruksai? JAV, trileris, 2007.
7.00 Sėkmė avansu. JAV, drama 2000.
9.10 Trylika pokalbių apie tą patį. JAV, drama, 2001.
11.00 Undinė. Airija/JAV, romantinis filmas, 2009.
13.00 Vyriausiasis pabrolys. JAV, komedija, 1999.
15.10 Bėglys. JAV, trileris, 1993.
17.30 Paskutinė uždanga. JAV, drama, 2002.
19.00 Mirtis jai tinka. JAV. 1992. Komedija.
21.00 Žmogžudystė Džindabaine. Australija, drama, 2006.
23.00 Odisėjas ir Ūkanų sala. D. Britanija/Rumunija/Kanada, fantastinis filmas, 2008.
1.00 Trintukas. JAV, veiksmo filmas, 1996.

2011-08-10 - Trečiadienis
