Balticum Auksinis
-----
Sausis
-----
2026-01-01 - Ketvirtadienis
01:00 Komedija "Atšauktos kalėdos" (JAV, 2021 m.) (N-14).
07:00 Fantastinė nuotykių komedija "Meškiukas Padingtonas 2" (D.Britanija, Prancūzija, 2017 m.).
09:00 Romantinė drama "Sakyti taip Kalėdoms" (Kanada, 2021 m.).
11:00 Animacinė komedija "Karalienės korgis" (Belgija, JAV, 2019 m.).
13:00 Animacinė nuotykių komedija "Didžiapėdžio vaikis" (Belgija, JAV, 2017 m.).
15:00 Animacinė nuotykių komedija "Pilės nuotykiai" (Prancūzija, 2021 m.).
17:00 Romantinė drama "Šokoladinės Kalėdos" (JAV, 2020 m.).
19:00 Romantinė komedija "12 dienų dovanoms" (JAV, 2017 m.).
21:00 Šventinė premjera. Mistinė romantinė drama "2:22" (Australija, JAV, 2017 m.) (N-7).
23:00 Komiška drama "Geroji pusė" (JAV, 2017 m.) (N-7).

2026-01-02 - Penktadienis
01:05 Komedija "Blogų mamų Kalėdos" (JAV, Kinija, 2017 m.) (N-14).
07:00 Romantinė drama "Šokoladinės Kalėdos" (JAV, 2020 m.).
09:00 Romantinė komedija "12 dienų dovanoms" (JAV, 2017 m.).
11:00 Fantastinė romantinė drama "Adelainos amžius" (JAV, Kanada, 2015 m.) (N-7).
13:00 Romantinė komiška drama "Homo Novus" (Latvija, 2018 m.) (N-7).
15:05 Nuotykių komedija "Mano mažasis karalius" (Prancūzija, Belgija, 2022 m.).
17:00 Romantinė komedija "Devyni Kalėdų kačiukai" (Kanada, JAV, 2021 m.).
19:00 Komedija "Viskas tik prasideda" (JAV, 2017 m.) (N-7).
21:00 Šventinė premjera. Komedija "Šokių karalienės" (JAV, D.Britanija, 2019 m.) (N-7).
23:00 Biografinė kriminalinė drama "Gvantanamo dienoraštis" (JAV, D.Britanija, 2021 m.) (N-14).

2026-01-03 - Šeštadienis
01:05 Veiksmo drama "Aukštalipio gyvenimas" (JAV, 2015 m.) (N-7).
07:00 Melodrama "Kalėdų trobelė" (Kanada, 2019 m.).
09:00 Romantinė komedija "Kalėdų paveikslėlis" (Kanada, 2021 m.).
11:00 Fantastinis nuotykių filmas "Paslaptinga požemių karalystė" (Australija, 2023 m.).
13:00 Romantinė komedija "Nekenčiu tavęs!" (JAV, D.Britanija, 2021 m.) (N-7).
15:00 Romantinė drama "Sakyti taip Kalėdoms" (Kanada, 2021 m.).
17:00 Animacinis filmas "Balerina" (Prancūzija, Kanada, 2016 m.).
19:00 Romantinė komedija "Kuo čia dėta meilė?" (D.Britanija, Prancūzija, 2022 m.) (N-7).
21:00 Auksinė premjera. Veiksmo trileris "Atpildas" (Prancūzija, Vokietija, 2023 m.) (N-14).
23:00 Drama "Gerumo stebuklas" (JAV, Honkongas, Kanada, 2017 m.) (N-7).

2026-01-04 - Sekmadienis
01:00 Romantinė komedija "Be šansų" (JAV, Kanada, 2019 m.) (N-14).
07:00 Romantinė komedija "Meilės receptas" (Kanada, 2021 m.).
09:00 Romantinė komedija "Praeities Kalėdų vaiduokliai" (Kanada, 2021 m.).
11:00 Melodrama "Nauja šeima šventėms" (JAV, Kanada, 2017 m.).
13:00 Animacinė nuotykių komedija "Stebuklingoji Boružėlė ir Juodasis Katinas" (Prancūzija, 2023 m.).
15:00 Romantinė komedija "Antrasis šansas" (JAV, 2018 m.) (N-7).
17:00 Romantinė drama "Šokoladinės Kalėdos" (JAV, 2020 m.).
19:00 Fantastinė nuotykių komedija "Meškiukas Padingtonas 2" (D.Britanija, Prancūzija, 2017 m.).
21:00 Fantastinis veiksmo filmas "Mėnulio kritimas" (JAV, D.Britanija, 2022 m.) (N-7).
23:05 Romantinė veiksmo komedija "Sprogstančios vestuvės" (JAV, 2022 m.) (N-14).

2026-01-05 - Pirmadienis
01:00 Komedija "Elvis ir Niksonas" (JAV, 2016 m.) (N-7).
07:00 Muzikinė komiška drama "Geresni laikai" (D.Britanija, 2023 m.) (N-7).
09:00 Kriminalinė komedija "Vagių karalius" (D.Britanija, Belgija, JAV, 2018 m.) (N-7).
11:00 Nuotykių drama "Šuns tikslas 2" (Kinija, Indija, JAV, 2019 m.).
13:00 Biografinė romantinė veiksmo drama "Kol dar neatėjo audra" (Honkongas, JAV, 2018 m.) (N-7).
15:00 Animacinė fantastinė nuotykių komedija "Į Mėnulį" (Vokietija, Austrija, 2021 m.).
17:00 Nuotykių komedija "Žemės riešutų sviesto erelis" (JAV, 2019 m.) (N-7).
19:00 Animacinė nuotykių komedija "Svajoklis Budis 2" (JAV, Kinija, 2021 m.).
21:00 Romantinė drama "Paslaptis: Išdrįsk svajoti" (JAV, 2020 m.) (N-7).
23:00 Komedija "Atšauktos kalėdos" (JAV, 2021 m.) (N-14).

2026-01-06 - Antradienis
01:00 Veiksmo komedija "Šnipas, kuris mane išdūrė" (JAV, Kanada, 2018 m.) (N-14).
07:00 Nuotykių komedija "Žemės riešutų sviesto erelis" (JAV, 2019 m.) (N-7).
09:00 Animacinė nuotykių komedija "Svajoklis Budis 2" (JAV, Kinija, 2021 m.).
11:00 Komedija "Karas su seneliu" (JAV, D.Britanija, 2020 m.) (N-7).
13:00 Animacinė nuotykių komedija "Liepsnojanti širdis" (Prancūzija, Kanada, 2022 m.).
15:00 Biografinė komiška drama "Mis Nepriklausoma" (D.Britanija, Prancūzija, 2020 m.) (N-7).
17:00 Animacinė nuotykių komedija "Dagas iš akmens amžiaus" (D.Britanija, JAV, Prancūzija, 2018 m.).
