Delfi TV
-----
Sausis
-----
2025-01-01 - Trečiadienis
00:00 Iš Vilniaus į namus | Koncertų serija iš "Iš Vilniaus į namus" - tai jauki namų aplinka ir puikiai pažįstamų atlikėjų gyvai atliekamos dainos.
05:00 Ukrainos žinios "Ukraina 24" | Stipriausi Ukrainos žurnalistai susivienijo tam, kad nenutrūkstamai transliuotų patikrintą informaciją iš karo zonos. Karščiausios naujienos tiesiogiai portale Delfi ir per Delfi TV.
06:00 Ūkininko Petro dienoraštis | Nieko neslepiantis, fiksuojantis visą realybę ūkininkas savo vaizdo turinyje rodo nepagražintą kasdienybę ir kasdienius ūkio darbus. Laidose žiūrovai susipažins su nuo 16 metų ūkininkaujančio vyro gyvenimu ir darbais.
06:30 Ūkininko Petro dienoraštis | Nieko neslepiantis, fiksuojantis visą realybę ūkininkas savo vaizdo turinyje rodo nepagražintą kasdienybę ir kasdienius ūkio darbus. Laidose žiūrovai susipažins su nuo 16 metų ūkininkaujančio vyro gyvenimu ir darbais.
07:00 Šeimų virtuvė | Šiandien "Šeimų virtuvės" laidoje svečiuojasi žinoma Lietuvos scenaristė ir renginių organizatorė Jurga Klimaitė-Riebling. Drauge su laidos vedėja Egle Kernagyte-Dambrauske jos paruoš vokišką patiekalą - raugintus kopūstus su kiaulienos dešrelėmis.
07:30 Du šalti vienas karštas | Išskirtinis gyvenimo būdas, gyvenimą keičiančios praktikos ir plūstantis adrenalinas - visa tai naujoje laidoje "Du šalti, vienas karštas".
08:00 Orijaus atostogos Lietuvoje | Žinomas keliautojas Orijus Gasanovas visą vasarą keliaus po įvairius Lietuvos miestus ir miestelius, juose ieškodamas įdomiausių lankytinų vietų, pramogų ir herojų, taip didindamas atostogų Lietuvoje patrauklumą.
09:00 Ugnikalnių takais | Keliautojas Valujavičius išvyko į Čilę. Šįkart jo iššūkis - vienam įkopti į 13 aktyviausių ugnikalnių.
09:30 Ugnikalnių takais | Keliautojas Valujavičius išvyko į Čilę. Šįkart jo iššūkis - vienam įkopti į 13 aktyviausių ugnikalnių.
10:00 Egzotiniai keliai | Naujame vedėjos amplua Goda Kujavskytė užduoda nepatogius klausimus ir kalbina mūsų naują talentų kartą - turinio kūrėjus, komikus, žaidimų entuziastus ir ne tik.
10:30 Egzotiniai keliai | Naujame vedėjos amplua Goda Kujavskytė užduoda nepatogius klausimus ir kalbina mūsų naują talentų kartą - turinio kūrėjus, komikus, žaidimų entuziastus ir ne tik.
11:00 Orijaus kelionių archyvai | Charizmatiškasis Orijus Gasanovas pramoginėje laidoje "Orijaus kelionės" drauge su žiūrovais leisis į pačias spalvingiausias keliones užsienyje ir Lietuvoje, dalinsis patarimais ir keliautojams naudinga informacija.
11:55 Kenoloto | "Kenoloto" - viena seniausių loterijų Lietuvoje, žaisti pradėta dar 1996 metais. Šiuo metu laimėjimus atnešantis kamuoliukai ridenami net tris kartus per dieną, o dalyviai patys gali rinktis, kelis iš jų bandys atspėti, savo laimingus skaičius bei bilieto kainą. Pastaroji prasideda nuo 0,25 Eur, o didžiausias galimas loterijos laimėjimas net 200 000 Eur!
12:00 Jūs rimtai? | Kiekvieną penktadienį - savaitės antraščių, straipsnių, komentarų ir reakcijų socialiniuose tinkluose apžvalga. Tai laida, kurioje dažniausiai skambės klausimas: DELFI, Jūs rimtai?
13:00 Delfi metų premjeros | 2024 | Gražiausių metų švenčių proga Delfi pristato laidą "Delfi metų premjeros 2024", kurioje žiūrovai ir skaitytojai ne tik išgirs žinomų žmonių nuoširdžius palinkėjimus, istorijas apie jų prabėgusius metus, bet ir garsias dainas, skambėjusias visus metus.
