LNK
-----
Sausis
-----
2013-01-01 - Antradienis
00:30 PREMJERA Grupės "Rondo" lyderio Aleksandro Ivanausko-Faros gimtadienio koncertas 2012 m. Dalyvauja: Merūnas, Ž. Žvagulis, I. Starošaitė, Mia, Č. Gabalis, E. Jakštytė, D. Montvydas ir kiti.
03:30 PREMJERA Bemo Mardžeros filmas. Po velnių, kur Kalėdų senelis? (Bam Margera Presents: Where The #$&% is Santa?) 2008 m. JAV. Rež.: Joe DeVito, Bam Margera. Komedija
05:15 Programos pabaiga
06:35 Dienos programa
06:40 Naujieji keršytojai. Augantys didvyriai (Next Avengers: Heroes of Tomorrow) 2008 m. JAV. Rež.: Jay Oliva, Gary Hartle. Animacinis filmas
08:00 PREMJERA Kalėdos Kaslberio pilyje (Christmas at Castlebury Hall) 2011 m. JAV. Rež.: Michael Damian. Vaid.: Roger Moore, Katie McGrath, Travis Turner. Nuotykių filmas šeimai
09:35 Tomas ir Džeris lobių saloje (Tom and Jerry in Shiver Me Whiskers) 2006 m. JAV. Rež.: Scott Jeralds. Animacinis filmas
10:50 Berniuko Rykliuko ir Lavos mergaitės nuotykiai (The Adventures of Sharkboy and Lavagirl in 3-D) 2005 m. JAV. Rež.: Robert Rodriguez. Vaid.: David Arquette, Kristin Davis, Taylor Dooley, Taylor Lautner. Nuotykių filmas šeimai
12:30 PREMJERA Mažasis didysis karys (Little Big Soldier) 2010 m. Kinija. Rež.: Sheng Ding. Vaid.: Jackie Chan, Leehom Wang, Sung-jun Yoo. Veiksmo komedija
14:30 Muzika ir žodžiai (Music and Lyrics) 2007 m. JAV. Rež.: Marc Lawrence. Vaid.: Scott Porter, Hugh Grant, Drew Barrymore. Romantinė komedija
16:35 Mamma Mia! (Mamma Mia!) 2008 m. Didžioji Britanija, JAV, Vokietija. Rež.: Phyllida Lloyd. Vaid.: Christine Baranski, Julie Walters, Meryl Streep, Pierce Brosnan, Stellan Skarsgard, Colin Firth. Muzikinė komedija
18:45 Žinios. Kriminalai
18:55 Sportas
18:58 Orai
19:00 Kaukė (Mask, The) 1994 m. JAV. Rež.: Chuck Russell. Vaid.: Jim Carrey, Peter Greene, Peter Riegert. Veiksmo komedija
21:00 PREMJERA Užtemimas (Twilight Saga: Eclipse) 2010 m. JAV. Rež.: David Slade. Vaid.: Kristen Stewart, Robert Pattinson, Taylor Lautner. Nuotykių drama
23:25 Poseidonas (Poseidon) 2006 m. JAV. Rež.: Wolfgang Petersen. Vaid.: Josh Lucas, Kurt Russell , Richard Dreyfuss, Jacinda Barrett. Veiksmo trileris

2013-01-02 - Trečiadienis
01:25 Likimo ironija, arba laimingų Naujų! (Ironiya Sudby. Prodolzhenie) 2007 m. Rusija. Rež.: Timur Bekmambetov. Vaid.: Konstantin Khabenskiy, Elizaveta Boyarskaya, Sergey Bezrukov, Andrei Myagkov, Barbara Brylska. Komedija
03:35 Programos pabaiga
06:15 Dienos programa
06:20 "Nickelodeon" pristato. Smalsutė Dora (30) (Dora The Explorer) 2002 m. JAV. Animacinis serialas
06:50 Mažieji Tomas ir Džeris III (56) (Tom & Jerry Kids III) 1993 m. JAV. Animacinis serialas
07:20 Berniuko Rykliuko ir Lavos mergaitės nuotykiai (The Adventures of Sharkboy and Lavagirl in 3-D) 2005 m. JAV. Rež.: Robert Rodriguez. Vaid.: David Arquette, Kristin Davis, Taylor Dooley, Taylor Lautner. Nuotykių filmas šeimai
09:05 Kalėdos Kaslberio pilyje (Christmas at Castlebury Hall) 2011 m. JAV. Rež.: Michael Damian. Vaid.: Roger Moore, Katie McGrath, Travis Turner. Nuotykių filmas šeimai
