LNK
-----
Sausis
-----
2005-01-01 - Šeštadienis
07.05 Dienos programa.
07.10 "Mažieji Tomas ir Džeris".
07.35 "Pokemonai".
07.55 "Tomas ir Džeris". Animacinis serialas.
08.20 "Stebuklingas pudingas" (Magic Puding). Animacinis filmas.
09.35 "Tomas ir Džeris".
09.50 "Trys nindzės. Pusdienis pramogų parke" (3 Ninjas: High Noon at Mega Mountain). 1998 m. Rež.: Sean McNamara. Vaid.: Hulk Hogan, Joseph Ackler, Loni Andersen. JAV komedija.
11.30 "Tomas ir Džeris".
11.45 "Žandaras ir ateiviai" (Le Gendarme et les Extra-terrestres). 1979 m. Rež.: Jean Girault. Vaid.: Louis de Funes, Michel Glabru, Maurice Rich. Prancūzų komedija.
13.25 "Pakvaišėlių lenktynės" (Crazy Race). 2003 m. Rež.: Michael Keush. Vaid.: Monty Arnold, Dirk Bash, Dolly Buster. Vokietijos veiksmo komedija.
15.10 "Hadsono vanagas" (Hudson Hawk). 1991 m. Rež.: Michael Lehmann. Vaid.: Bruce Willis, Danny Aiello, Andi McDowell. JAV veiksmo komedija.
16.55 "Džiumandži" (Jumanji). 1995 m. Rež.: Joe Johnston. Vaid.: Robin Williams, Jonathan Hyde, Kirsten Dunst. JAV komedija.
18.45 Žinios. Sportas. Orai.
19.10 "Pašėlę vyrukai" (Bad Boys). 1995 m. Rež.: Michael Bay. Vaid.: Martin Lawrence, Will Smith, Tea Leoni. T. JAV veiksmo komedija.
21.15 "Dviračio kabaretas". Humoro laida.
21.45 "Sukeisti žudikai" (Replacement Killers). 1998 m. Rež.: Antoine Fuqua. Vaid.: Yun - Fat Chow, Mira Sorvino, Michael Rooker. JAV kriminalinis trileris.
23.20 "S. Be jokių tabu" (S). 1998 m. Rež.: Guido Henderickx. Vaid.: Natali Broods, Kateljine Damen. S. Erotinis filmas, Belgija.
01.00 Erotikos kolekcija. "Laukinis karštis". S. JAV erotinis serialas.

2005-01-02 - Sekmadienis

2005-01-03 - Pirmadienis

2005-01-04 - Antradienis

2005-01-05 - Trečiadienis
06.25 Dienos programa. Informacija
06.30 "Dviračio šou" (k). Humoro laida
06.50 "Drakonų kova Z". 210-211 s. N-7 Animacinis serialas
07.35 "Ogis ir tarakonai". Animacinis serialas
07.45 "Mano svajonių Džinė". JAV komedija
08.15 "Okna" (Langai) (k). N-7 Pokalbių laida, Rusija
09.10 "Lus Marija" (k). 113 s. Peru telenovelė
10.05 "Gvadalupė" (k). 87 s. Kolumbijos telenovelė
10.55 "Myli, nemyli" (k). Aklasis pasimatymas
12.15 "Trys nindzės. Pusdienis pramogų parke" (3 Ninjas: High Noon at Mega Mountain). 1998 m. Rež.: Sean McNamara. Vaid.: Hulk Hogan, Joseph Ackler, Loni Andersen. JAV komedija
13.50 "Mažieji Tomas ir Džeris". Animacinis serialas
14.20 "Policijos akademija". 3 s. Animacinis serialas
14.45 "Tomas ir Džeris". Animacinis serialas
15.00 "Drakonų kova Z". 218-219 s. N-7. Animacinis serialas
15.45 "Lus Marija". 142 s. Peru telenovelė
16.40 "Gvadalupė". 88 s. Kolumbijos telenovelė
17.40 "Okna" (Langai). N-7. Pokalbių laida, Rusija
18.45 Žinios. Sportas. Orai.
19.10 "Ties riba". Vedėja: Asta Ramoškaitė. N-7. Publicistikos laida
20.00 "Dviračio šou". Humoro laida
20.20 "Nacionalinė muzikos lyga" (NML). Vedėjas Algis Ramanauskas - Muzikinės varžytuvės
22.00 Žinios.
22.20 Verslas. Kriminalai. Kultūra. Sportas. Orai.
22.35 "Nešas Bridžas" (Nash Bridges VI). Vaidina Don Johnson, Cheech Marin - JAV veiksmo serialas
23.40 "Ekipažas" (k). TV žurnalas
