LNK
-----
Sausis
-----
2010-01-01 - Penktadienis

2010-01-02 - Šeštadienis

2010-01-03 - Sekmadienis
??:??
??:??
??:??
12:00 Pergalės Londone | Winning London (2001) | Rež.: Craig Shapiro. | Vaidina: Ashley Olsen, Jesse Spencer, Rachel Roth, Mary-Kate Olsen.
13:55 Dručkiai | Heavyweights (1995) |
15:50 Radži. Geriausios dainos
17:00 Ne vienas kelyje
17:45 Teleloto
18:45 Žinios
18:55 Sportas
18:58 Orai
19:00 Savaitės įvykių TOP 5
19:30 Kreivų veidrodžių karalystė
21:30 Snaiperis 3
23:15 SNOBO NAKTIS Pink Floyd. Siena
01:10 Karštas vakarėlis (kart.)

2010-01-04 - Pirmadienis
06:30 „Lila ir Stičas”.
07:00 „Didysis filmukų šou”.
07:30 „Tomo ir Džerio nuotykiai” (k).
07:55 „Tegul kalba”.
09:10 Žiedų valdovas. Karaliaus sugrįžimas. | Nuotykių filmas (k).
13:00 Žirgų lenktynės.
13:05 „Naujieji Robino Hudo nuotykiai”.
14:05 „Tomo ir Džerio nuotykiai”. | Vaikų „Warner Bros.”
14:35 „Meilės sparnai”.
15:35 „Mano nuodėmė”.
16:35 „Likimo kerai”.
17:35 „Širdžių ėdikės”.
18:45 Žinios.
19:10 Kakadu.
19:40 Nuo… Iki…
20:30 Nauja versija.
21:00 Oplia!
21:30 Dviračio šou.
22:00 Žinios.
22:40 „Striptizas”. | Veiksmo filmas
00:55 „Ozas”.

2010-01-05 - Antradienis
06:30 „Lila ir Stičas”.
07:00 „Didysis filmukų šou”.
07:30 „Tegul kalba”.
08:55 „Laukinukė”.
10:00 Kakadu (k).
10:30 Nuo… Iki… (k).
11:20 „Beprotiškiausios melodijos. Nuotykiai tęsiasi”. | Komedija (k).
13:00 Žirgų lenktynės.
13:05 „Naujieji Robino Hudo nuotykiai”.
14:05 „Tomo ir Džerio nuotykiai”. | Vaikų „Warner Bros.”
14:35 „Meilės sparnai”.
15:35 „Mano nuodėmė”.
16:35 „Likimo kerai”.
17:35 „Širdžių ėdikės”.
18:45 Žinios.
19:10 Kakadu.
19:40 Paskutinė instancija.
20:30 Gyvenimas pagal moteris.
21:00 Kryžminė ugnis.
21:30 Dviračio šou.
22:00 Žinios.
22:40 „Šaftas”. | Trileris.
00:40 „Ozas”.

2010-01-06 - Trečiadienis
06:30 „Lila ir Stičas”.
07:00 „Didysis filmukų šou”.
07:30 „Tomo ir Džerio nuotykiai” (k).
07:55 „Tegul kalba”.
08:50 „Laukinukė”.
10:00 Kakadu (k).
10:30 Gyvenimas pagal moteris (k).
11:00 Margi, pirmyn! | Komedija (k).
13:00 Žirgų lenktynės.
13:05 „Naujieji Robino Hudo nuotykiai”.
14:05 „Tomo ir Džerio nuotykiai”. | Vaikų „Warner Bros.”
14:35 „Meilės sparnai”.
15:35 „Mano nuodėmė”.
16:35 „Likimo kerai”.
17:35 „Širdžių ėdikės”.
18:45 Žinios.
19:10 Kakadu.
19:40 Abipus sienos.
20:30 Laisvas ir nepriklausomas kurortas. Žydrasis žiburėlis 2010.
22:00 Žinios.
22:40 Laisvas ir nepriklausomas kurortas. Žydrasis žiburėlis 2010.
23:40 „Džerikas”.
00:40 „Ozas”.

2010-01-07 - Ketvirtadienis
06:30 „Lila ir Stičas”.
07:00 „Didysis filmukų šou”.
07:30 „Tomo ir Džerio nuotykiai” (k).
07:55 „Tegul kalba”.
08:55 „Laukinukė”.
10:00 Kakadu (k).
10:30 Paskutinė instancija (k).
11:25 Muzikinė pasaka „Šv.Kalėdų belaukiant. Stebuklingas siurprizas” (k).
12:30 Oplia! (k).
13:00 Žirgų lenktynės.
13:05 „Naujieji Robino Hudo nuotykiai”.
