LNK
-----
Sausis
-----
2009-01-01 - Ketvirtadienis
07.00 "Tomas ir Džeris" (k).
07.25 "Vėžliukai nindzės" (k).
07.50 "Mažasis princas ir aštuongalvis drakonas". Animacinis f.
09.25 "Mažoji princesė". Nuotykių f.
11.20 "Tomas ir Džeris". Animacinis f.
12.50 "Brangioji, aš padidinau vaiką“. Nuotykių komedija.
14.30 "Mirtinas ginklas 4". Veiksmo komedija.
17.05 "Kalėdų Senelis. Pabėgimas“. Nuotykių komedija.
18.45 Žinios.
19.05 Šventinis Olialia koncertas.
21.00 "Laukiniai nuotykiai". Animacinis f.
22.35 "Mano mamos meilužis". Veiksmo komedija.
00.30 "Jauni įsimylėję gydytojai". Komedija.

2009-01-02 - Penktadienis
07.05 "Tomas ir Džeris" (k).
07.30 Šventinis Olialia koncertas (k).
09.25 "Jaunėlio Olseno gauja ir sidabro kasyklos paslaptis". Nuotykių f.
11.20 "Ponas auklė". Komedija.
12.50 "Vis dėlto aš būsiu žvaigždė". Komedija.
14.45 "Trys vyrai ir kūdikis". Komedija.
16.50 "Tik draugai". Romantinė komedija.
18.45 Žinios.
19.05 Radži. Geriausios dainos.
20.05 "Laikrodžių stabdytojai". Nuotykių f.
22.00 "Romeo turi mirti". Veiksmo f.  
00.10 "Pašėlęs šeštasis". Veiksmo f.

2009-01-03 - Šeštadienis
06.30 "Dinozaurai".
06.55 "Geležinis žmogus".
07.20 "Šegis ir Skūbis Dū".
07.45 "Zoidai".
08.10 "Disney" klubas. Mažieji Einšteinai".
08.35 "Disney" klubas. 101 dalmatinas".
09.00 Bus švariau.
09.10 "Stebuklinga gnomų legenda". Nuotykių f.
11.00 "Muškietininkė". Nuotykių f.
12.50 "Ponas Auklė". Komedija (k).
14.35 "Tomas ir Džeris".
15.00 "Tikroji meilė".
17.00 Super Kakadu. N7.
17.45 Gyvenimas kaip kinas.
18.45 Žinios.
19.05 Grupės "69 danguje" koncertas "Supermergaičių šventės".
21.00 "Paskutinės atostogos". Nuotykių komedija.
23.10 "Sąmokslo teorija". Veiksmo f.
01.55 "Nevaržomų aistrų" klubas. Erotinis f.

2009-01-04 - Sekmadienis
06.30 "Dinozaurai".
06.55 "Geležinis žmogus".
07.20 "Šegis ir Skūbis Dū".
07.45 "Galingasis šuo Kriptas".
08.10 "Disney" klubas. Mažieji Einšteinai".
08.35 "Disney" klubas. 101 dalmatinas".
09.00 Sveikatos ABC.
10.00 "Kas tas Haris Krambas?" Komedija.
11.40 Geriausios "Pūko" dainos 2008. Koncertas.
15.00 "Tikroji meilė".
17.00 Gyvenimas pagal moteris (k).
17.45 Teleloto.
18.45 Žinios.
19.00 Savaitės panorama.
19.30 Auksinė savaitės blykstė.
21.00 "Korumpuotasis". Trileris.
23.10 "Vyras ir moteris". Romantinė drama.

2009-01-05 - Pirmadienis
5.55 "Tikroji meilė" (k).
6.50 "Ogis ir tarakonai".
7.00 "Vėžliukai nindzės".
7.25 "Tomas ir Džeris" (k).
7.55 "Langai II".
8.55 "Išdavystė".
10.00 Super Kakadu (k).
10.50 "Paskutinės atostogos". Komedija (k).
13.05 "Raganaitė Sabrina".
13.35 "Jin, Jangas ir Jo".
14.05 "Aladinas".
14.35 "Čipas ir Deilas skuba į pagalbą".
15.00 "Vaikų "Warner Bros." Tomas ir Džeris".
15.30 "Aistra".
16.35 "Viktorija".
17.35 "Buvusioji".
18.45 Žinios.
19.10 "Nekviesta meilė 3".
19.40 Nuo… Iki….
20.30 Paskutinė instancija.
21.00 Kakadu.
21.30 Dviračio šou.
22.00 Žinios.
22.30 "Deksteris".
23.35 "Grei anatomija".
0.35 "Vyrai medžiuose".
1.35 Kovotojo kelias.

2009-01-06 - Antradienis
