LRT Plius
19.30 Premjera. Atgimimo menas (L’art de renaitre). Dokumentinis filmas. 2021 m. Rež. Vincent Lefebvre. Ukraina, Prancūzija.
20.30 Panorama (su vertimu į gestų k.).
20.52 Sportas. Orai (su vertimu į gestų k.).
21.00 Čiurlionio gimtadieniui. Szymon Nehring rečitalis. „Tytuvėnų festivalio“ koncertas Lietuvos nacionalinėje filharmonijoje.
22.30 Aidas Giniotis su Žmonėm. Jubiliejinis koncertas. (kart.).
24.00 Vaidas Baumila. „Apžavai“. Koncertas Kauno „Žalgirio“ arenoje. 2023 m. (kart.).

2025-01-02 - Ketvirtadienis
1.30 Dviračio žinios. Pramoginė humoro programa. Ved. Milda Noreikaitė. (kart.).
2.00 Ka(l)bantys sodai. Dokumentinis filmas. 2024 m. Rež. Donatas Simaitis, Marija Liugienė. Lietuva. (kart.).
2.30 Žinios. Sportas. Orai (kart.).
3.00 Panorama (su vertimu į gestų k.) (kart.).
3.22 Sportas. Orai (su vertimu į gestų k.) (kart.).
3.30 Euromaxx. Europos kultūros ir gyvenimo būdo žurnalas. Ved. Audrius Giržadas. (kart.).
4.00 Stambiu planu. Pokalbių programa. Ved. Andrius Rožickas. 2022 m.
5.00 Pahonia. Vytis. Baltarusių, gyvenančių Lietuvoje, gyvenimo istorijos. Ved. Ilja Malinouski (subtitruota, kart.).
5.30 Pakvaišę dėl ratų. Asmenybių ir įdomybių programa. Ved. Vitoldas Milius (subtitruota, kart.).
6.00 Lietuvos Respublikos himnas.
6.05 Tai kur toliau? Kelionių programa. Ved. Martynas Starkus. (kart.).
7.00 Kas ir kodėl? Intelektinė viktorina. Ved. Darius Jurgelevičius.
7.30 Širdyje lietuvis. Informacinė programa apie pasaulio lietuvius (subtitruota, kart.).
8.30 Menora. Kultūros publicistikos programa apie Lietuvos žydus. Ved. Donatas Valančiauskas (subtitruota, kart.).
9.00 Labas rytas, Lietuva (kart.).
11.30 Mes – ukrainiečiai. Programa, skirta ukrainiečių tautinei bendrijai Lietuvoje. Ved. Anna Romanenko (subtitruota, kart.).
12.00 Atgimimo menas (L’art de renaitre). Dokumentinis filmas. 2021 m. Rež. Vincent Lefebvre. Ukraina, Prancūzija. (kart.).
13.00 Gamtininko užrašai. Programa apie Lietuvos gamtą. Ved. Marius Čepulis. (kart.).
13.30 Čia – kinas. Programa apie kiną Lietuvoje ir pasaulyje. (kart.).
14.00 Čiurlionio gimtadieniui. Szymon Nehring rečitalis. „Tytuvėnų festivalio“ koncertas Lietuvos nacionalinėje filharmonijoje. (kart.).
15.25 Nepamirštas Vilnius.
15.35 31-oji nuovada (District 31). Detektyvinis serialas. 2016 m. Kanada. N-7. 41, 42 s. (kart.).
16.20 Hartlando užuovėja (Heartland). Draminis serialas. 2019 m. Kanada. 12/8 s.
17.05 Euromaxx. Europos kultūros ir gyvenimo būdo žurnalas.
17.20 Laba diena, Lietuva (kart.).
19.25 100 metų kartu. Dokumentinis filmas. 2018 m. Rež. Edita Kabaraitė. Lietuva.
20.30 Panorama (su vertimu į gestų k.).
21.00 Dienos tema (su vertimu į gestų k.).
21.20 Sportas. Orai (su vertimu į gestų k.).
21.30 3 minutės iki kino. Japonų filmą „Meile mano“ pristato menininkė Jolita Vaitkutė.
21.33 Elito kinas. Premjera. Meile mano (Love Life). Drama. 2022 m. | Rež. Kôji Fukada. Vaid. Win Morisaki, Fumino Kimura, Tomorô Taguchi, Kento Nagayama. Japonija, Prancūzija. N-14. (subtitruota).
23.30 Gamtininko užrašai. Programa apie Lietuvos gamtą. Ved. Marius Čepulis. (kart.).
24.00 Didelės ir mažos širdys (All Creatures Great and Small). Komiškas draminis serialas. 2020 m. Jungtinė Karalystė. 1/2 s. (kart.).
0.45 Palikimas (Legacy). Draminis serialas. 2020 m. Pietų Afrika. N-7. 1/86 s. (kart.).
1.30 Dėmesio! Ieškome meno. Programa, skirta Lietuvos dailei ir šalies kūrėjams populiarinti. (kart.).
2.00 Svarbi valanda (kart.).
3.00 Panorama (su vertimu į gestų k.) (kart.).
3.30 Dienos tema (su vertimu į gestų k.) (kart.).
3.50 Sportas. Orai (su vertimu į gestų k.) (kart.).
4.00 Stambiu planu. Pokalbių programa. Ved. Andrius Rožickas. 2022 m.
5.00 Mes – ukrainiečiai. Programa, skirta ukrainiečių tautinei bendrijai Lietuvoje. Ved. Anna Romanenko (subtitruota, kart.).
5.30 Gyventi kaime gera. Gyvenimo užmiestyje programa. Ved. Kristina Savickaitė. (kart.).

2025-01-03 - Penktadienis
6.00 Lietuvos Respublikos himnas.
6.05 Legendos. Šiandien ir visados. Dokumentinių apybraižų ciklas. Ved. Aistė Stonytė. (kart.).
7.00 Kas ir kodėl? Intelektinė viktorina. Ved. Darius Jurgelevičius.
7.30 Vakare su Audrium Giržadu. Pramoginė pokalbių programa. (kart.).
8.30 Šventadienio mintys. Religinė programa. Ved. Dalia Michelevičiūtė. (kart.).
9.00 Labas rytas, Lietuva (kart.).
11.30 Mūsų rusų gatvė. Programa visiems, kas gyvena įvairiatautėje Lietuvoje. Ved. Olegas Kurdiukovas (subtitruota, kart.).
12.00 100 metų kartu. Dokumentinis filmas. 2018 m. Rež. Edita Kabaraitė. Lietuva. (kart.).
13.05 Širdyje lietuvis. Informacinė programa apie pasaulio lietuvius (subtitruota, kart.).
14.00 Myliu Lietuvą. Pramoginis žaidimas. Ved. Ignas Krupavičius, Vytenis Pauliukaitis, Dovilė Filmanavičiūtė. (kart.).
15.35 31-oji nuovada (District 31). Detektyvinis serialas. 2016 m. Kanada. N-7. 43, 44 s. (kart.).
16.20 Hartlando užuovėja (Heartland). Draminis serialas. 2019 m. Kanada. 12/9 s.
17.05 Euromaxx. Europos kultūros ir gyvenimo būdo žurnalas.
17.20 Laba diena, Lietuva (kart.).
19.30 Atviras derinys. Sporto naujienų laida. Ved. Dovilė Šeduikytė, Tomas Langvinis. (kart.).
20.00 Kultūros diena. Kultūros įvykių žurnalas.
20.30 Panorama (su vertimu į gestų k.).
21.00 Dienos tema (su vertimu į gestų k.).
21.20 Sportas. Orai (su vertimu į gestų k.).
21.30 Europos kinas. Mano didžioji naktis (Mi gran noche). Romantinė komedija. 2015 m. | Rež. Álex de la Iglesia. Vaid. Raphael, Mario Casas, Pepón Nieto, Blanca Suárez, Hugo Silva, Carmen Machi. Ispanija. N-7.
23.05 Čia – kinas. Programa apie kiną Lietuvoje ir pasaulyje. (kart.).
23.30 Išaušus dienai X. Programa, skirta pilietinei gynybai ir pasiruošimui ekstremalioms situacijoms. Ved. Mantas Vilimas. (kart.).
24.00 Didelės ir mažos širdys (All Creatures Great and Small). Komiškas draminis serialas. 2020 m. Jungtinė Karalystė. 1/3 s. (kart.).
0.45 Palikimas (Legacy). Draminis serialas. 2020 m. Pietų Afrika. N-7. 1/87 s. (kart.).
1.30 Pakvaišę dėl ratų. Asmenybių ir įdomybių programa. Ved. Vitoldas Milius (subtitruota, kart.).
2.00 Svarbi valanda (kart.).
3.00 Panorama (su vertimu į gestų k.) (kart.).
3.30 Dienos tema (su vertimu į gestų k.) (kart.).
3.50 Sportas. Orai (su vertimu į gestų k.) (kart.).
4.00 Stambiu planu. Pokalbių programa. Ved. Andrius Rožickas. 2022 m.
5.00 Mūsų rusų gatvė. Programa visiems, kas gyvena įvairiatautėje Lietuvoje. Ved. Olegas Kurdiukovas (subtitruota, kart.).
5.30 7 Kauno dienos. Aktualijų programa. (kart.).

2025-01-04 - Šeštadienis
6.00 Lietuvos Respublikos himnas.
6.02 Sveikatos sezonas. Programa apie sveikatą. Ved. Jaunius Urbutis (subtitruota, kart.).
6.30 Beatos virtuvė. Kulinarinė gyvenimo būdo programa. Ved. Beata Nicholson (subtitruota, kart.).
7.25 Auksinis protas. Intelektinė viktorina. Ved. Arūnas Valinskas ir Andrius Tapinas. (kart.).
8.30 Gamtininko užrašai. Programa apie Lietuvos gamtą. Ved. Marius Čepulis. (kart.).
9.00 Sodininko kalendorius. Programa apie sodo augalus ir gamtos puoselėjimą. Ved. Tautvydas Gurskas. (kart.).
9.30 Gyvenk kaip galima švariau. Atsakingo gyvenimo būdo žurnalas. Ved. Anna Zakopailo.
10.00 Kas geresnio, kaimyne? Programa lenkų kalba (subtitruota).
10.30 Pahonia. Vytis. Baltarusių, gyvenančių Lietuvoje, gyvenimo istorijos. Ved. Ilja Malinouski (subtitruota).
11.00 Mes – ukrainiečiai. Programa, skirta ukrainiečių tautinei bendrijai Lietuvoje. Ved. Anna Romanenko (subtitruota).
11.30 Mūsų rusų gatvė. Programa visiems, kas gyvena įvairiatautėje Lietuvoje. Ved. Olegas Kurdiukovas (subtitruota).
12.00 Širdyje lietuvis. Informacinė programa apie pasaulio lietuvius (subtitruota).
13.00 Smalsumo genas. Programa, padedanti geriau pažinti pasaulį ir visuomenę. Ved. Rolandas Maskoliūnas.
13.30 Atspindžiai. Paveldo kolekcija. Dokumentinių apybraižų ciklas.
14.00 Pasivaikščiojimai. Pokalbių programa. Ved. Rytis Zemkauskas.
14.30 Aštuonkojis. Programa, skirta pagrindinių geopolitinių pasaulio ir Lietuvos savaitės įvykių apžvalgai, karo veiksmų analizei bei prognozėms. | Ved. Nemira Pumprickaitė.
15.00 Euromaxx. Europos kultūros ir gyvenimo būdo žurnalas. Ved. Audrius Giržadas.
15.30 Kultūros diena. Kultūros įvykių žurnalas (su vertimu į gestų k.).
16.00 Vilniečiai. Alwida Bajor. Dokumentinis ciklas. 2019 m. Rež. Vytautas Damaševičius.
16.30 Lietuvos valstybinio simfoninio orkestro 30-ojo jubiliejaus koncertas. 1 d.
17.30 Rašytojo Kazio Borutos 120-osioms gimimo metinėms. Literatūros pėdsekys. Rašytojas Kazys Boruta. Ved. Saulius Čiučelis. 2020 m.
18.00 Kalbininko Zigmo Zinkevičiaus 100-osioms gimimo metinėms. Zigmas Zinkevičius. Pamilęs lietuvių kalbą. Dokumentinis filmas. 2015 m. Scen. aut. ir rež. Algirdas Tarvydas. Lietuva.
19.00 Legendos. Šiandien ir visados. Dokumentinių apybraižų ciklas. Ved. Aistė Stonytė.
20.00 Čia – kinas. Programa apie kiną Lietuvoje ir pasaulyje.
20.30 Panorama (su vertimu į gestų k.).
20.52 Sportas. Orai (su vertimu į gestų k.).
21.00 Kino žvaigždžių alėja. Sparnelis ar šlaunelė (L’aile ou la cuisse). Komedija. 1976 m. | Rež. Claude Zidi. Vaid. Louis de Funès, Coluche, Ann Zacharias, Julien Guiomar, Claude Gensac. Prancūzija. N-7. (subtitruota).
22.45 Agata Kristi. Mįslingos žmogžudystės (Les petits meurtres d’Agatha Christie). | Detektyvinis serialas. 2013 m. Prancūzija, Šveicarija. N-7. 2/26 s. (kart.).
0.20 LRT Metų apdovanojimai 2024. Ved. Eglė Daugėlaitė ir Audrius Giržadas. (kart.).
1.50 Zigmas Zinkevičius. Pamilęs lietuvių kalbą. Dokumentinis filmas. 2015 m. Scen. aut. ir rež. Algirdas Tarvydas. Lietuva. (kart.).
2.45 Stilius. Gyvenimo būdo žurnalas. Ved. Violeta Baublienė. (kart.).
3.40 Istorijos detektyvai. Istorinė publicistika. Ved. Virginijus Savukynas (subtitruota, kart.).
4.35 Lietuvos tūkstantmečio vaikai. Moksleivių žinių viktorina. Ved. Paulius Ambrazevičius. (kart.).
5.30 Gustavo enciklopedija. Programa ne tik vaikams. Ved. Audrius Rakauskas (subtitruota, kart.).

2025-01-05 - Sekmadienis
6.00 Lietuvos Respublikos himnas.
6.02 Stebuklingoji Boružėlė (Miraculous. Tales Of Ladybug & Cat Noir). Animacinis serialas. 2019 m. Prancūzija, Pietų Korėja, Japonija, JAV. 3/24 s. (kart.).
6.25 Gigantozauras (Gigantosaurus). Animacinis serialas. 2019 m. Prancūzija, Kanada. 35, 36 s.
6.50 Premjera. Padingtono nuotykiai (The Adventures of Paddington). Animacinis serialas. 2021 m. Didžioji Britanija. 2/10 s.
7.00 Henrieta (Henrietta). Animacinis serialas. 2020 m. Vokietija. 35, 36 s.
7.15 Monstriukų mokyklėlė (School of Roars). Animacinis serialas. 2016 m. Didžioji Britanija 2/17, 2/18 s.
7.30 Bluji (Bluey). Animacinis serialas. 2018 m. Australija, Jungtinė Karalystė, JAV. 28, 29 s.
7.45 Stebuklingoji Boružėlė (Miraculous. Tales Of Ladybug & Cat Noir). Animacinis serialas. 2019 m. Prancūzija, Pietų Korėja, Japonija, JAV. 3/25 s.
8.10 Trolių Mumių slėnis (Moominvalley). Animacinis serialas. 2022 m. Didžioji Britanija, Suomija. 3/3, 3/4 s.
9.00 Atspindžiai. Paveldo kolekcija. Dokumentinių apybraižų ciklas. (kart.).
9.30 Kelias. Programa apie evangelikų liuteronų ir reformatų bendruomenes. Ved. Rita Naujokaitytė.
10.00 7 Kauno dienos. Aktualijų programa.
10.30 Tikėjimas ir gyvenimas. Programa apie ortodoksų ir sentikių bendruomenių dvasinius kelius. Ved. Deividas Zaicevas (subtitruota).
11.00 Daugiau nei mokytojas. Jaunųjų Lietuvos mokytojų portretai. Ved. Donatas Puslys.
11.30 Menora. Kultūros publicistikos programa apie Lietuvos žydus. Ved. Donatas Valančiauskas (subtitruota).
12.00 Šventadienio mintys. Religinė programa. Ved. Dalia Michelevičiūtė. (kart.).
12.30 Šv. Mišios iš Vilniaus šv. Vyskupo Stanislovo ir šv. Vladislovo arkikatedros bazilikos. Tiesioginė transliacija.
13.45 Anė su Ė (Anne with an E). Draminis serialas. 2017 m. Kanada. N-7. 1/4 s.
14.30 Bluji (Bluey). Animacinis serialas. 2018 m. Australija, Jungtinė Karalystė, JAV. 28, 29 s. (kart.).
14.45 Padingtono nuotykiai (The Adventures of Paddington). Animacinis serialas. 2021 m. Didžioji Britanija. 2/10 s. (kart.).
15.00 Krepšinis. „Smart way MLKL“ čempionatas. Klaipėdos „Neptūnas-Amberton“ – Vilniaus „Kibirkštis“. Tiesioginė transliacija iš Klaipėdos.
17.00 Premjera. Nenugalimi (Invincible). Dokumentinis serialas. 2020 m. Australija. 1/13 s.
17.30 Atviras derinys. Sporto naujienų laida. Ved. Dovilė Šeduikytė, Tomas Langvinis.
18.00 Teodosija (Theodosia). Fantastinis serialas. 2022 m. Prancūzija, Vokietija. 4 s.
18.30 Aviuko Šono filmas. Fermagedonas (Shaun the Sheep Movie. Farmageddon). Animacinis filmas. 2019 m. | Rež. Will Becher, Richard Phelan. Jungtinė Karalystė, Prancūzija.
20.00 Čia dabar?! Aktualijų programa vaikams. (kart.).
20.30 Panorama (su vertimu į gestų k.).
20.52 Sportas. Orai (su vertimu į gestų k.).
21.00 Žiemojimas su opera. Pasaulinių operų pristatymų ciklas. Ved. Jūratė Katinaitė, Julijus Grickevičius.
21.30 Rožės kavalierius (Der Rosenkavalier). Opera. 2017 m. JAV, Didžioji Britanija, Italija. (subtitruota).
1.00 Tomo Krauno afera (The Thomas Crown Affair). Romantinė kriminalinė komedija. 1999 m. | Rež. John McTiernan. Vaid. Pierce Brosnan, Rene Russo, Denis Leary, Ben Gazzara. JAV. N-14. (subtitruota, kart.).
2.50 Per arti. Drama. 2023 m. | Rež. Austėja Urbaitė. Vaidina Dovilė Kundrotaitė, Anne Azoulay, Arthur Igual, Inesa Sionova, Ajus Antanavičius ir kt. Lietuva. N-14. (kart.).
4.40 Vilniečiai. Alwida Bajor. Dokumentinis ciklas. 2019 m. Rež. Vytautas Damaševičius. (kart.).
5.15 Anė su Ė (Anne with an E). Draminis serialas. 2017 m. Kanada. N-7. 1/4 s. (kart.).

2025-01-06 - Pirmadienis
6.00 Lietuvos Respublikos himnas.
6.05 Didysis dailės iššūkis. Kūrybinės varžytuvės. Ved. Algirdas ir Remigijus Gataveckai. (kart.).
7.00 Kas ir kodėl? Intelektinė viktorina. Ved. Darius Jurgelevičius.
7.30 Savaitė. Visuomenės aktualijų programa. Ved. Nemira Pumprickaitė. (kart.).
8.30 7 Kauno dienos. Aktualijų programa. (kart.).
9.00 Labas rytas, Lietuva (kart.).
11.30 Gyvenk kaip galima švariau. Atsakingo gyvenimo būdo žurnalas. Ved. Anna Zakopailo. (kart.).
12.00 Legendos. Šiandien ir visados. Dokumentinių apybraižų ciklas. Ved. Aistė Stonytė. (kart.).
13.00 Smalsumo genas. Programa, padedanti geriau pažinti pasaulį ir visuomenę. Ved. Rolandas Maskoliūnas. (kart.).
13.30 Kultūros diena. Kultūros įvykių žurnalas. (kart.).
14.00 Sveikinimų koncertas. Ved. Regina Jokubauskaitė. (kart.).
15.35 31-oji nuovada (District 31). Detektyvinis serialas. 2016 m. Kanada. N-7. 45, 46 s. (kart.).
16.20 Hartlando užuovėja (Heartland). Draminis serialas. 2019 m. Kanada. 12/10 s.
17.05 Euromaxx. Europos kultūros ir gyvenimo būdo žurnalas.
17.20 Laba diena, Lietuva (kart.).
19.00 LRT OPUS jaunatis. Jaukių koncertų ir pokalbių ciklas. Svečiuose grupė „Spurr“. Ved. Ramūnas Zilnys.
19.30 Meistrystė (Art of Craft). Dokumentinis serialas. 2019 m. Kinija, Singapūras. 1 d. (subtitruota).
20.20 Vizionieriai. Iliustruotojai. Karolis Strautniekas.
20.30 Panorama (su vertimu į gestų k.).
21.00 Dienos tema (su vertimu į gestų k.).
21.20 Sportas. Orai (su vertimu į gestų k.).
21.30 Vilnius Mama Jazz 2024. Jharis Yokley & Bigyuki (JAV).
22.30 Klaipėdos pilies džiazo festivalis 2019. „Jazz in Kiev Band“ & Laura Marti (Ukraina).
23.30 Kultūros diena. Kultūros įvykių žurnalas. (kart.).
24.00 Didelės ir mažos širdys (All Creatures Great and Small). Komiškas draminis serialas. 2020 m. Jungtinė Karalystė. 1/4 s. (kart.).
0.45 Palikimas (Legacy). Draminis serialas. 2020 m. Pietų Afrika. N-7. 1/88 s. (kart.).
1.30 Dviračio žinios. Pramoginė humoro programa. Ved. Milda Noreikaitė. (kart.).
2.00 Svarbi valanda (kart.).
3.00 Panorama (su vertimu į gestų k.) (kart.).
3.30 Dienos tema (su vertimu į gestų k.) (kart.).
3.50 Sportas. Orai (su vertimu į gestų k.) (kart.).
4.00 Stambiu planu. Pokalbių programa. Ved. Andrius Rožickas. 2022 m.
5.00 Gyvenk kaip galima švariau. Atsakingo gyvenimo būdo žurnalas. Ved. Anna Zakopailo. (kart.).
5.30 Langas į valdžią. Aktualijų programa. Ved. Rita Miliūtė. (kart.).

2025-01-07 - Antradienis
6.00 Lietuvos Respublikos himnas.
6.05 Daiktų istorijos. Istorinė publicistika. Ved. Saulius Pilinkus (subtitruota, kart.).
7.00 Kas ir kodėl? Intelektinė viktorina. Ved. Darius Jurgelevičius.
7.30 LRT forumas. Diskusijų programa. Ved. Deividas Jursevičius. (kart.).
8.30 Tikėjimas ir gyvenimas. Programa apie ortodoksų ir sentikių bendruomenių dvasinius kelius. Ved. Deividas Zaicevas (subtitruota, kart.).
9.00 Labas rytas, Lietuva (kart.).
11.30 Kas geresnio, kaimyne? Programa lenkų kalba (subtitruota, kart.).
12.00 Meistrystė (Art of Craft). Dokumentinis serialas. 2019 m. Kinija, Singapūras. 1 d. (subtitruota, kart.).
13.00 Atspindžiai. Paveldo kolekcija. Dokumentinių apybraižų ciklas. (kart.).
13.30 Pasivaikščiojimai. Pokalbių programa. Ved. Rytis Zemkauskas. (kart.).
14.00 Duokim garo! Tautinės kultūros tradicijas skatinanti muzikinė programa. Ved. Loreta Sungailienė ir Liudas Mikalauskas. (kart.).
15.05 Sveikatos sezonas. Programa apie sveikatą. Ved. Jaunius Urbutis. (subtitruota, kart.).
15.35 31-oji nuovada (District 31). Detektyvinis serialas. 2016 m. Kanada. N-7. 47, 48 s. (kart.).
16.20 Hartlando užuovėja (Heartland). Draminis serialas. 2019 m. Kanada. 12/11 s.
17.05 Euromaxx. Europos kultūros ir gyvenimo būdo žurnalas.
17.20 Laba diena, Lietuva (kart.).
19.30 Meistrystė (Art of Craft). Dokumentinis serialas. 2019 m. Kinija, Singapūras. 2 d. (subtitruota).
20.25 Krepšinis. Europos taurė. Breso Burgo „Cosea JL“ – Panevėžio „7bet-Lietkabelis“. Tiesioginė transliacija.
22.30 Legendos. Šiandien ir visados. Dokumentinių apybraižų ciklas. Ved. Aistė Stonytė (su vertimu į gestų k.).
23.30 Atspindžiai. Paveldo kolekcija. Dokumentinių apybraižų ciklas. (kart.).
24.00 Didelės ir mažos širdys (All Creatures Great and Small). Komiškas draminis serialas. 2020 m. Jungtinė Karalystė. 1/5 s. (kart.).
0.45 Palikimas (Legacy). Draminis serialas. 2020 m. Pietų Afrika. N-7. 1/89 s. (kart.).
1.30 Dviračio žinios. Pramoginė humoro programa. Ved. Milda Noreikaitė. (kart.).
2.00 Svarbi valanda (kart.).
3.00 Širdyje lietuvis. Informacinė programa apie pasaulio lietuvius (subtitruota, kart.).
4.00 Stambiu planu. Pokalbių programa. Ved. Andrius Rožickas. 2022 m.
5.00 Kas geresnio, kaimyne?. Programa lenkų kalba (subtitruota, kart.).
5.30 Savaitė su „Dviračio žiniomis“. Pramoginė humoro programa. (kart.).

2025-01-08 - Trečiadienis
6.00 Lietuvos Respublikos himnas.
6.05 (Ne)emigrantai. Gyvenimo būdo programa apie lietuvius emigracijoje ir sugrįžusius iš jos (subtitruota, kart.).
7.00 Kas ir kodėl? Intelektinė viktorina. Ved. Darius Jurgelevičius.
7.30 Neišspręsti istorijos ginčai. Dokumentinė programa apie prieštaringiausius Lietuvos istorijos momentus. Ved. Alfredas Bumblauskas. (kart.).
8.30 Kelias. Programa apie evangelikų liuteronų ir reformatų bendruomenes. Ved. Rita Naujokaitytė. (kart.).
9.00 Labas rytas, Lietuva (kart.).
11.30 Pahonia. Vytis. Baltarusių, gyvenančių Lietuvoje, gyvenimo istorijos. Ved. Ilja Malinouski (subtitruota, kart.).
12.00 Meistrystė (Art of Craft). Dokumentinis serialas. 2019 m. Kinija, Singapūras. 2 d. (subtitruota, kart.).
13.00 Aštuonkojis. Programa, skirta pagrindinių geopolitinių pasaulio ir Lietuvos savaitės įvykių apžvalgai, karo veiksmų analizei bei prognozėms. | Ved. Nemira Pumprickaitė. (kart.).
13.30 Euromaxx. Europos kultūros ir gyvenimo būdo žurnalas. Ved. Audrius Giržadas. (kart.).
14.00 Vilnius Mama Jazz 2024. Jharis Yokley & Bigyuki (JAV). (kart.).
15.00 Vilniečiai. Alwida Bajor. Dokumentinis ciklas. 2019 m. Rež. Vytautas Damaševičius. (kart.).
15.35 31-oji nuovada (District 31). Detektyvinis serialas. 2016 m. Kanada. N-7. 49, 50 s. (kart.).
16.20 Hartlando užuovėja (Heartland). Draminis serialas. 2019 m. Kanada. 13/1 s.
17.05 Euromaxx. Europos kultūros ir gyvenimo būdo žurnalas.
17.20 Laba diena, Lietuva (kart.).
19.30 Meistrystė (Art of Craft). Dokumentinis serialas. 2019 m. Kinija, Singapūras. 3 d. (subtitruota).
20.20 Vizionieriai. Iliustruotojai. Lina Itagaki.
20.30 Panorama (su vertimu į gestų k.).
21.00 Dienos tema (su vertimu į gestų k.).
21.20 Sportas. Orai (su vertimu į gestų k.).
21.30 LRT PLIUS scena. Pristato Aistė Diržiūtė.
21.40 Pianistas Vytis Šakūras ir styginių kvartetas „Mettis“. Koncertas „Istorijos“. Kompozitorių Maxo Richterio ir Sveno Helbigo kūryba Šv. Kotrynos bažnyčioje.
23.00 Pasivaikščiojimai. Pokalbių programa. Ved. Rytis Zemkauskas. (kart.).
23.30 Čia – kinas. Programa apie kiną Lietuvoje ir pasaulyje. (kart.).
24.00 Didelės ir mažos širdys (All Creatures Great and Small). Komiškas draminis serialas. 2020 m. Jungtinė Karalystė. 1/6 s. (kart.).
0.45 Palikimas (Legacy). Draminis serialas. 2020 m. Pietų Afrika. N-7. 1/90 s. (kart.).
1.30 Dviračio žinios. Pramoginė humoro programa. Ved. Milda Noreikaitė. (kart.).
2.00 Svarbi valanda (kart.).
3.00 Panorama (su vertimu į gestų k.) (kart.).
3.30 Dienos tema (su vertimu į gestų k.) (kart.).
3.50 Sportas. Orai (su vertimu į gestų k.) (kart.).
