TV3
-----
Sausis
-----
2012-01-01 - Sekmadienis
1.00 Komedija „Labai rusiškas filmas III“. Rusija, 2009.
2.30 Nuotykių f. „Žmogus su geležine kauke“. D.Britanija, JAV, 1998.
6.45 Teleparduotuvė.
7.00 Komedija „Vienas namuose 4“. JAV, 2002.
8.40 Animac. komedija „Garfildas trimačiame pasaulyje“. JAV, 2007.
10.10 Nuotykių komedija „Urmu pigiau 2“. JAV, 2005.
11.55 Komedija „Armijoje“. JAV, 1994.
13.45 Komedija „Džonsonų atostogos“. JAV, 2004.
15.30 Filmas visai šeimai „Hana Montana. Filmas“. JAV, 2009.
17.40 Susitikime virtuvėje.
18.45 TV3 žinios.
18.50 TV3 sportas.
18.55 TV3 orai.
19.00 Savaitės komentarai.
19.30 Lietuvos talentai 2011. Talentų konkursas. Tiesioginė transliacija.
21.45 Fantastinis trileris „Suvokimas“. JAV, D.Britanija, 2009.

2012-01-02 - Pirmadienis
0.05 Fantastinis f. „X failai“. JAV, Kanada, 1998.
6.55 „Juokingiausi Amerikos namų vaizdeliai“.
7.25 „Simpsonai“.
7.55 „Šviesoforas“.
8.55 „Meilės sūkuryje“.
10.00 Serialas „Kelias namo“. 1, 2 s. Lietuva, 2011.
11.00 Komedija „Džonsonų atostogos“.
12.45 „Juokingiausi Amerikos namų vaizdeliai“.
13.10 „Beibleidai. Metalinė kova“.
13.40 „Hantikas. Sekliai ir paslaptys“.
14.10 „Meškiukai Gamiai“.
14.40 „Čipas ir Deilas skuba į pagalbą“.
15.10 „Simpsonai“.
15.40 „Aurora“.
16.40 „Meilės triumfas“.
17.40 Ką manai?
18.45 TV3 žinios.
19.10 „Naisių vasara“.
19.40 Kodėl?
20.30 Gyvenimas yra gražus.
21.00 „Moterys meluoja geriau“.
21.35 TV3 žinios.
22.00 „Nusivylusios namų šeimininkės“.
23.00 „CSI Majamis“.

2012-01-03 - Antradienis
24.00 „Čikagos kodeksas“.
1.00 „Herojai“.
6.55 „Hantikas. Sekliai ir paslaptys“.
7.25 „Simpsonai“.
7.55 Komedija „Viešbutis „Babilonas“. 1 s. D.Britanija, 2008.
9.00 „Meilės sūkuryje“.
10.00 „Kelias namo“. 3, 4 s.
11.00 Paskutinė instancija.
11.50 Akistata.
12.35 Gyvenimas yra gražus.
13.10 „Beibleidai. Metalinė kova“.
13.40 „Hantikas. Sekliai ir paslaptys“.
14.10 „Meškiukai Gamiai“.
14.40 „Čipas ir Deilas skuba į pagalbą“.
15.10 „Simpsonai“.
15.40 „Aurora“.
16.40 „Meilės triumfas“.
17.40 Ką manai?
18.45 TV3 žinios, kriminalai.
19.00 TV3 sportas.
19.05 TV3 orai.
19.10 „Naisių vasara“.
19.40 Prieš srovę.
20.30 Nuodėmių dešimtukas.
21.00 „Moterys meluoja geriau“.
21.35 TV3 vakaro žinios.
22.00 „Tikrasis teisingumas“.
23.00 „CSI kriminalistai“.

2012-01-04 - Trečiadienis
24.00 „Čikagos kodeksas“.
1.00 „Herojai“.
6.55 „Hantikas. Sekliai ir paslaptys“.
7.25 „Simpsonai“.
7.55 „Viešbutis „Babilonas“. 2 s.
9.00 „Meilės sūkuryje“.
10.00 „Kelias namo“. 5, 6 s.
11.00 100 000 € grynais.
12.00 Žvaigždė policininkas.
12.35 Nuodėmių dešimtukas.
13.10 „Beibleidai. Metalinė kova“.
13.40 „Hantikas. Sekliai ir paslaptys“.
14.10 „Meškiukai Gamiai“.
14.40 „Čipas ir Deilas skuba į pagalbą“.
15.10 „Simpsonai“.
15.40 Drama „Likimo galia“. 1 s. Meksika, 2011.
16.40 „Meilės triumfas“.
17.40 Ką manai?
18.45 TV3 žinios.
19.10 „Naisių vasara“.
19.40 Akistata.
