TV3
-----
Sausis
-----
2025-01-01 - Trečiadienis
6.00 „Tegyvuoja karalius Džiuljenas. Tremtyje“ („All Hail King Julien Exiled 3“). JAV. Animacinis, Nuotykių. 2016. 3 sez. 9 s N-7.
6.25 „Simpsonai“ („The Simpsons“). JAV. Komedija, Animacinis. 2008. 20 sez. 8 s N-7.
6.50 „Simpsonai“ („The Simpsons“). JAV. Komedija, Animacinis. 2005. 17 sez. 9 s N-7.
7.20 „Despero nuotykiai“ („The Tale of Despereaux“). Austrija, Didžioji Britanija, JAV. Drama, Nuotykių, Animacinis. 2008. Rež. Sam Fell, Robert Stevenhagen, Vaidina. Matthew Broderick (Despereaux), Dustin Hoffman (Roscuro), Emma Watson (Princess Pea), Kevin Kline (Andre), William H. Macy (Lester). N-7.
9.00 „Ledo šalis 2“ („Frozen 2“). Japonija, JAV. Animacinis, Nuotykių, Komedija. 2019. Rež. Chris Buck, Jennifer Lee.
10.45 „Vienas namuose 5. Šventinis apiplėšimas“ („Home Alone. The Holiday Heist“). Kanada, JAV. Visai šeimai, Komedija, Kriminalinis. 2012. Rež. Peter Hewitt, Vaidina. Christian Martyn, Eddie Steeples, Jodelle Ferland ir kiti. N-7.
12.25 „Edvardas Žirkliarankis“ („Edward Scissorhands“). JAV. Melodrama, Fantastinis. 1990. Rež. Tim Burton, Vaidina. Johnny Depp (Edvardas Žirkliarankis), Winona Ryder (Kim), Dianne Wiest (Pegė), Anthony Michael Hall (Džimas), Kathy Baker (Džioisė) ir kiti. N-7.
14.25 „Laukiniai šernai“ („Wild Hogs“). JAV. Veiksmo, Nuotykių. 2007. Rež. Walt Becker, Vaidina. Tim Allen (Dagas Medsenas), John Travolta (Vudis Styvensas), Martin Lawrence (Bobis Deivisas), William H. Macy (Dadlis Frenkas), Ray Liotta (Džekas) ir kiti. N-7.
16.20 „Narnijos kronikos. Aušros užkariautojo kelionė“ („Chronicles of Narnia, The. The Voyage of the Dawn Treader“). JAV. Drama, Fantastinis. 2010. Rež. Michael Apted, Vaidina. Ben Barnes, Skandar Keynes, Georgie Henley ir kiti. N-7.
18.30 „TV3 žinios“ . Lietuva. Aktualijos. 2025. 2025 sez. 1 s .
19.20 „TV3 sportas“ . Lietuva. Aktualijos. 2025.
19.27 „TV3 orai“ . Lietuva. Aktualijos. 2024. 2025 sez. 1 s .
19.30 „Mamma Mia! Štai ir mes“ („Mamma Mia! Here We Go Again“). Didžioji Britanija, Japonija, Kinija, Kroatija, JAV. Komedija, Miuziklas, Melodrama. 2018. Rež. Ol Parker, Vaidina. Amanda Seyfried, Andy Garcia, Meryl Streep. N-7.
21.40 „Džentelmenai“ („The Gentlemen“). Didžioji Britanija, JAV. Veiksmo, Kriminalinis. 2019. Rež. Guy Ritchie, Vaidina. Matthew David McConaughey, Charles Matthew Hunnam, Michelle Suzanne Dockery, Jeremy Strong, Lyne Renée. N-14.
23.50 „Tegyvuoja meilė“ („Love Actually“). Didžioji Britanija. Drama, Melodrama. 2003. Rež. Richard Curtis, Vaidina. Bill Nighy, Gregor Fisher, Rory MacGregor, Colin Firth, Sienna Guillory ir kiti. N-14.
2.30 „Pirmieji pasimatymai“ („First Dates“). Didžioji Britanija. Realybės šou. 2017. 7 sez. 19 s N-7.
3.30 „Ponia Fazilet ir jos dukterys“ („Mrs. Fazilet And Her Daughters“). Turkija. Drama. 2017. 1 sez. 139 s N-7.
4.25 „Romeo ir Džiuljeta“ („Romeo i Julietta z Cherkass“). Ukraina. Komedija. 2021. 1 sez. 8 s N-7.
4.55 „Jeloustounas“ („Yellowstone 4“). JAV. Drama, Vesternas. 2021. 4 sez. 7 s N-7.

2025-01-02 - Ketvirtadienis
