TV3 Plus
06:45 "Skonių sodas" ("Вкусный Сад")
07:00 "Skonių sodas" ("Вкусный Сад")
07:15 "Skonių sodas" ("Вкусный Сад")
07:30 "Kažkas naujo" ("Kazkas Naujo")
08:00 "Stebuklų medžiotojai" ("Охотники за чудесами")
09:00 "Praeitis dar tik laukia" ("Когда прошлое впереди")
10:00 "Kaip ilgai aš tavęs laukiau" ("Как долго я тебя ждала")
11:00 "Maištingosios amazonės" ("Las Amazonas")
11:45 "Maištingosios amazonės" ("Las Amazonas")
12:30 "Maištingosios amazonės" ("Las Amazonas")
13:15 "Maištingosios amazonės" ("Las Amazonas")
14:00 "Gyvenimo šukės" ("Kirik Hayatlar")
14:45 "Gyvenimo šukės" ("Kirik Hayatlar")
15:30 "Gyvenimo šukės" ("Kirik Hayatlar")
16:15 "Gyvenimo šukės" ("Kirik Hayatlar")
17:00 "Kaip ilgai aš tavęs laukiau" ("Как долго я тебя ждала")
18:00 "Aš - karalienė" ("La Reina Soy Yo")
18:45 "Aš - karalienė" ("La Reina Soy Yo")
19:30 "Aš - karalienė" ("La Reina Soy Yo")
20:10 "Moterys meluoja geriau" ("WOMEN LIE BETTER YR 6 (FA'12)")
20:35 "Moterys meluoja geriau" ("WOMEN LIE BETTER YR 6 (FA'12)")
21:00 "Moterys meluoja geriau" ("WOMEN LIE BETTER YR 6 (FA'12)")
21:30 "Pasikalbėkim" . Lietuva Pramogos 2025. 25 sez 1 s
22:00 "Džentelmenai" ("The Gentlemen")
00:00 "Nepaprasta uoslė" ("Нюхач"). Ukraina Veiksmo, Kriminalinis, Drama 2017. 3 sez 4 s N-14 

2025-01-04 - Šeštadienis
06:30 "Skonių sodas" ("Вкусный Сад")
06:45 "Skonių sodas" ("Вкусный Сад")
07:00 "Skonių sodas" ("Вкусный Сад")
07:15 "Skonių sodas" ("Вкусный Сад")
07:30 "Tėvai paprastai" . Lietuva Pramogos 2025. 2 sez 1 s
08:00 "Meilės galia" ("Choti Sarrdaarni")
08:30 "Meilės galia" ("Choti Sarrdaarni")
09:00 "Meilės galia" ("Choti Sarrdaarni")
09:30 "Meilės galia" ("Choti Sarrdaarni")
10:00 "Meilės galia" ("Choti Sarrdaarni")
10:30 "Meilės galia" ("Choti Sarrdaarni")
11:00 "Džeimio Oliverio supermaistas" ("Jamie's Super Foods")
12:00 "Skaičius ar herbas?" ("Орел и Решка. Рай и Ад")
13:00 "Skaičius ar herbas?" ("Орел и решка. Кругосветка")
14:00 "Niekas nenutinka du kartus" ("Ничто не случается дважды")
15:00 "Niekas nenutinka du kartus" ("Ничто не случается дважды")
16:00 "Kitas pasaulis. Nepalas" ("Мир наизнанку. Непал")
17:00 "Kitas pasaulis. Nepalas" ("Мир наизнанку. Непал")
18:00 "Aš - karalienė" ("La Reina Soy Yo")
18:45 "Aš - karalienė" ("La Reina Soy Yo")
19:30 "Aš - karalienė" ("La Reina Soy Yo")
20:10 "Moterys meluoja geriau" ("WOMEN LIE BETTER YR 6 (FA'12)")
20:35 "Moterys meluoja geriau" ("WOMEN LIE BETTER YR 6 (FA'12)")
21:00 "Nikonovas ir kiti" ("Никонов и Ко")
22:00 "Tai galėjo nutikti ir tau" ("It Could Happen to You")
00:00 "Nepaprasta uoslė" ("Нюхач"). Ukraina Veiksmo, Kriminalinis, Drama 2017. 3 sez 5 s N-14 

2025-01-05 - Sekmadienis
06:30 "Skonių sodas" ("Вкусный Сад")
06:45 "Skonių sodas" ("Вкусный Сад")
07:00 "Skonių sodas" ("Вкусный Сад")
07:15 "Skonių sodas" ("Вкусный Сад")
07:30 "Skonių sodas" ("Вкусный Сад")
07:45 "Skonių sodas" ("Вкусный Сад")
08:00 "Meilės galia" ("Choti Sarrdaarni")
08:30 "Meilės galia" ("Choti Sarrdaarni")
09:00 "Meilės galia" ("Choti Sarrdaarni")
09:30 "Meilės galia" ("Choti Sarrdaarni")
10:00 "Meilės galia" ("Choti Sarrdaarni")
10:30 "Meilės galia" ("Choti Sarrdaarni")
11:00 "Džeimio Oliverio supermaistas" ("Jamie's Super Foods")
12:00 "Skaičius ar herbas?" ("Орел и решка. Кругосветка")
13:00 "Skaičius ar herbas?" ("Орел и решка. Кругосветка")
14:00 "Niekas nenutinka du kartus" ("Ничто не случается дважды")
15:00 "Niekas nenutinka du kartus" ("Ничто не случается дважды")
16:00 "Kitas pasaulis. Nepalas" ("Мир наизнанку. Непал")
17:00 "Kitas pasaulis. Nepalas" ("Мир наизнанку. Непал")
18:00 "Aš - karalienė" ("La Reina Soy Yo")
18:45 "Aš - karalienė" ("La Reina Soy Yo")
19:30 "Aš - karalienė" ("La Reina Soy Yo")
20:10 "Moterys meluoja geriau" ("WOMEN LIE BETTER YR 6 (FA'12)")
20:30 "Tavo horoskopas su Nagliu Šulija" . Lietuva Pramogos 2024. 1 sez 44 s N-7
21:00 "Nikonovas ir kiti" ("Никонов и Ко")
22:00 "Karatė vaikis 2" ("The Karate Kid Part II")
00:00 "Apuokas" ("Филин"). Ukraina Detektyvas, Komedija 2020. 1 sez 24 s N-14 

2025-01-06 - Pirmadienis
06:30 "Skonių sodas" ("Вкусный Сад")
06:45 "Skonių sodas" ("Вкусный Сад")
07:00 "Skonių sodas" ("Вкусный Сад")
07:15 "Skonių sodas" ("Вкусный Сад")
07:30 "Pasikalbėkim" . Lietuva Pramogos 2025. 25 sez 1 s
08:00 "Stebuklų medžiotojai" ("Охотники за чудесами")
09:00 "Praeitis dar tik laukia" ("Когда прошлое впереди")
10:00 "Kaip ilgai aš tavęs laukiau" ("Как долго я тебя ждала")
11:00 "Maištingosios amazonės" ("Las Amazonas")
11:45 "Maištingosios amazonės" ("Las Amazonas")
12:30 "Maištingosios amazonės" ("Las Amazonas")
13:15 "Maištingosios amazonės" ("Las Amazonas")
14:00 "Gyvenimo šukės" ("Kirik Hayatlar")
14:45 "Gyvenimo šukės" ("Kirik Hayatlar")
15:30 "Gyvenimo šukės" ("Kirik Hayatlar")
16:15 "Gyvenimo šukės" ("Kirik Hayatlar")
17:00 "Kaip ilgai aš tavęs laukiau" ("Как долго я тебя ждала")
18:00 "Aš - karalienė" ("La Reina Soy Yo")
18:45 "Aš - karalienė" ("La Reina Soy Yo")
19:30 "Aš - karalienė" ("La Reina Soy Yo")
20:10 "Moterys meluoja geriau" ("WOMEN LIE BETTER YR 6 (FA'12)")
20:35 "Moterys meluoja geriau" ("WOMEN LIE BETTER YR 6 (FA'12)")
21:00 "Moterys meluoja geriau" ("WOMEN LIE BETTER YR 6 (FA'12)")
21:30 "Sveikatos DNR" . Lietuva Pramogos 2025. 25 sez 1 s
22:00 "Nemylimi" . Not Specified 2009. 2009 sez 85 s N-7
22:30 "Nemylimi" . Not Specified 2009. 2009 sez 86 s N-7
23:00 "Agentas pagal iškvietimą" ("Опер по вызову")
00:00 "Apuokas" ("Филин"). Ukraina Detektyvas, Komedija 2020. 1 sez 25 s N-14 

2025-01-07 - Antradienis
06:30 "Skonių sodas" ("Вкусный Сад")
06:45 "Skonių sodas" ("Вкусный Сад")
07:00 "Skonių sodas" ("Вкусный Сад")
07:15 "Skonių sodas" ("Вкусный Сад")
07:30 "Sveikatos DNR" . Lietuva Pramogos 2025. 25 sez 1 s
08:00 "Stebuklų medžiotojai" ("Охотники за чудесами")
09:00 "Praeitis dar tik laukia" ("Когда прошлое впереди")
10:00 "Kaip ilgai aš tavęs laukiau" ("Как долго я тебя ждала")
11:00 "Maištingosios amazonės" ("Las Amazonas")
11:45 "Maištingosios amazonės" ("Las Amazonas")
12:30 "Maištingosios amazonės" ("Las Amazonas")
13:15 "Maištingosios amazonės" ("Las Amazonas")
14:00 "Gyvenimo šukės" ("Kirik Hayatlar")
14:45 "Gyvenimo šukės" ("Kirik Hayatlar")
15:30 "Gyvenimo šukės" ("Kirik Hayatlar")
16:15 "Gyvenimo šukės" ("Kirik Hayatlar")
17:00 "Kaip ilgai aš tavęs laukiau" ("Как долго я тебя ждала")
18:00 "Aš - karalienė" ("La Reina Soy Yo")
18:45 "Aš - karalienė" ("La Reina Soy Yo")
19:30 "Aš - karalienė" ("La Reina Soy Yo")
20:10 "Moterys meluoja geriau" ("WOMEN LIE BETTER YR 6 (FA'12)")
20:35 "Moterys meluoja geriau" ("WOMEN LIE BETTER YR 6 (FA'12)")
21:00 "Moterys meluoja geriau" ("WOMEN LIE BETTER YR 6 (FA'12)")
21:30 "Dienos pjūvis" ("Dienos Pjuvis")
22:00 "Nemylimi" . Not Specified 2009. 2009 sez 87 s N-7
22:30 "Nemylimi" . Not Specified 2009. 2009 sez 88 s N-7
23:00 "Agentas pagal iškvietimą" ("Опер по вызову")
00:00 "Apuokas" ("Филин"). Ukraina Detektyvas, Komedija 2020. 1 sez 26 s N-14 

2025-01-08 - Trečiadienis
06:30 "Skonių sodas" ("Вкусный Сад")
06:45 "Skonių sodas" ("Вкусный Сад")
07:00 "Skonių sodas" ("Вкусный Сад")
07:15 "Skonių sodas" ("Вкусный Сад")
07:30 "Dienos pjūvis" ("Dienos Pjuvis")
08:00 "Stebuklų medžiotojai" ("Охотники за чудесами")
09:00 "Praeitis dar tik laukia" ("Когда прошлое впереди")
10:00 "Kaip ilgai aš tavęs laukiau" ("Как долго я тебя ждала")
11:00 "Maištingosios amazonės" ("Las Amazonas")
11:45 "Maištingosios amazonės" ("Las Amazonas")
12:30 "Maištingosios amazonės" ("Las Amazonas")
13:15 "Maištingosios amazonės" ("Las Amazonas")
14:00 "Gyvenimo šukės" ("Kirik Hayatlar")
14:45 "Gyvenimo šukės" ("Kirik Hayatlar")
15:30 "Gyvenimo šukės" ("Kirik Hayatlar")
16:15 "Gyvenimo šukės" ("Kirik Hayatlar")
17:00 "Kaip ilgai aš tavęs laukiau" ("Как долго я тебя ждала")
18:00 "Aš - karalienė" ("La Reina Soy Yo")
18:45 "Aš - karalienė" ("La Reina Soy Yo")
19:30 "Aš - karalienė" ("La Reina Soy Yo")
20:10 "Moterys meluoja geriau" ("WOMEN LIE BETTER YR 6 (FA'12)")
20:35 "Moterys meluoja geriau" ("WOMEN LIE BETTER YR 6 (FA'12)")
21:00 "Moterys meluoja geriau" ("WOMEN LIE BETTER YR 6 (FA'12)")
21:30 "33 minutės" . Lietuva Aktualijos 2024. 24 sez 36 s
22:00 "Nemylimi" . Not Specified 2009. 2009 sez 89 s N-7
22:30 "Nemylimi" . Not Specified 2009. 2009 sez 90 s N-7
23:00 "Agentas pagal iškvietimą" ("Опер по вызову")
00:00 "Apuokas" ("Филин"). Ukraina Detektyvas, Komedija 2020. 1 sez 27 s N-14 

2025-01-09 - Ketvirtadienis
06:30 "Nauji Piterio Peno nuotykiai" ("Les nouvelles aventures de Peter Pan")
07:00 "Nauji Piterio Peno nuotykiai" ("Les nouvelles aventures de Peter Pan")
07:30 "33 minutės" . Lietuva Aktualijos 2024. 24 sez 36 s
08:00 "Stebuklų medžiotojai" ("Охотники за чудесами")
09:00 "Praeitis dar tik laukia" ("Когда прошлое впереди")
10:00 "Kaip ilgai aš tavęs laukiau" ("Как долго я тебя ждала")
11:00 "Maištingosios amazonės" ("Las Amazonas")
11:45 "Maištingosios amazonės" ("Las Amazonas")
12:30 "Maištingosios amazonės" ("Las Amazonas")
13:15 "Maištingosios amazonės" ("Las Amazonas")
14:00 "Gyvenimo šukės" ("Kirik Hayatlar")
14:45 "Gyvenimo šukės" ("Kirik Hayatlar")
15:30 "Gyvenimo šukės" ("Kirik Hayatlar")
16:15 "Gyvenimo šukės" ("Kirik Hayatlar")
17:00 "Kaip ilgai aš tavęs laukiau" ("Как долго я тебя ждала")
18:00 "Aš - karalienė" ("La Reina Soy Yo")
18:45 "Aš - karalienė" ("La Reina Soy Yo")
19:30 "Aš - karalienė" ("La Reina Soy Yo")
20:10 "Moterys meluoja geriau" ("WOMEN LIE BETTER YR 6 (FA'12)")
20:35 "Moterys meluoja geriau" ("WOMEN LIE BETTER YR 6 (FA'12)")
21:00 "Moterys meluoja geriau" ("WOMEN LIE BETTER YR 6 (FA'12)")
21:30 "Kažkas naujo" . Lietuva Pramogos 2025. 2 s
22:00 "Kietas faras" ("Звонарь")
23:00 "Agentas pagal iškvietimą" ("Опер по вызову 2")

2025-01-10 - Penktadienis
06:30 "Nauji Piterio Peno nuotykiai" ("Les nouvelles aventures de Peter Pan")
07:00 "Nauji Piterio Peno nuotykiai" ("Les nouvelles aventures de Peter Pan")
07:30 "Kažkas naujo" . Lietuva Pramogos 2025. 2 s
08:00 "Stebuklų medžiotojai" ("Охотники за чудесами")
09:00 "Praeitis dar tik laukia" ("Когда прошлое впереди")
10:00 "Kaip ilgai aš tavęs laukiau" ("Как долго я тебя ждала")
11:00 "Maištingosios amazonės" ("Las Amazonas")
11:45 "Maištingosios amazonės" ("Las Amazonas")
12:30 "Maištingosios amazonės" ("Las Amazonas")
13:15 "Maištingosios amazonės" ("Las Amazonas")
14:00 "Gyvenimo šukės" ("Kirik Hayatlar")
14:45 "Gyvenimo šukės" ("Kirik Hayatlar")
15:30 "Gyvenimo šukės" ("Kirik Hayatlar")
16:15 "Gyvenimo šukės" ("Kirik Hayatlar")
17:00 "Kaip ilgai aš tavęs laukiau" ("Как долго я тебя ждала")
18:00 "Aš - karalienė" ("La Reina Soy Yo")
18:45 "Aš - karalienė" ("La Reina Soy Yo")
19:30 "Aš - karalienė" ("La Reina Soy Yo")
20:10 "Moterys meluoja geriau" ("WOMEN LIE BETTER YR 6 (FA'12)")
20:35 "Moterys meluoja geriau" ("WOMEN LIE BETTER YR 6 (FA'12)")
21:00 "Moterys meluoja geriau" ("WOMEN LIE BETTER YR 6 (FA'12)")
21:30 "Pasikalbėkim" . Lietuva Pramogos 2025. 25 sez 2 s
22:00 "Idealus pabėgimas" ("A Perfect Getaway")
23:40 "Nepaprasta uoslė" ("Нюхач"). Ukraina Veiksmo, Kriminalinis, Drama 2017. 3 sez 6 s N-14 

2025-01-11 - Šeštadienis
06:30 "Nauji Piterio Peno nuotykiai" ("Les nouvelles aventures de Peter Pan")
07:00 "Nauji Piterio Peno nuotykiai" ("Les nouvelles aventures de Peter Pan")
07:30 "Tėvai paprastai" . Lietuva Pramogos 2025. 2 sez 2 s
08:00 "Meilės galia" ("Choti Sarrdaarni")
08:30 "Meilės galia" ("Choti Sarrdaarni")
09:00 "Meilės galia" ("Choti Sarrdaarni")
09:30 "Meilės galia" ("Choti Sarrdaarni")
10:00 "Meilės galia" ("Choti Sarrdaarni")
10:30 "Meilės galia" ("Choti Sarrdaarni")
11:00 "Džeimio Oliverio supermaistas" ("Jamie's Super Foods")
12:00 "Skaičius ar herbas?" ("Орел и решка. Кругосветка")
13:00 "Skaičius ar herbas?" ("Орел и решка. Кругосветка")
14:00 "Niekas nenutinka du kartus" ("Ничто не случается дважды")
15:00 "Niekas nenutinka du kartus" ("Ничто не случается дважды")
16:00 "Kitas pasaulis. Nepalas" ("Мир наизнанку. Непал")
17:00 "Kitas pasaulis. Nepalas" ("Мир наизнанку. Непал")
18:00 "Aš - karalienė" ("La Reina Soy Yo")
18:45 "Aš - karalienė" ("La Reina Soy Yo")
19:30 "Aš - karalienė" ("La Reina Soy Yo")
20:10 "Moterys meluoja geriau" ("WOMEN LIE BETTER YR 6 (FA'12)")
20:35 "Moterys meluoja geriau" ("WOMEN LIE BETTER YR 6 (FA'12)")
21:00 "Nikonovas ir kiti" ("Никонов и Ко")
22:00 "Pagrobimas" ("Arsenal")
23:40 "Nepaprasta uoslė" ("Нюхач"). Ukraina Veiksmo, Kriminalinis, Drama 2017. 3 sez 7 s N-14 

2025-01-12 - Sekmadienis
06:30 "Nauji Piterio Peno nuotykiai" ("Les nouvelles aventures de Peter Pan")
07:00 "Nauji Piterio Peno nuotykiai" ("Les nouvelles aventures de Peter Pan")
07:30 "Nauji Piterio Peno nuotykiai" ("Les nouvelles aventures de Peter Pan")
08:00 "Meilės galia" ("Choti Sarrdaarni")
08:30 "Meilės galia" ("Choti Sarrdaarni")
09:00 "Meilės galia" ("Choti Sarrdaarni")
09:30 "Meilės galia" ("Choti Sarrdaarni")
10:00 "Meilės galia" ("Choti Sarrdaarni")
10:30 "Meilės galia" ("Choti Sarrdaarni")
11:00 "Džeimio Oliverio supermaistas" ("Jamie's Super Foods")
12:00 "Skaičius ar herbas?" ("Орел и решка. Кругосветка")
13:00 "Skaičius ar herbas?" ("Орел и решка. Кругосветка")
14:00 "Niekas nenutinka du kartus" ("Ничто не случается дважды")
15:00 "Niekas nenutinka du kartus" ("Ничто не случается дважды")
16:00 "Kitas pasaulis. Nepalas" ("Мир наизнанку. Непал")
17:00 "Kitas pasaulis. Nepalas" ("Мир наизнанку. Непал")
18:00 "Aš - karalienė" ("La Reina Soy Yo")
18:45 "Aš - karalienė" ("La Reina Soy Yo")
19:30 "Aš - karalienė" ("La Reina Soy Yo")
20:10 "Moterys meluoja geriau" ("WOMEN LIE BETTER YR 6 (FA'12)")
20:30 "Tavo horoskopas su Nagliu Šulija" . Lietuva Pramogos 2024. 1 sez 45 s N-7
21:00 "Nikonovas ir kiti" ("Никонов и Ко")
22:00 "Karatė berniukas 3" ("The Karate Kid Part III")
23:55 "Nepaprasta uoslė" ("Нюхач"). Ukraina Veiksmo, Kriminalinis, Drama 2017. 3 sez 8 s N-14
00:00 "Apuokas" ("Филин"). Ukraina Detektyvas, Komedija 2020. 1 sez 28 s N-14 

2025-01-13 - Pirmadienis
06:30 "Nauji Piterio Peno nuotykiai" ("Les nouvelles aventures de Peter Pan")
07:00 "Nauji Piterio Peno nuotykiai" ("Les nouvelles aventures de Peter Pan")
07:30 "Pasikalbėkim" . Lietuva Pramogos 2025. 25 sez 2 s
08:00 "Stebuklų medžiotojai" ("Охотники за чудесами")
09:00 "Praeitis dar tik laukia" ("Когда прошлое впереди")
10:00 "Kaip ilgai aš tavęs laukiau" ("Как долго я тебя ждала")
11:00 "Maištingosios amazonės" ("Las Amazonas")
11:45 "Maištingosios amazonės" ("Las Amazonas")
12:30 "Maištingosios amazonės" ("Las Amazonas")
13:15 "Maištingosios amazonės" ("Las Amazonas")
14:00 "Gyvenimo šukės" ("Kirik Hayatlar")
14:45 "Gyvenimo šukės" ("Kirik Hayatlar")
15:30 "Gyvenimo šukės" ("Kirik Hayatlar")
16:15 "Gyvenimo šukės" ("Kirik Hayatlar")
17:00 "Kaip ilgai aš tavęs laukiau" ("Как долго я тебя ждала")
18:00 "Aš - karalienė" ("La Reina Soy Yo")
18:45 "Aš - karalienė" ("La Reina Soy Yo")
19:30 "Aš - karalienė" ("La Reina Soy Yo")
20:10 "Moterys meluoja geriau" . Lietuva Drama, Not Specified 2012. 6 sez 106 s N-7
20:35 "Moterys meluoja geriau" . Lietuva Drama, Not Specified 2012. 6 sez 107 s N-7
21:00 "Moterys meluoja geriau" . Lietuva Drama, Not Specified 2012. 6 sez 108 s N-7
21:30 "Sveikatos DNR" . Lietuva Pramogos 2025. 25 sez 2 s
22:00 "Kietas faras" ("Звонарь")
23:00 "Agentas pagal iškvietimą" ("Опер по вызову 2")
00:00 "Apuokas" ("Филин"). Ukraina Detektyvas, Komedija 2020. 1 sez 29 s N-14 

2025-01-14 - Antradienis
06:30 "Nauji Piterio Peno nuotykiai" ("Les nouvelles aventures de Peter Pan")
07:00 "Nauji Piterio Peno nuotykiai" ("Les nouvelles aventures de Peter Pan")
07:30 "Sveikatos DNR" . Lietuva Pramogos 2025. 25 sez 2 s
08:00 "Stebuklų medžiotojai" ("Охотники за чудесами")
09:00 "Praeitis dar tik laukia" ("Когда прошлое впереди")
10:00 "Kaip ilgai aš tavęs laukiau" ("Как долго я тебя ждала")
11:00 "Maištingosios amazonės" ("Las Amazonas")
11:45 "Maištingosios amazonės" ("Las Amazonas")
12:30 "Maištingosios amazonės" ("Las Amazonas")
13:15 "Maištingosios amazonės" ("Las Amazonas")
14:00 "Gyvenimo šukės" ("Kirik Hayatlar")
14:45 "Gyvenimo šukės" ("Kirik Hayatlar")
15:30 "Gyvenimo šukės" ("Kirik Hayatlar")
16:15 "Gyvenimo šukės" ("Kirik Hayatlar")
17:00 "Kaip ilgai aš tavęs laukiau" ("Как долго я тебя ждала")
18:00 "Aš - karalienė" ("La Reina Soy Yo")
18:45 "Aš - karalienė" ("La Reina Soy Yo")
19:30 "Aš - karalienė" ("La Reina Soy Yo")
20:10 "Moterys meluoja geriau" . Lietuva Drama, Not Specified 2012. 6 sez 109 s N-7
20:35 "Moterys meluoja geriau" . Lietuva Drama, Not Specified 2012. 6 sez 110 s N-7
21:00 "Moterys meluoja geriau" . Lietuva Drama, Not Specified 2012. 6 sez 111 s N-7
21:30 "Dienos pjūvis" ("Dienos Pjuvis")
22:00 "Kietas faras" ("Звонарь")
23:00 "Agentas pagal iškvietimą" ("Опер по вызову 2")
00:00 "Apuokas" ("Филин"). Ukraina Detektyvas, Komedija 2020. 1 sez 30 s N-14 

2025-01-15 - Trečiadienis
06:30 "Nauji Piterio Peno nuotykiai" ("Les nouvelles aventures de Peter Pan")
07:00 "Nauji Piterio Peno nuotykiai" ("Les nouvelles aventures de Peter Pan")
07:30 "Dienos pjūvis" ("Dienos Pjuvis")
08:00 "Stebuklų medžiotojai" ("Охотники за чудесами")
09:00 "Praeitis dar tik laukia" ("Когда прошлое впереди")
10:00 "Kaip ilgai aš tavęs laukiau" ("Как долго я тебя ждала")
11:00 "Maištingosios amazonės" ("Las Amazonas")
11:45 "Maištingosios amazonės" ("Las Amazonas")
12:30 "Maištingosios amazonės" ("Las Amazonas")
13:15 "Maištingosios amazonės" ("Las Amazonas")
14:00 "Gyvenimo šukės" ("Kirik Hayatlar")
14:45 "Gyvenimo šukės" ("Kirik Hayatlar")
15:30 "Gyvenimo šukės" ("Kirik Hayatlar")
16:15 "Gyvenimo šukės" ("Kirik Hayatlar")
17:00 "Kaip ilgai aš tavęs laukiau" ("Как долго я тебя ждала")
18:00 "Aš - karalienė" ("La Reina Soy Yo")
18:45 "Aš - karalienė" ("La Reina Soy Yo")
19:30 "Aš - karalienė" ("La Reina Soy Yo")
20:10 "Moterys meluoja geriau" . Lietuva Drama, Not Specified 2012. 6 sez 112 s N-7
20:35 "Moterys meluoja geriau" . Lietuva Drama, Not Specified 2012. 6 sez 113 s N-7
21:00 "Moterys meluoja geriau" . Lietuva Drama, Not Specified 2012. 6 sez 114 s N-7
21:30 "33 minutės" . Lietuva Aktualijos 2024. 24 sez 37 s
22:00 "Kietas faras" ("Звонарь")
23:00 "Agentas pagal iškvietimą" ("Опер по вызову 2")
00:00 "Apuokas" ("Филин"). Ukraina Detektyvas, Komedija 2020. 1 sez 31 s N-14 

2025-01-16 - Ketvirtadienis
06:30 "Nauji Piterio Peno nuotykiai" ("Les nouvelles aventures de Peter Pan")
07:00 "Nauji Piterio Peno nuotykiai" ("Les nouvelles aventures de Peter Pan")
07:30 "33 minutės" . Lietuva Aktualijos 2024. 24 sez 37 s
08:00 "Stebuklų medžiotojai" ("Охотники за чудесами")
09:00 "Praeitis dar tik laukia" ("Когда прошлое впереди")
10:00 "Kaip ilgai aš tavęs laukiau" ("Как долго я тебя ждала")
11:00 "Maištingosios amazonės" ("Las Amazonas")
11:45 "Maištingosios amazonės" ("Las Amazonas")
12:30 "Maištingosios amazonės" ("Las Amazonas")
13:15 "Maištingosios amazonės" ("Las Amazonas")
14:00 "Gyvenimo šukės" ("Kirik Hayatlar")
14:45 "Gyvenimo šukės" ("Kirik Hayatlar")
15:30 "Gyvenimo šukės" ("Kirik Hayatlar")
16:15 "Gyvenimo šukės" ("Kirik Hayatlar")
17:00 "Zoja" ("Зоя")
18:00 "Aš - karalienė" ("La Reina Soy Yo")
18:45 "Aš - karalienė" ("La Reina Soy Yo")
19:30 "Aš - karalienė" ("La Reina Soy Yo")
20:10 "Moterys meluoja geriau" . Lietuva Drama, Not Specified 2012. 6 sez 115 s N-7
20:35 "Superfarai" ("Суперкопы 1")
21:00 "Superfarai" ("Суперкопы 1")
21:30 "Kažkas naujo" . Lietuva Pramogos 2025. 3 s
