LRT TV
12.15 Mokslo moterys (Women of Science). Dokumentinis serialas. 2023 m. | Belgija, Italija, Austrija, Didžioji Britanija, Vokietija, Lietuva. Monica Gori. Neuromokslas ir vaikai.
12.30 Kas ir kodėl? Intelektinė viktorina. Ved. Darius Jurgelevičius.
13.00 Anthony Bourdainas. Nepažįstami kraštai (Anthony Bourdain. Parts Unknown). Dokumentinis nuotykių serialas. 2017 m. JAV. N-7. 9/3 s.
13.45 Euromaxx. Europos kultūros ir gyvenimo būdo žurnalas.
14.00 Žinios. Orai.
14.20 Laba diena, Lietuva.
15.00 Žinios. Orai. 
15.15 Laba diena, Lietuva.
16.00 Žinios. Orai.
16.20 Premjera. Didelės ir mažos širdys (All Creatures Great and Small). Komiškas draminis serialas. 2020 m. Jungtinė Karalystė. 1/2 s.
17.10 Premjera. Palikimas (Legacy). Draminis serialas. 2020 m. Pietų Afrika. N-7. 1/86 s.
18.00 Kas ir kodėl? Intelektinė viktorina. Ved. Darius Jurgelevičius.
18.30 Svarbi valanda.
19.30 Eurolyga per LRT. Krepšinio apžvalga.
19.45 Eurolygos krepšinio turnyras. Kauno „Žalgiris“ – Pirėjo „Olympiakos“. Tiesioginė transliacija iš Kauno. | Per pertrauką – Eurolyga per LRT. Krepšinio apžvalga.
22.00 Vakare su Audrium Giržadu. Pramoginė pokalbių programa.
23.00 Fargo (Fargo). Kriminalinis juodosios komedijos serialas. 2017 m. JAV. N-14. 3/4 s.
23.50 Anthony Bourdainas. Nepažįstami kraštai (Anthony Bourdain. Parts Unknown). Dokumentinis nuotykių serialas. 2017 m. JAV. N-7. 9/3 s. (kart.).

2025-01-03 - Penktadienis
0.35 Aidas Giniotis su Žmonėm. Jubiliejinis koncertas.
2.00 LRT radijo žinios.
2.05 Vakare su Audrium Giržadu. Pramoginė pokalbių programa. (kart.).
3.00 LRT radijo žinios.
3.05 Kas ir kodėl? Intelektinė viktorina. Ved. Darius Jurgelevičius. (kart.).
3.30 Langas į valdžią. Aktualijų programa. Ved. Rita Miliūtė.
4.00 LRT radijo žinios.
4.05 Istorijos detektyvai. Istorinė publicistika. Ved. Virginijus Savukynas. (subtitruota, kart.).
5.00 LRT radijo žinios.
5.05 Svarbi valanda (kart.).
6.00 Lietuvos Respublikos himnas.
6.02 Labas rytas, Lietuva.
9.00 Leipcigo kriminalinė policija (Soko Leipzig). Detektyvinis serialas. 2011 m. Vokietija. N-7. 12/6 s.
9.50 Pagalbos šauksmas (Notruf Hafenkante). Detektyvinis serialas. 2015 m. Vokietija. N-7. 9/1 s.
10.40 31-oji nuovada (District 31). Detektyvinis serialas. 2016 m. Kanada. N-7. 43, 44 s.
11.30 Paskutinis pėdsakas (Letzte Spur Berlin). Detektyvinis serialas. 2021 m. Vokietija. N-7. 11/6 s.
12.15 Mokslo moterys (Women of Science). Dokumentinis serialas. 2023 m. | Anne-Marie Imafidon. Kompiuterijos mokslininkė. Belgija, Italija, Austrija, Didžioji Britanija, Vokietija, Lietuva.
12.30 Kas ir kodėl? Intelektinė viktorina. Ved. Darius Jurgelevičius.
13.00 Anthony Bourdainas. Nepažįstami kraštai (Anthony Bourdain. Parts Unknown). Dokumentinis nuotykių serialas. 2017 m. JAV. N-7. 9/4 s.
13.45 Euromaxx. Europos kultūros ir gyvenimo būdo žurnalas.
14.00 Žinios. Orai.
14.20 Laba diena, Lietuva.
15.00 Žinios. Orai.
15.15 Laba diena, Lietuva.
16.00 Žinios. Orai.
16.20 Premjera. Didelės ir mažos širdys (All Creatures Great and Small). Komiškas draminis serialas. 2020 m. Jungtinė Karalystė. 1/3 s.
17.10 Premjera. Palikimas (Legacy). Draminis serialas. 2020 m. Pietų Afrika. N-7. 1/87 s.
18.00 Kas ir kodėl? Intelektinė viktorina. Ved. Darius Jurgelevičius.
18.30 Svarbi valanda.
19.30 Didysis dailės iššūkis. Kūrybinės varžytuvės. Ved. Algirdas ir Remigijus Gataveckai.
20.30 Panorama.
21.00 Dienos tema.
21.20 Sportas. Orai.
21.30 Auksinis protas. Intelektinė viktorina. Ved. Arūnas Valinskas ir Andrius Tapinas.
22.45 Žvaigždžių karai. IV. Nauja viltis (Star Wars. Episode IV. A New Hope). Mokslinės fantastikos filmas. 1977 m. | Rež. George Lucas. Vaid. Mark Hamill, Harrison Ford, Carrie Fisher, Peter Cushing. JAV. N-7.

2025-01-04 - Šeštadienis
0.50 Viktoras Frankenšteinas (Victor Frankenstein). Mokslinės fantastikos drama. 2015 m. | Rež. Paul McGuigan. Vaid. Daniel Radcliffe, Jessica Brown Findlay, Bronson Webb. JAV. N-14.
2.40 Meile mano (Love Life). Drama. 2022 m. | Rež. Kôji Fukada. Vaid. Win Morisaki, Fumino Kimura, Tomorô Taguchi, Kento Nagayama. Japonija, Prancūzija. N-14. (subtitruota, kart.).
4.40 Euromaxx. Europos kultūros ir gyvenimo būdo žurnalas.
5.00 LRT radijo žinios.
5.05 Svarbi valanda (kart.).
6.00 Lietuvos Respublikos himnas.
6.02 Tai kur toliau? Kelionių programa. Ved. Martynas Starkus. (kart.).
7.00 Didysis dailės iššūkis. Kūrybinės varžytuvės. Ved. Algirdas ir Remigijus Gataveckai. (kart.).
8.00 Išaušus dienai X. Programa, skirta pilietinei gynybai ir pasiruošimui ekstremalioms situacijoms. Ved. Mantas Vilimas.
8.30 Sveikatos sezonas. Programa apie sveikatą. Ved. Jaunius Urbutis. (subtitruota).
9.00 Labas rytas, Lietuva.
12.00 Mėlynoji planeta 2 (Blue Planet 2). Dokumentinis serialas. Didžioji Britanija. 2017 m. 2 d. Gelmės (The Deep). Prod. Orla Doherty. (subtitruota).
12.55 Premjera. Gamtos kalendorius. Gegužė (Nature’s Calendar. May). Dokumentinis filmas. 2024 m. Rež. Phil Coles. Vokietija. (subtitruota).
13.50 Agata Kristi. Mįslingos žmogžudystės (Les petits meurtres d’Agatha Christie). Detektyvinis serialas. 2013 m. Prancūzija, Šveicarija. N-7. 2/26 s.
15.30 Žinios. Orai.
15.45 Sveikinimų koncertas. Ved. Regina Jokubauskaitė.
17.30 Beatos virtuvė. Kulinarinė gyvenimo būdo programa. Ved. Beata Nicholson. (subtitruota).
18.30 Žinios. Sportas. Orai.
19.00 Keliai. Mašinos. Žmonės. Programa apie eismo saugumo ir automobilizmo aktualijas. Ved. Artūras Pakėnas.
19.30 Stilius. Gyvenimo būdo žurnalas. Ved. Violeta Baublienė.
20.30 Panorama.
20.52 Sportas. Orai.
21.00 LRT Metų apdovanojimai 2024. Ved. Eglė Daugėlaitė ir Audrius Giržadas.
22.40 Tomo Krauno afera (The Thomas Crown Affair). Romantinė kriminalinė komedija. 1999 m. | Rež. John McTiernan. Vaid. Pierce Brosnan, Rene Russo, Denis Leary, Ben Gazzara. JAV. N-14. (subtitruota).

2025-01-05 - Sekmadienis
0.30 Mano didžioji naktis (Mi gran noche). Romantinė komedija. 2015 m. | Rež. Álex de la Iglesia. Vaid. Raphael, Mario Casas, Pepón Nieto, Blanca Suárez, Hugo Silva, Carmen Machi. Ispanija. N-7. (kart.).
2.05 Žvaigždžių karai. IV. Nauja viltis (Star Wars. Episode IV. A New Hope). Mokslinės fantastikos filmas. 1977 m. | Rež. George Lucas. Vaid. Mark Hamill, Harrison Ford, Carrie Fisher, Peter Cushing. JAV. N-7. (kart.).
4.10 Mėlynoji planeta 2 (Blue Planet 2). Dokumentinis serialas. Didžioji Britanija. 2017 m. 2 d. Gelmės (The Deep). Prod. Orla Doherty. (subtitruota, kart.).
5.05 Gamtos kalendorius. Gegužė (Nature’s Calendar. May). Dokumentinis filmas. 2024 m. Rež. Phil Coles. Vokietija. (subtitruota, kart.).
6.00 Lietuvos Respublikos himnas.
6.02 Čia – kinas. Programa apie kiną Lietuvoje ir pasaulyje.
6.30 Širdyje lietuvis. Informacinė programa apie pasaulio lietuvius (subtitruota).
7.30 Kultūros diena. Kultūros įvykių žurnalas.
8.00 Šventadienio mintys. Religinė programa. Ved. Dalia Michelevičiūtė.
8.30 Gyventi kaime gera. Gyvenimo užmiestyje programa. Ved. Kristina Savickaitė.
9.00 Čia mano sodas. Šviečiamoji pramoginė programa apie sodą. Ved. Lina Liubertaitė.
9.30 Gamtininko užrašai. Programa apie Lietuvos gamtą. Ved. Marius Čepulis.
10.00 Gustavo enciklopedija. Programa ne tik vaikams. Ved. Audrius Rakauskas. (subtitruota).
10.30 Lietuvos tūkstantmečio vaikai. Moksleivių žinių viktorina. Ved. Paulius Ambrazevičius.
11.30 Čia dabar?! Aktualijų programa vaikams.
12.00 Gyvūnų dinastijos (Dynasties). Dokumentinis serialas. 2018 m. Didžioji Britanija. 1/1 s. (subtitruota).
12.55 Planeta Žemė (Planet Earth). Dokumentinis serialas. 2006 m. Didžioji Britanija. 8 d. Džiunglės.
13.55 Jaunasis Morsas (Endeavour). Detektyvinis serialas. 2018 m. Didžioji Britanija. N-7. 5/2 s.
15.30 Žinios. Orai.
15.45 Istorijos detektyvai. Istorinė publicistika. Ved. Virginijus Savukynas. (subtitruota).
16.45 Duokim garo! Tautinės kultūros tradicijas skatinanti muzikinė programa. Ved. Loreta Sungailienė ir Liudas Mikalauskas.
18.00 Savaitė su „Dviračio žiniomis“. Pramoginė humoro programa.
18.30 Žinios. Sportas. Orai.
19.00 Langas į valdžią. Aktualijų programa. Ved. Rita Miliūtė.
19.30 Savaitė. Visuomenės aktualijų programa. Ved. Nemira Pumprickaitė.
20.30 Panorama.
20.52 Sportas. Orai.
21.00 Premjera. Marija Antuanetė (Marie Antoinette). Draminis biografinis serialas. 2022 m. Prancūzija. N-14. 1/8 s.
22.00 3 minutės iki kino. Filmą „Per arti“ pristato filmo aktorė Dovilė Kundrotaitė.
22.03 Premjera. Per arti. Drama. 2023 m. | Rež. Austėja Urbaitė. Vaid. Dovilė Kundrotaitė, Anne Azoulay, Arthur Igual, Inesa Sionova, Ajus Antanavičius ir kt. Lietuva. N-14.
23.50 Viktoras Frankenšteinas (Victor Frankenstein). Mokslinės fantastikos drama. 2015 m. | Rež. Paul McGuigan. Vaid. Daniel Radcliffe, Jessica Brown Findlay, Bronson Webb. JAV. N-14. (kart.).

2025-01-06 - Pirmadienis
1.35 Sparnelis ar šlaunelė (L’aile ou la cuisse). Komedija. 1976 m. | Rež. Claude Zidi. Vaid. Louis de Funès, Coluche, Ann Zacharias, Julien Guiomar, Claude Gensac. Prancūzija. N-7. (subtitruota, kart.).
3.20 Marija Antuanetė (Marie Antoinette). Draminis biografinis serialas. 2022 m. Prancūzija. N-14. 1/8 s. (kart.).
4.15 Gyvūnų dinastijos (Dynasties). Dokumentinis serialas. 2018 m. Didžioji Britanija. 1/1 s. (subtitruota, kart.).
5.05 Planeta Žemė (Planet Earth). Dokumentinis serialas. 2006 m. Didžioji Britanija. 8 d. Džiunglės. (kart.).
6.00 Lietuvos Respublikos himnas.
6.02 Labas rytas, Lietuva.
9.00 Leipcigo kriminalinė policija (Soko Leipzig). Detektyvinis serialas. 2011 m. Vokietija. N-7. 12/7 s.
9.50 Pagalbos šauksmas (Notruf Hafenkante). Detektyvinis serialas. 2015 m. Vokietija. N-7. 9/2 s.
10.40 31-oji nuovada (District 31). Detektyvinis serialas. 2016 m. Kanada. N-7. 45, 46 s.
11.30 Paskutinis pėdsakas (Letzte Spur Berlin). Detektyvinis serialas. 2021 m. Vokietija. N-7. 11/7 s.
12.15 Mokslo moterys (Women of Science). Dokumentinis serialas. 2023 m. | Ieva Plikusienė. Vilniaus universiteto vyriausioji mokslo darbuotoja. Belgija, Italija, Austrija, Didžioji Britanija, Vokietija, Lietuva.
12.30 Kas ir kodėl? Intelektinė viktorina. Ved. Darius Jurgelevičius.
13.00 Anthony Bourdainas. Nepažįstami kraštai (Anthony Bourdain. Parts Unknown). Dokumentinis nuotykių serialas. 2017 m. JAV. N-7. 9/5 s.
13.45 Euromaxx. Europos kultūros ir gyvenimo būdo žurnalas.
14.00 Žinios. Orai.
14.20 Laba diena, Lietuva.
15.00 Žinios. Orai.
15.15 Laba diena, Lietuva.
16.00 Žinios. Orai.
16.20 Premjera. Didelės ir mažos širdys (All Creatures Great and Small). Komiškas draminis serialas. 2020 m. Jungtinė Karalystė. 1/4 s.
17.10 Premjera. Palikimas (Legacy). Draminis serialas. 2020 m. Pietų Afrika. N-7. 1/88 s.
18.00 Kas ir kodėl? Intelektinė viktorina. Ved. Darius Jurgelevičius.
18.30 Svarbi valanda.
19.30 Daiktų istorijos. Istorinė publicistika. Ved. Saulius Pilinkus. (subtitruota).
20.30 Panorama.
21.00 Dienos tema.
21.20 Sportas. Orai.
21.30 LRT forumas. Diskusijų programa. Ved. Deividas Jursevičius.
22.30 Dviračio žinios. Pramoginė humoro programa. Ved. Milda Noreikaitė.
23.00 Fargo (Fargo). Kriminalinis juodosios komedijos serialas. 2017 m. JAV. N-14. 3/5 s.
24.00 Anthony Bourdainas. Nepažįstami kraštai (Anthony Bourdain. Parts Unknown). Dokumentinis nuotykių serialas. 2017 m. JAV. N-7. 9/5 s. (kart.).
0.45 Euromaxx. Europos kultūros ir gyvenimo būdo žurnalas. (kart.)
1.00 LRT radijo žinios.
1.05 Daiktų istorijos. Istorinė publicistika. Ved. Saulius Pilinkus. (subtitruota, kart.).
2.00 LRT radijo žinios.
2.05 LRT forumas. Diskusijų programa. Ved. Deividas Jursevičius. (kart.).
3.00 LRT radijo žinios.
3.05 Kas ir kodėl? Intelektinė viktorina. Ved. Darius Jurgelevičius. (kart.).
3.30 Dviračio žinios. Pramoginė humoro programa. Ved. Milda Noreikaitė. (kart.).
4.00 LRT radijo žinios.
4.05 Savaitė. Visuomenės aktualijų programa. Ved. Nemira Pumprickaitė. (kart.).
5.00 LRT radijo žinios.
5.05 Svarbi valanda (kart.).

2025-01-07 - Antradienis
6.00 Lietuvos Respublikos himnas.
6.02 Labas rytas, Lietuva.
9.00 Leipcigo kriminalinė policija (Soko Leipzig). Detektyvinis serialas. 2011 m. Vokietija. N-7. 12/8 s.
9.50 Pagalbos šauksmas (Notruf Hafenkante). Detektyvinis serialas. 2015 m. Vokietija. N-7. 9/3 s.
10.40 31-oji nuovada (District 31). Detektyvinis serialas. 2016 m. Kanada. N-7. 47, 48 s.
11.30 Paskutinis pėdsakas (Letzte Spur Berlin). Detektyvinis serialas. 2021 m. Vokietija. N-7. 11/8 s.
12.15 Sporto akimirkos su LRT. Įsimintiniausios Lietuvos sportininkų pergalės.
12.30 Kas ir kodėl? Intelektinė viktorina. Ved. Darius Jurgelevičius.
13.00 Anthony Bourdainas. Nepažįstami kraštai (Anthony Bourdain. Parts Unknown). Dokumentinis nuotykių serialas. 2017 m. JAV. N-7. 9/6 s.
13.45 Euromaxx. Europos kultūros ir gyvenimo būdo žurnalas.
14.00 Žinios. Orai.
14.20 Laba diena, Lietuva.
15.00 Žinios. Orai.
15.15 Laba diena, Lietuva.
16.00 Žinios. Orai.
16.20 Premjera. Didelės ir mažos širdys (All Creatures Great and Small). Komiškas draminis serialas. 2020 m. Jungtinė Karalystė. 1/5 s.
17.10 Premjera. Palikimas (Legacy). Draminis serialas. 2020 m. Pietų Afrika. N-7. 1/89 s.
18.00 Kas ir kodėl? Intelektinė viktorina. Ved. Darius Jurgelevičius.
18.30 Svarbi valanda.
19.30 (Ne)emigrantai. Gyvenimo būdo programa apie lietuvius emigracijoje ir sugrįžusius iš jos. (subtitruota).
20.30 Panorama (su vertimu į gestų k.).
21.00 Dienos tema (su vertimu į gestų k.).
21.20 Sportas. Orai (su vertimu į gestų k.).
21.30 Neišspręsti istorijos ginčai. Dokumentinė programa apie prieštaringiausius Lietuvos istorijos momentus. Ved. Alfredas Bumblauskas.
22.30 Dviračio žinios. Pramoginė humoro programa. Ved. Milda Noreikaitė.
23.00 Fargo (Fargo). Kriminalinis juodosios komedijos serialas. 2017 m. JAV. N-14. 3/6 s.
23.45 Anthony Bourdainas. Nepažįstami kraštai (Anthony Bourdain. Parts Unknown). Dokumentinis nuotykių serialas. 2017 m. JAV. N-7. 9/6 s. (kart.).
0.30 Nepaprasti žmonės. Gyvenimo būdo programa. Ved. Edvardas Kubilius.
1.00 LRT radijo žinios.
1.05 (Ne)emigrantai. Gyvenimo būdo programa apie lietuvius emigracijoje ir sugrįžusius iš jos. (subtitruota, kart.).
2.00 LRT radijo žinios.
2.05 Neišspręsti istorijos ginčai. Dokumentinė programa apie prieštaringiausius Lietuvos istorijos momentus. Ved. Alfredas Bumblauskas. (kart.).
3.00 LRT radijo žinios.
3.05 Kas ir kodėl? Intelektinė viktorina. Ved. Darius Jurgelevičius. (kart.).
3.30 Dviračio žinios. Pramoginė humoro programa. Ved. Milda Noreikaitė. (kart.).
4.00 LRT radijo žinios.
4.05 Beatos virtuvė. Kulinarinė gyvenimo būdo programa. Ved. Beata Nicholson. (subtitruota, kart.).
5.00 LRT radijo žinios.
5.05 Svarbi valanda (kart.).

2025-01-08 - Trečiadienis
6.00 Lietuvos Respublikos himnas.
6.02 Labas rytas, Lietuva.
9.00 Leipcigo kriminalinė policija (Soko Leipzig). Detektyvinis serialas. 2011 m. Vokietija. N-7. 12/9 s.
9.50 Pagalbos šauksmas (Notruf Hafenkante). Detektyvinis serialas. 2015 m. Vokietija. N-7. 9/4 s.
10.40 31-oji nuovada (District 31). Detektyvinis serialas. 2016 m. Kanada. N-7. 49, 50 s.
11.30 Paskutinis pėdsakas (Letzte Spur Berlin). Detektyvinis serialas. 2021 m. Vokietija. N-7. 11/9 s.
12.15 Sporto akimirkos su LRT. Įsimintiniausios Lietuvos sportininkų pergalės.
12.30 Kas ir kodėl? Intelektinė viktorina. Ved. Darius Jurgelevičius.
13.00 Anthony Bourdainas. Nepažįstami kraštai (Anthony Bourdain. Parts Unknown). Dokumentinis nuotykių serialas. 2017 m. JAV. N-7. 9/7 s.
13.45 Euromaxx. Europos kultūros ir gyvenimo būdo žurnalas.
14.00 Žinios. Orai.
14.20 Laba diena, Lietuva.
15.00 Žinios. Orai.
15.15 Laba diena, Lietuva.
16.00 Žinios. Orai.
16.20 Premjera. Didelės ir mažos širdys (All Creatures Great and Small). Komiškas draminis serialas. 2020 m. Jungtinė Karalystė. 1/6 s.
17.10 Premjera. Palikimas (Legacy). Draminis serialas. 2020 m. Pietų Afrika. N-7. 1/90 s.
18.00 Kas ir kodėl? Intelektinė viktorina. Ved. Darius Jurgelevičius.
18.30 Svarbi valanda.
19.30 Tai kur toliau? Kelionių programa. Ved. Martynas Starkus.
20.30 Panorama.
21.00 Dienos tema.
21.20 Sportas. Orai.
21.30 Lietuva kalba. Diskusijų programa. Ved. Rasa Tapinienė.
22.30 Dviračio žinios. Pramoginė humoro programa. Ved. Milda Noreikaitė.
23.00 Fargo (Fargo). Kriminalinis juodosios komedijos serialas. 2017 m. JAV. N-14. 3/7 s.
23.45 Anthony Bourdainas. Nepažįstami kraštai (Anthony Bourdain. Parts Unknown). Dokumentinis nuotykių serialas. 2017 m. JAV. N-7. 9/7 s. (kart.).
0.30 Nepaprasti žmonės. Gyvenimo būdo programa. Ved. Edvardas Kubilius.
1.00 LRT radijo žinios.
1.05 Tai kur toliau? Kelionių programa. Ved. Martynas Starkus. (kart.).
2.00 LRT radijo žinios.
2.05 Lietuva kalba. Diskusijų programa. Ved. Rasa Tapinienė. (kart.).
3.00 LRT radijo žinios.
3.05 Kas ir kodėl? Intelektinė viktorina. Ved. Darius Jurgelevičius. (kart.).
3.30 Dviračio žinios. Pramoginė humoro programa. Ved. Milda Noreikaitė. (kart.).
4.00 LRT radijo žinios.
4.05 Stilius. Gyvenimo būdo žurnalas. Ved. Violeta Baublienė. (kart.).
5.00 LRT radijo žinios.
5.05 Svarbi valanda (kart.).

2025-01-09 - Ketvirtadienis
6.00 Lietuvos Respublikos himnas.
6.02 Labas rytas, Lietuva.
9.00 Leipcigo kriminalinė policija (Soko Leipzig). Detektyvinis serialas. 2011 m. Vokietija. N-7. 12/10 s.
9.50 Pagalbos šauksmas (Notruf Hafenkante). Detektyvinis serialas. 2015 m. Vokietija. N-7. 9/5 s.
10.40 31-oji nuovada (District 31). Detektyvinis serialas. 2016 m. Kanada. N-7. 51, 52 s.
11.30 Paskutinis pėdsakas (Letzte Spur Berlin). Detektyvinis serialas. 2021 m. Vokietija. N-7. 11/10 s.
12.15 Sporto akimirkos su LRT. Įsimintiniausios Lietuvos sportininkų pergalės.
12.30 Kas ir kodėl? Intelektinė viktorina. Ved. Darius Jurgelevičius.
13.00 Anthony Bourdainas. Nepažįstami kraštai (Anthony Bourdain. Parts Unknown). Dokumentinis nuotykių serialas. 2017 m. JAV. N-7. 9/8 s.
13.45 Euromaxx. Europos kultūros ir gyvenimo būdo žurnalas.
14.00 Žinios. Orai.
14.20 Laba diena, Lietuva.
15.00 Žinios. Orai.
15.15 Laba diena, Lietuva.
16.00 Žinios. Orai.
16.15 Premjera. Didelės ir mažos širdys (All Creatures Great and Small). Komiškas draminis serialas. 2020 m. Jungtinė Karalystė. 1/7 s.
17.10 Premjera. Palikimas (Legacy). Draminis serialas. 2020 m. Pietų Afrika. N-7. 1/91 s.
18.00 Kas ir kodėl? Intelektinė viktorina. Ved. Darius Jurgelevičius.
18.30 Svarbi valanda.
19.30 LRT girdi. Aktualijų programa. Ved. Domas Burkauskas.
20.30 Panorama.
21.00 Dienos tema.
21.20 Sportas. Orai.
21.30 Vakare su Audrium Giržadu. Pramoginė pokalbių programa.
22.30 Dviračio žinios. Pramoginė humoro programa. Ved. Milda Noreikaitė.
23.00 Fargo (Fargo). Kriminalinis juodosios komedijos serialas. 2017 m. JAV. N-14. 3/8 s.
23.50 Anthony Bourdainas. Nepažįstami kraštai (Anthony Bourdain. Parts Unknown). Dokumentinis nuotykių serialas. 2017 m. JAV. N-7. 9/8 s. (kart.).
0.30 Nepaprasti žmonės. Gyvenimo būdo programa. Ved. Edvardas Kubilius.
1.00 LRT radijo žinios.
1.05 LRT girdi. Aktualijų programa. Ved. Domas Burkauskas. (kart.).
2.00 LRT radijo žinios.
2.05 Vakare su Audrium Giržadu. Pramoginė pokalbių programa. (kart.).
3.00 LRT radijo žinios.
3.05 Kas ir kodėl? Intelektinė viktorina. Ved. Darius Jurgelevičius. (kart.).
3.30 Dviračio žinios. Pramoginė humoro programa. Ved. Milda Noreikaitė. (kart.).
4.00 LRT radijo žinios.
4.05 Istorijos detektyvai. Istorinė publicistika. Ved. Virginijus Savukynas. (subtitruota, kart.).
5.00 LRT radijo žinios.
5.05 Svarbi valanda (kart.).

2025-01-10 - Penktadienis
6.00 Lietuvos Respublikos himnas.
6.02 Labas rytas, Lietuva.
9.00 Leipcigo kriminalinė policija (Soko Leipzig). Detektyvinis serialas. 2011 m. Vokietija. N-7. 12/11 s.
9.50 Pagalbos šauksmas (Notruf Hafenkante). Detektyvinis serialas. 2015 m. Vokietija. N-7. 9/6 s.
10.40 31-oji nuovada (District 31). Detektyvinis serialas. 2016 m. Kanada. N-7. 53, 54 s.
11.30 Paskutinis pėdsakas (Letzte Spur Berlin). Detektyvinis serialas. 2021 m. Vokietija. N-7. 11/11 s.
12.15 Sporto akimirkos su LRT. Įsimintiniausios Lietuvos sportininkų pergalės.
12.30 Kas ir kodėl? Intelektinė viktorina. Ved. Darius Jurgelevičius.
13.00 Anthony Bourdainas. Nepažįstami kraštai (Anthony Bourdain. Parts Unknown). Dokumentinis nuotykių serialas. 2017 m. JAV. N-7. 10/1 s.
13.45 Euromaxx. Europos kultūros ir gyvenimo būdo žurnalas.
14.00 Žinios. Orai.
14.20 Laba diena, Lietuva.
15.00 Žinios. Orai.
15.15 Laba diena, Lietuva.
16.00 Žinios. Orai.
16.20 Premjera. Didelės ir mažos širdys (All Creatures Great and Small). Komiškas draminis serialas. 2021 m. Jungtinė Karalystė. 2/1 s.
17.10 Premjera. Palikimas (Legacy). Draminis serialas. 2020 m. Pietų Afrika. N-7. 1/91 s.
18.00 Kas ir kodėl? Intelektinė viktorina. Ved. Darius Jurgelevičius.
18.30 Svarbi valanda.
