LRT TV
-----
Sausis
-----
2026-01-01 - Ketvirtadienis
00.00 LRT Naujųjų metų šou (tęsinys).
00.30 Koncertas „Marijonas Mikutavičius 360 / Vilnius“.
02.00 Saulius Prūsaitis. Metų koncertinis SHOW. 2024.
03.15 Gypsy Fest Vilnius 2025.
04.20 Stingas. Koncertas iš Šamboro (Sting: Live At Chambord). Renesanso elegancijos ir roko susitikimas!
06.00 Lietuvos Respublikos himnas.
06.02 Daiktų istorijos. Istorinė publicistika. Ved. Saulius Pilinkus. (subtitruota, kart.).
07.00 Gero gyvenimo receptai. Pokalbių programa. Ved. Beata Nicholson. (subtitruota, kart.).
07.55 Stilius. Gyvenimo būdo žurnalas. Ved. Violeta Baublienė. (kart.).
08.50 Drebuliukas (Zitterinchen). Filmas šeimai. 2022. Rež.: Luise Brinkmann. Vaid.: Lale Andrä, Aram Arami, Roland Florstedt, Jona Hansen. Vokietija.
09.50 Premjera. Parduota princesė (Die verkaufte Prinzessin). Filmas šeimai. 2023. Rež.: Matthias Steurer. Vaid.: Judith Neumann, Pasquale Aleardi, Kristin Hunold, Langston Uibel. Vokietija, Italija.
10.55 Šv. Mišios Pasaulinei taikos dienai. Tiesioginė transliacija iš Vatikano.
12.40 Vienos filharmonijos orkestro 2026-ųjų Naujametis koncertas.
15.00 Roko opera „Jūratė ir Kastytis“. Atsisveikinimo koncertas Kauno „Žalgirio“ arenoje. Paskutinį kartą scenoje Jūratės vaidmenį atlieka – Aistė Smilgevičiūtė, Kastyčio – Marijonas Mikutavičius, Kopų senio – Vladas Kovaliovas. 2025.
16.30 Metų panorama. (kart.).
17.30 Spėk ir atspėk. Pramoginis žaidimas. Ved. Žygimantas Gečas.
18.00 Kas ir kodėl? Intelektinė viktorina. Ved. Darius Jurgelevičius.
18.30 Žinios. Sportas. Orai (su vertimu į gestų k.).
19.00 Dviračio savaitė. Humoristinė aktualijų programa. Ved. Augustinas Gricius.
19.30 Stonkus tiesiogiai. Humoristinė pokalbių programa.
20.30 Panorama.
20.52 Sportas. Orai.
21.00 3 minutės iki kino. Filmą „Pietinia kronikas“ pristato filmo aktoriai Džiugas Grinys ir Robertas Petraitis.
21.03 Premjera. Pietinia kronikas. Vaidybinis filmas. Rež.: Ignas Miškinis. Vaidina Džiugas Grinys, Robertas Petraitis, Digna Kulionytė. Lietuva. N-14.
23.05 Premjera. Japoniškas sodas. Keturi metų laikai. Dokumentinis filmas. Rež.: Aidas Markauskas. 2025.
23.55 Didmiesčio nuovada (Großstadtrevier). Draminis serialas. 2021. Vokietija. N-7. 34/12 s. (kart.).

2026-01-02 - Penktadienis
0.45 Dviračio savaitė. Humoristinė aktualijų programa. Ved. Augustinas Gricius. (kart.).
1.10 Stonkus tiesiogiai. Humoristinė pokalbių programa. (kart.).
2.05 Stilius. Gyvenimo būdo žurnalas. Ved. Violeta Baublienė. (kart.).
3.00 Kas ir kodėl? Intelektinė viktorina. Ved. Darius Jurgelevičius. (kart.).
3.25 Spėk ir atspėk. Pramoginis žaidimas. Ved. Žygimantas Gečas. (kart.).
3.55 Pietinia kronikas. Vaidybinis filmas. Rež.: Ignas Miškinis. Vaid.: Džiugas Grinys, Robertas Petraitis, Digna Kulionytė. Lietuva. N-14. (kart.).
6.00 Lietuvos Respublikos himnas.
6.02 Labas rytas, Lietuva.
6.30 Žinios. Sportas. Orai.
6.40 Labas rytas, Lietuva.
7.00 Žinios. Orai.
7.07 Labas rytas, Lietuva.
7.30 Žinios. Orai.
7.37 Labas rytas, Lietuva.
8.00 Žinios. Orai.
8.07 Labas rytas, Lietuva.
8.30 Žinios. Sportas. Orai.
8.40 Labas rytas, Lietuva.
