duo Star
-----
Rugpjūtis
-----
2026-08-10 - Pirmadienis
13:35 Bado žaidynės: sakmė apie strazdą ir gyvatę. Veiksmo, karinis, nuotykių. JAV, 2023
16:15 Aferistės. Komedija, kriminalinis, drama. JAV, 2019
18:00 Trys muškietininkai: D'artanjanas. Nuotykių, veiksmo, istorinis. Prancūzija, 2023
20:00 Stadiono vaikis. Komedija. JAV, 1998
21:25 127 Valandos. Drama, biografinis, nuotykių. JAV, 2010
22:55 Trys muškietininkai: D'artanjanas. Nuotykių, veiksmo, istorinis. Prancūzija, 2023

2026-09-06 - Sekmadienis
02:55 Ką rodo "Filmzone"?
03:25 Duo Mix


2026-09-07 - Pirmadienis


2026-09-08 - Antradienis


2026-09-09 - Trečiadienis


2026-09-10 - Ketvirtadienis


2026-09-11 - Penktadienis


2026-09-12 - Šeštadienis


2026-09-13 - Sekmadienis


2026-09-14 - Pirmadienis


2026-09-15 - Antradienis


2026-09-16 - Trečiadienis


2026-09-17 - Ketvirtadienis


2026-09-18 - Penktadienis


2026-09-19 - Šeštadienis


2026-09-20 - Sekmadienis


2026-09-21 - Pirmadienis


2026-09-22 - Antradienis


2026-09-23 - Trečiadienis


2026-09-24 - Ketvirtadienis


2026-09-25 - Penktadienis


2026-09-26 - Šeštadienis


2026-09-27 - Sekmadienis


2026-09-28 - Pirmadienis


2026-09-29 - Antradienis


2026-09-30 - Trečiadienis


-----
Spalis
-----
2026-10-01 - Ketvirtadienis


2026-10-02 - Penktadienis


2026-10-03 - Šeštadienis


2026-10-04 - Sekmadienis


2026-10-05 - Pirmadienis


2026-10-06 - Antradienis


2026-10-07 - Trečiadienis


2026-10-08 - Ketvirtadienis


2026-10-09 - Penktadienis


2026-10-10 - Šeštadienis


2026-10-11 - Sekmadienis


2026-10-12 - Pirmadienis


2026-10-13 - Antradienis


2026-10-14 - Trečiadienis


2026-10-15 - Ketvirtadienis


2026-10-16 - Penktadienis


2026-10-17 - Šeštadienis


2026-10-18 - Sekmadienis


2026-10-19 - Pirmadienis


2026-10-20 - Antradienis


2026-10-21 - Trečiadienis


2026-10-22 - Ketvirtadienis


2026-10-23 - Penktadienis


2026-10-24 - Šeštadienis


2026-10-25 - Sekmadienis


2026-10-26 - Pirmadienis


2026-10-27 - Antradienis


2026-10-28 - Trečiadienis


2026-10-29 - Ketvirtadienis


2026-10-30 - Penktadienis


2026-10-31 - Šeštadienis


-----
Lapkritis
-----
2026-11-01 - Sekmadienis


2026-11-02 - Pirmadienis


2026-11-03 - Antradienis


2026-11-04 - Trečiadienis


2026-11-05 - Ketvirtadienis


2026-11-06 - Penktadienis


2026-11-07 - Šeštadienis


2026-11-08 - Sekmadienis


2026-11-09 - Pirmadienis


2026-11-10 - Antradienis


2026-11-11 - Trečiadienis


2026-11-12 - Ketvirtadienis


2026-11-13 - Penktadienis


2026-11-14 - Šeštadienis


2026-11-15 - Sekmadienis


2026-11-16 - Pirmadienis


2026-11-17 - Antradienis


2026-11-18 - Trečiadienis


2026-11-19 - Ketvirtadienis


2026-11-20 - Penktadienis


2026-11-21 - Šeštadienis


2026-11-22 - Sekmadienis


2026-11-23 - Pirmadienis


2026-11-24 - Antradienis


2026-11-25 - Trečiadienis


2026-11-26 - Ketvirtadienis


2026-11-27 - Penktadienis


2026-11-28 - Šeštadienis


2026-11-29 - Sekmadienis


2026-11-30 - Pirmadienis


-----
Gruodis
-----
2026-12-01 - Antradienis


2026-12-02 - Trečiadienis


2026-12-03 - Ketvirtadienis


2026-12-04 - Penktadienis


2026-12-05 - Šeštadienis


2026-12-06 - Sekmadienis


2026-12-07 - Pirmadienis


2026-12-08 - Antradienis


2026-12-09 - Trečiadienis


2026-12-10 - Ketvirtadienis


2026-12-11 - Penktadienis


2026-12-12 - Šeštadienis


2026-12-13 - Sekmadienis


2026-12-14 - Pirmadienis


2026-12-15 - Antradienis


2026-12-16 - Trečiadienis


2026-12-17 - Ketvirtadienis


2026-12-18 - Penktadienis


2026-12-19 - Šeštadienis


2026-12-20 - Sekmadienis


2026-12-21 - Pirmadienis


2026-12-22 - Antradienis


2026-12-23 - Trečiadienis


2026-12-24 - Ketvirtadienis


2026-12-25 - Penktadienis


2026-12-26 - Šeštadienis


2026-12-27 - Sekmadienis


2026-12-28 - Pirmadienis


2026-12-29 - Antradienis


2026-12-30 - Trečiadienis


2026-12-31 - Ketvirtadienis


