-----
Sausis
-----
2007-01-01 - Pirmadienis

2007-01-02 - Antradienis

2007-01-03 - Trečiadienis

2007-01-04 - Ketvirtadienis
11.00	Čarlio angelai (48) (Charlie's Angels). 1976 m. JAV. Rež.: Ivan Goff. Vaid.: Kate Jackson, Farrah Fawcett-Majors, Jacklyn Smith.
Veiksmo serialas
12.00	Gelbėtojų komanda (7) (k) (Third Watch I). 1999 m. JAV. Rež.: Paul McCrane, Matt Earl Beesley. Vaid.: Coby Bell, Jason Wiles, Michael Beach. N7
Serialas
13.00	Mano svajonių Džinė (103) (k) (I Dream of Jeanny). 1965 m. JAV. Rež.: Sidney Sheldon . Vaid.: Larry Hagman, Barbara Eden.
Humoro serialas
13.30	Storulis Albertas (37) (Fat Albert and the Cosby Kids). 1972 m. JAV.
Animacinis serialas
13.55	Super Duper Sumo (25) (Super Duper Sumos). 2003 m. JAV,Pietų Korėja,Kanada.
Animacinis serialas
14.20	Raganaitė Sabrina (13) (Sabrina the Animated Series). 2001 m. JAV. Rež.: David Teague, Scott Heming.
Animacinis serialas
14.45	Šviesos kampelis (113) (Rincon de Luz (Little House of Light)). 2003 m. Argentina. Rež.: Gerardo Mariani. Vaid.: Laura Anders, Valeria Britos, Monica Calho, Osvaldo Cappra.
Telenovelė
15.45	Be namų negerai (2795) (Home and Away). 2002 m. Australija. Rež.: Alan Bateman. Vaid.: Lyn Collingwood, Katie Ritchie, Vanessa Downing.
Telenovelė
16.13	Žodis - ne žvirblis.
