13.25	Visos žvaigždės (53) (Baby Looney Tunes II). 2002 m. JAV. Rež.: Michael Hack, Scott Heming.
Animacinis serialas
13.50	Godzila (5) (Godzilla: the Series). 1998 m. JAV. Rež.: Natham Chew, David Hartman.
Animacinis serialas
14.15	Filmukų šou (7, 8) (Cartoonie Show, The). JAV.
Animacinis serialas
14.30	Nešas Bridžas (40) (k) (Nash Bridges). 1996 m. JAV. Vaid.: Don Johnson, Cheech Marin, Jaime Gomez. N7
Veiksmo serialas
15.30	RETROSPEKTYVA "Kino operatorius Algimantas Mikutėnas" (k). Autoriai Juozas Matonis ir Vytautas Damaševičius. Ciklas "Menininkų portretai". 2006 m.
16.00	Baltic New Music Chart (k). Muzikinė - pramoginė laida. Vedėja Solveiga Zubrickienė.
17.00	Seserys (7) (Related). 2005 m. JAV. Vaid.: Jennifer Esposito, Kiele Sanchez, Lizzy Caplan, Laura Breckenridge.
Serialas
17.58	Žodis - ne žvirblis.
18.00	Nuotakos siaubūnės (21) (Bridezillas). 2005 m. JAV.
Realybės šou
19.00	Mylimiausia sesuo (45, 46) (What I Like About You III). 2004 m. JAV. Rež.: Wil Calhoun, Dan Schneider. Vaid.: Amanda Bynes, Jennie Garth, Simon Rex.
Situacijų komedija
20.00	Po Kalifornijos saule (40) (O.C.II, The). 2003 m. JAV. Vaid.: Peter Gallagher, Kelly Rowan, Benjamin McKenzie, Adam Brody.
Serialas
21.00	Ugnies pavilioti (1) (Answered by Fire). 2006 m. Kanada, Australija. Rež.: Jessica Hobbs. Vaid.: Daniela Carvalho, Alex Tilman, Fatima Almeida.
Drama
22.45	Draugai II (41) (Friends II). 1995 m. JAV. Vaid.: David Schwimmer, Matthew Perry, Courtney Cox, Jennifer Aniston, Lisa Kudrow, Matt LeBlanc. N7
Humoro serialas
23.15	Seserys (7) (k) (Related). 2005 m. JAV. Vaid.: Jennifer Esposito, Kiele Sanchez, Lizzy Caplan, Laura Breckenridge.
Serialas
00.15	Nuotakos siaubūnės (21) (k) (Bridezillas). 2005 m. JAV.
Realybės šou

2008-01-06 - Sekmadienis

2008-01-07 - Pirmadienis
08.25	Dienos programa.
08.30	Draugai II (41) (k) (Friends II). 1995 m. JAV. Vaid.: David Schwimmer, Matthew Perry, Courtney Cox, Jennifer Aniston, Lisa Kudrow, Matt LeBlanc. N7
Humoro serialas
09.00	Super Duper Sumo (5) (k) (Super Duper Sumos). 2003 m. Kanada, Pietų Korėja, JAV.
Animacinis serialas
09.25	Kiauliamiestis (4) (k) (Pig City). 2002 m. Kanada.
Animacinis serialas
09.50	Labai slaptos agentės (67) (Totally Spies II). 2003 m. JAV, Prancūzija.
Animacinis serialas
10.15	Šaolinio kovos (1) (k) (Xiaolin Showdown I). 2003 m. JAV. Rež.: Stephen Sandoval, Tim Eldred.
Animacinis serialas
10.40	Ir vėl Endis... (4) (What's With Andy). 2003 m. Kanada. Rež.: Richard Paré.
Animacinis serialas
11.05	Raganaitė Sabrina (13) (Sabrina the Animated Series). 2001 m. JAV. Rež.: David Teague, Scott Heming.
Animacinis serialas
11.30	Svetimas gyvenimas (65) (k) (Vidas Prestadas). 2000 m. Peru. Rež.: Luis Barrios, Aldo Salvini. Vaid.: Grecia Colmenares, Luis José Santander, Sonia Oquendo.
Telenovelė
12.25	Po Kalifornijos saule (40) (k) (O.C.II, The). 2003 m. JAV. Vaid.: Peter Gallagher, Kelly Rowan, Benjamin McKenzie, Adam Brody.
Serialas
13.25	Lesė (Lassie). 2005 m. Prancūzija, Didžioji Britanija, Airija, JAV. Rež.: Charles Sturridge. Vaid.: Peter O'Toole, Hester Odgers, Samantha Morton.
Nuotykių filmas šeimai
15.20	Maištingas amžius (151) (Rebelde Way 2). 2002 m. Argentina. Rež.: Martin Mariani, Cris Morena. Vaid.: Jazmin Becar Varela, Camila Bordonaba, Felipe Colombo.
Telenovelė
16.25	Super Duper Sumo (6) (Super Duper Sumos). 2003 m. Kanada, Pietų Korėja, JAV.
Animacinis serialas
16.50	Kiauliamiestis (5) (Pig City). 2002 m. Kanada.
Animacinis serialas
17.15	Pakvaišusi porelė (1) (Mad About You). 1992 m. JAV. Vaid.: Paul Reiser, Helen Hunt.
Humoro serialas
17.53	Žodis - ne žvirblis.
17.55	Galingoji mangusta (Mighty Civet, the). 2003 m. JAV.
Dokumentinis filmas
19.00	F. T. Budrioji akis (20) (Sue Thomas: F. B. Eye). 2002 m. JAV. Rež.: Dave Alan Johnson , Gary R. Johnson . Vaid.: Deanne Bray, Yannick Bisson, Rick Peters.
Kriminalinis veiksmo serialas
20.00	Svetimas gyvenimas (66) (Vidas Prestadas). 2000 m. Peru. Rež.: Luis Barrios, Aldo Salvini. Vaid.: Grecia Colmenares, Luis José Santander, Sonia Oquendo.
Telenovelė
21.00	Kita moteris (k) (Another Woman). 1988 m. JAV. Rež.: Woody Allen. Vaid.: Gena Rowlands, Mia Farrow, Ian Holm. N7
Drama
22.35	Makbraidas. Daktaro nėra ir nebus (k) (McBride: the Doctor Is Out... Really Out). 2005 m. JAV. Rež.: John Larroquette. Vaid.: John Larroquette, Marta DuBois, Matt Lutz. N7
Detektyvinis serialas

2008-01-08 - Antradienis

2008-01-09 - Trečiadienis

2008-01-10 - Ketvirtadienis
08.25	Dienos programa.
08.30	PREMJERA "Dailininkas Algis Griškevičius". Autoriai Juozas Matonis ir Vytautas Damaševičius. Ciklas "Menininkų portretai". 2006 m.
09.00	Super Duper Sumo (8) (k) (Super Duper Sumos). 2003 m. Kanada, Pietų Korėja, JAV.
Animacinis serialas
09.25	Kiauliamiestis (7) (k) (Pig City). 2002 m. Kanada.
Animacinis serialas
09.50	Merė Keitė ir Ešlė skuba į pagalbą (16) (k) (Mary-Kate and Ashley: in Action!). 2001 m. JAV.
Animacinis serialas
10.15	Lioko kodas (43) (Code Lyoko). 2004 m. Prancūzija. Rež.: Jérome Mouscadet.
Animacinis serialas
10.40	Ir vėl Endis... (7) (What's With Andy). 2003 m. Kanada. Rež.: Richard Paré.
Animacinis serialas
11.05	Raganaitė Sabrina (16) (Sabrina the Animated Series). 2001 m. JAV. Rež.: David Teague, Scott Heming.
Animacinis serialas
11.30	Svetimas gyvenimas (68) (k) (Vidas Prestadas). 2000 m. Peru. Rež.: Luis Barrios, Aldo Salvini. Vaid.: Grecia Colmenares, Luis José Santander, Sonia Oquendo.
Telenovelė
12.30	Mylimiausia sesuo (45, 46) (k) (What I Like About You III). 2004 m. JAV. Rež.: Wil Calhoun, Dan Schneider. Vaid.: Amanda Bynes, Jennie Garth, Simon Rex.
Situacijų komedija
13.20	Avalonas (k) (Avalon). 1990 m. JAV. Rež.: Barry Levinson. Vaid.: Leo Fuchs, Eve Gordon, Lou Jacobi.
Drama
15.30	Maištingas amžius (154) (Rebelde Way 2). 2002 m. Argentina. Rež.: Martin Mariani, Cris Morena. Vaid.: Jazmin Becar Varela, Camila Bordonaba, Felipe Colombo.
Telenovelė
16.25	Super Duper Sumo (9) (Super Duper Sumos). 2003 m. Kanada, Pietų Korėja, JAV.
Animacinis serialas
16.50	Kiauliamiestis (8) (Pig City). 2002 m. Kanada.
Animacinis serialas
17.15	Nekviesta meilė 2 (114) (k). 2007 m. Lietuva. Rež.: Alvydas Šlepikas. Vaid.: Inga Jankauskaitė, Adolfas Večerskis, Rimantė Valiukaitė, Saulius Balandis.
Serialas
18.00	Žudymo instinktas (40) (Killer Instinct). 2001 m. JAV.
Dokumentinis serialas
19.00	Blogiau nebūna (9) (Worst Case Scenarios). 2002 m. JAV. Rež.: Adam Briles, James Flint. Vaid.: Mike Rowe, Danielle Burgio, Tyler Vogt.
Serialas
20.00	Svetimas gyvenimas (69) (Vidas Prestadas). 2000 m. Peru. Rež.: Luis Barrios, Aldo Salvini. Vaid.: Grecia Colmenares, Luis José Santander, Sonia Oquendo.
Telenovelė
21.00	Vonderlendo žudikai (Wonderland). 2003 m. Kanada, JAV. Rež.: James Cox. Vaid.: Kate Bosworth, Carrie Fisher, Val Kilmer. N14
Kriminalinė drama
23.00	Revolveris (k) (Revolver). 2005 m. Prancūzija, Didžioji Britanija. Rež.: Guy Ritchie. Vaid.: Jason Statham, Ray Liotta, Vincent Pastore. N14
Kriminalinė drama

2008-01-11 - Penktadienis

2008-01-12 - Šeštadienis

2008-01-13 - Sekmadienis
08.15	Nauja programa.
08.20	RETROSPEKTYVA. "Aktorius Gediminas Girdvainis". Ciklas "Menininkų portretai".
09.00	Žudymo instinktas (40) (k) (Killer Instinct). 2001 m. JAV.
Dokumentinis serialas
09.58	Žodis - ne žvirblis.
10.00	Svečiuose pas gyvūnus (37) (k) (Into the Wild). JAV.
Dokumentinis serialas
11.00	Liūtų tėvas (24) (Lion Man, the). 2004 m. Naujoji Zelandija. Rež.: Reuben Pillsbury.
Realybės dokumentika
11.30	San Francisko raganos V (101) (k) (Charmed V). 2003 m. JAV. Vaid.: Holly Marie Combs, Alyssa Milano, Rose McGowan, Holly Marie Combs, Alyssa Milano. N7
Serialas
12.35	Labai slaptos agentės (70) (Totally Spies II). 2003 m. JAV, Prancūzija.
Animacinis serialas
13.00	Merė Keitė ir Ešlė skuba į pagalbą (18) (Mary-Kate and Ashley: in Action!). 2001 m. JAV.
Animacinis serialas
13.25	Šaolinio kovos (3) (Xiaolin Showdown I). 2003 m. JAV. Rež.: Stephen Sandoval, Tim Eldred.
Animacinis serialas
13.50	Godzila (8) (Godzilla: the Series). 1998 m. JAV. Rež.: Natham Chew, David Hartman.
Animacinis serialas
14.15	Filmukų šou (13, 14) (Cartoonie Show, The). JAV.
Animacinis serialas
14.30	Nešas Bridžas (42) (Nash Bridges). 1996 m. JAV. Vaid.: Don Johnson, Cheech Marin, Jaime Gomez. N7
Veiksmo serialas
15.30	RETROSPEKTYVA. "Aktorius Gediminas Girdvainis". Ciklas "Menininkų portretai" (k).
16.00	Šeštasis pojūtis (58) (k) (Profiler II-IV). 1996 m. JAV. Vaid.: Julian McMahon, Robert Davi, Roma Maffia. N7
Serialas
17.00	Seserys (10) (Related). 2005 m. JAV. Vaid.: Jennifer Esposito, Kiele Sanchez, Lizzy Caplan, Laura Breckenridge.
Serialas
17.58	Žodis - ne žvirblis.
18.00	Viengungis (41) (k) (Bachelor V). 2005 m. JAV. Vaid.: Chris Harrison, Alex Michel, Amanda Marsh.
Realybės šou
19.00	Mylimiausia sesuo (51, 52) (What I Like About You III). 2004 m. JAV. Rež.: Wil Calhoun, Dan Schneider. Vaid.: Amanda Bynes, Jennie Garth, Simon Rex.
Situacijų komedija
20.00	Po Kalifornijos saule (43) (O.C.II, The). 2003 m. JAV. Vaid.: Peter Gallagher, Kelly Rowan, Benjamin McKenzie, Adam Brody.
Serialas
21.00	Gera kompanija (In a Good Company). 2004 m. JAV. Rež.: Paul Weitz. Vaid.: Dennis Quaid, Topher Grace, Scarlett Johansson. N7
Komedija
23.00	Draugai II (44) (Friends II). 1995 m. JAV. Vaid.: David Schwimmer, Matthew Perry, Courtney Cox, Jennifer Aniston, Lisa Kudrow, Matt LeBlanc. N7
Humoro serialas
23.30	Seserys (10) (k) (Related). 2005 m. JAV. Vaid.: Jennifer Esposito, Kiele Sanchez, Lizzy Caplan, Laura Breckenridge.
Serialas
00.30	Baltic New Music Chart. Muzikinė - pramoginė laida. Vedėja Solveiga Zubrickienė.

2008-01-14 - Pirmadienis

2008-01-15 - Antradienis

2008-01-16 - Trečiadienis

2008-01-17 - Ketvirtadienis
08.25	Dienos programa.
08.30	RETROSPEKTYVA. "Aktorius Gediminas Girdvainis". Ciklas "Menininkų portretai" (k).
09.00	Super Duper Sumo (13) (k) (Super Duper Sumos). 2003 m. Kanada, Pietų Korėja, JAV.
Animacinis serialas
09.25	Kiauliamiestis (12) (k) (Pig City). 2002 m. Kanada.
Animacinis serialas
09.50	Merė Keitė ir Ešlė skuba į pagalbą (18) (k) (Mary-Kate and Ashley: in Action!). 2001 m. JAV.
Animacinis serialas
10.15	Lioko kodas (45) (Code Lyoko). 2004 m. Prancūzija. Rež.: Jérome Mouscadet.
Animacinis serialas
10.40	Ir vėl Endis... (12) (What's With Andy). 2003 m. Kanada. Rež.: Richard Paré.
Animacinis serialas
11.05	Raganaitė Sabrina (21) (Sabrina the Animated Series). 2001 m. JAV. Rež.: David Teague, Scott Heming.
Animacinis serialas
11.30	Svetimas gyvenimas (73) (k) (Vidas Prestadas). 2000 m. Peru. Rež.: Luis Barrios, Aldo Salvini. Vaid.: Grecia Colmenares, Luis José Santander, Sonia Oquendo.
Telenovelė
12.25	Mylimiausia sesuo (49, 50) (k) (What I Like About You III). 2004 m. JAV. Rež.: Wil Calhoun, Dan Schneider. Vaid.: Amanda Bynes, Jennie Garth, Simon Rex.
Situacijų komedija
13.25	Kelionė į Žemės centrą (2) (Journey to the Centre of the Earth). 1999 m. JAV. Rež.: George Miller. Vaid.: Treat Williams, Jeremy London, Tushka Bergen. N7
Nuotykių serialas
15.10	Pučinis (67) (Poochini). 2000 m. JAV. Rež.: Dave Marshall, Dave Thomas.
Animacinis serialas
15.20	Maištingas amžius (159) (Rebelde Way 2). 2002 m. Argentina. Rež.: Martin Mariani, Cris Morena. Vaid.: Jazmin Becar Varela, Camila Bordonaba, Felipe Colombo.
Telenovelė
16.25	Super Duper Sumo (14) (Super Duper Sumos). 2003 m. Kanada, Pietų Korėja, JAV.
Animacinis serialas
16.50	Kiauliamiestis (13) (Pig City). 2002 m. Kanada.
Animacinis serialas
17.15	Nekviesta meilė (2) 118 (k). 2007 m. Lietuva. Rež.: Alvydas Šlepikas. Vaid.: Inga Jankauskaitė, Adolfas Večerskis, Rimantė Valiukaitė, Saulius Balandis.
Serialas
18.00	Žudymo instinktas (42) (Killer Instinct). 2001 m. JAV.
Dokumentinis serialas
19.00	Blogiau nebūna (10) (Worst Case Scenarios). 2002 m. JAV. Rež.: Adam Briles, James Flint. Vaid.: Mike Rowe, Danielle Burgio, Tyler Vogt.
Serialas
20.00	Svetimas gyvenimas (74) (Vidas Prestadas). 2000 m. Peru. Rež.: Luis Barrios, Aldo Salvini. Vaid.: Grecia Colmenares, Luis José Santander, Sonia Oquendo.
Telenovelė
21.00	Ėjimas žirgu (Knight Moves). 1992 m. Vokietija, JAV. Rež.: Carl Schenkel. Vaid.: Diane Lane, Tom Skerritt, Daniel Baldwin, Christopher Lambert. N7
Fantastinis trileris
23.10	Gaujos vadas (Alpha Dog). 2006 m. JAV. Rež.: Nick Cassavetes. Vaid.: Bruce Willis, Matthew Barry, Emile Hirsch. N14
Kriminalinė drama

2008-01-18 - Penktadienis

2008-01-19 - Šeštadienis

2008-01-20 - Sekmadienis
08.15	Nauja programa.
08.20	RETROSPEKTYVA "Dailininkas Aloyzas Stasiulevičius". Ciklas "Menininkų portretai". Autoriai Juozas Matonis ir Vytautas Damaševičius. 1996 m..
09.00	Žudymo instinktas (42) (k) (Killer Instinct). 2001 m. JAV.
Dokumentinis serialas
09.58	Žodis - ne žvirblis.
10.00	Svečiuose pas gyvūnus (39) (k) (Into the Wild). JAV.
Dokumentinis serialas
11.00	Liūtų tėvas (25) (Lion Man, the). 2004 m. Naujoji Zelandija. Rež.: Reuben Pillsbury.
Realybės dokumentika
11.30	San Francisko raganos V (102) (k) (Charmed V). 2003 m. JAV. Vaid.: Holly Marie Combs, Alyssa Milano, Rose McGowan, Holly Marie Combs, Alyssa Milano. N7
Serialas
12.35	Labai slaptos agentės (72) (Totally Spies II). 2003 m. JAV, Prancūzija.
Animacinis serialas
13.00	Merė Keitė ir Ešlė skuba į pagalbą (20) (Mary-Kate and Ashley: in Action!). 2001 m. JAV.
Animacinis serialas
13.25	Šaolinio kovos (5) (Xiaolin Showdown I). 2003 m. JAV. Rež.: Stephen Sandoval, Tim Eldred.
Animacinis serialas
13.50	Godzila (10) (Godzilla: the Series). 1998 m. JAV. Rež.: Natham Chew, David Hartman.
Animacinis serialas
14.15	Filmukų šou (17, 18) (Cartoonie Show, The). JAV.
Animacinis serialas
14.30	Nešas Bridžas (43) (Nash Bridges). 1996 m. JAV. Vaid.: Don Johnson, Cheech Marin, Jaime Gomez. N7
Veiksmo serialas
15.30	RETROSPEKTYVA "Dailininkas Aloyzas Stasiulevičius". Ciklas "Menininkų portretai" (k). Autoriai Juozas Matonis ir Vytautas Damaševičius. 1996 m..
16.00	Šeštasis pojūtis (59) (k) (Profiler II-IV). 1996 m. JAV. Vaid.: Julian McMahon, Robert Davi, Roma Maffia. N7
Serialas
17.00	Seserys (12) (Related). 2005 m. JAV. Vaid.: Jennifer Esposito, Kiele Sanchez, Lizzy Caplan, Laura Breckenridge.
Serialas
17.58	Žodis - ne žvirblis.
18.00	Viengungis (42) (k) (Bachelor V). 2005 m. JAV. Vaid.: Chris Harrison, Alex Michel, Amanda Marsh, Chris Harrison, Alex Michel, Amanda Marsh.
Realybės šou
19.00	Mylimiausia sesuo (55, 56) (What I Like About You III). 2004 m. JAV. Rež.: Wil Calhoun, Dan Schneider. Vaid.: Amanda Bynes, Jennie Garth, Simon Rex.
Situacijų komedija
20.00	Po Kalifornijos saule (45) (O.C.II, The). 2003 m. JAV. Vaid.: Peter Gallagher, Kelly Rowan, Benjamin McKenzie, Adam Brody.
Serialas
21.00	Godzila (Godzilla). 1998 m. JAV. Rež.: Roland Emerich. Vaid.: Jean Reno, Matthew Broderick, Maria Pitillo. N7
Veiksmo filmas
23.30	Draugai II (46) (Friends II). 1995 m. JAV. Vaid.: David Schwimmer, Matthew Perry, Courtney Cox, Jennifer Aniston, Lisa Kudrow, Matt LeBlanc. N7
Humoro serialas
00.00	Seserys (12) (Related). 2005 m. JAV. Vaid.: Jennifer Esposito, Kiele Sanchez, Lizzy Caplan, Laura Breckenridge.
Serialas
01.00	Baltic New Music Chart. Muzikinė - pramoginė laida. Vedėja Solveiga Zubrickienė.

2008-01-21 - Pirmadienis

2008-01-22 - Antradienis

2008-01-23 - Trečiadienis
08.25	Dienos programa.
08.30	RETROSPEKTYVA "Dalininkas Linas Katinas". Ciklas "Menininkų portretai" (k). Autoriai Juozas Matonis ir Vytautas Damaševičius. 1996 m..
09.00	Super Duper Sumo (17) (k) (Super Duper Sumos). 2003 m. Kanada, Pietų Korėja, JAV.
Animacinis serialas
09.25	Ir vėl Endis... (3) (k) (What's With Andy). 2003 m. Kanada. Rež.: Richard Paré.
Animacinis serialas
09.50	Merė Keitė ir Ešlė skuba į pagalbą (19) (k) (Mary-Kate and Ashley: in Action!). 2001 m. JAV.
Animacinis serialas
10.15	Godzila (10) (k) (Godzilla: the Series). 1998 m. JAV. Rež.: Natham Chew, David Hartman.
Animacinis serialas
10.40	Ir vėl Endis... (16) (What's With Andy). 2003 m. Kanada. Rež.: Richard Paré.
Animacinis serialas
11.05	Raganaitė Sabrina (25) (Sabrina the Animated Series). 2001 m. JAV. Rež.: David Teague, Scott Heming.
Animacinis serialas
11.30	Maištingas amžius (162) (k) (Rebelde Way 2). 2002 m. Argentina. Rež.: Martin Mariani, Cris Morena. Vaid.: Jazmin Becar Varela, Camila Bordonaba, Felipe Colombo.
Telenovelė
12.25	Viengungis (42) (k) (Bachelor V). 2005 m. JAV. Vaid.: Chris Harrison, Alex Michel, Amanda Marsh, Chris Harrison, Alex Michel, Amanda Marsh.
Realybės šou
13.23	Žodis - ne žvirblis.
13.25	Mažieji genijai (Baby Geniuses). 1999 m. JAV. Rež.: Bob Clark. Vaid.: Kathleen Turner, Christopher Lloyd, Kim Cattrall.
Komedija
15.05	Pučinis (68, 69) (Poochini). 2000 m. JAV. Rež.: Dave Marshall, Dave Thomas.
Animacinis serialas
15.20	Maištingas amžius (163) (Rebelde Way 2). 2002 m. Argentina. Rež.: Martin Mariani, Cris Morena. Vaid.: Jazmin Becar Varela, Camila Bordonaba, Felipe Colombo.
Telenovelė
16.25	Super Duper Sumo (18) (Super Duper Sumos). 2003 m. Kanada, Pietų Korėja, JAV.
Animacinis serialas
16.50	Ir vėl Endis... (4) (What's With Andy). 2003 m. Kanada. Rež.: Richard Paré.
Animacinis serialas
17.15	Nekviesta meilė (2) 121 (k). 2007 m. Lietuva. Rež.: Alvydas Šlepikas. Vaid.: Inga Jankauskaitė, Adolfas Večerskis, Rimantė Valiukaitė, Saulius Balandis.
Serialas
18.00	Svečiuose pas gyvūnus (40) (Into the Wild). JAV.
Dokumentinis serialas
19.00	Svetimas gyvenimas (78) (Vidas Prestadas). 2000 m. Peru. Rež.: Luis Barrios, Aldo Salvini. Vaid.: Grecia Colmenares, Luis José Santander, Sonia Oquendo.
Telenovelė
20.00	Šeštasis pojūtis (60) (Profiler II-IV). 1996 m. JAV. Vaid.: Julian McMahon, Robert Davi, Roma Maffia. N7
Serialas
21.00	Negyvėliai (Dead Bodies). 2003 m. Airija. Rež.: Robert Quinn. Vaid.: Andrew Scott, Kelly Reilly, Darren Healy. N7
Trileris
22.35	Godzila (k) (Godzilla). 1998 m. JAV. Rež.: Roland Emerich. Vaid.: Jean Reno, Matthew Broderick, Maria Pitillo. N7
Veiksmo filmas

2008-01-24 - Ketvirtadienis

2008-01-25 - Penktadienis

2008-01-26 - Šeštadienis
08.15	Nauja programa.
08.20	RETROSPEKTYVA "Skulptorius Vladas Vildžiūnas". Ciklas "Menininkų portretai". Autoriai Juozas Matonis ir Vytautas Damaševičius. 1997 m..
09.00	Žudymo instinktas (43) (k) (Killer Instinct). 2001 m. JAV.
Dokumentinis serialas
09.58	Žodis - ne žvirblis.
10.00	Svečiuose pas gyvūnus (40) (k) (Into the Wild). JAV.
Dokumentinis serialas
11.00	Rekordų laužytojai (11) (Record Breakers). Australija. Rež.: Nick Hopkin.
Realybės dokumentika
11.30	Blogiau nebūna (11) (k) (Worst Case Scenarios). 2002 m. JAV. Rež.: Adam Briles, James Flint. Vaid.: Mike Rowe, Danielle Burgio, Tyler Vogt.
Serialas
12.35	Labai slaptos agentės (73) (Totally Spies II). 2003 m. JAV, Prancūzija.
Animacinis serialas
13.00	Merė Keitė ir Ešlė skuba į pagalbą (21) (Mary-Kate and Ashley: in Action!). 2001 m. JAV.
Animacinis serialas
13.25	Šaolinio kovos (6) (Xiaolin Showdown I). 2003 m. JAV. Rež.: Stephen Sandoval, Tim Eldred.
Animacinis serialas
13.50	Godzila (11) (Godzilla: the Series). 1998 m. JAV. Rež.: Natham Chew, David Hartman.
Animacinis serialas
14.15	Filmukų šou (19, 20) (Cartoonie Show, The). JAV.
Animacinis serialas
14.30	F. T. Budrioji akis (22) (k) (Sue Thomas: F. B. Eye). 2002 m. JAV. Rež.: Dave Alan Johnson , Gary R. Johnson . Vaid.: Deanne Bray, Yannick Bisson, Rick Peters.
Kriminalinis veiksmo serialas
15.30	RETROSPEKTYVA "Skulptorius Vladas Vildžiūnas". Ciklas "Menininkų portretai" (k). Autoriai Juozas Matonis ir Vytautas Damaševičius. 1997 m..
16.00	Baltic New Music Chart (k). Muzikinė - pramoginė laida. Vedėja Solveiga Zubrickienė.
17.00	Seserys (13) (Related). 2005 m. JAV. Vaid.: Jennifer Esposito, Kiele Sanchez, Lizzy Caplan, Laura Breckenridge.
Serialas
17.55	Lalaila. Humoro laida.
18.00	Nuotakos siaubūnės (24) (Bridezillas). 2005 m. JAV.
Realybės šou
19.00	Mylimiausia sesuo (57, 58) (What I Like About You III). 2004 m. JAV. Rež.: Wil Calhoun, Dan Schneider. Vaid.: Amanda Bynes, Jennie Garth, Simon Rex.
Situacijų komedija
20.00	Po Kalifornijos saule (46) (O.C.II, The). 2003 m. JAV. Vaid.: Peter Gallagher, Kelly Rowan, Benjamin McKenzie, Adam Brody.
Serialas
